"left","relation","right","owl_type","match_type","path","equalSimilarityStemmed","prefix","suffix","equalSimilarityStemmeddeunimadwsoamatchingmatcherstructurallevelNeighborHoodSimilarityMatcher","path_stemmed","smoaDistance","umbcSim","hammingDistance","umbcphrasesim","outlier"
"http://cmt#paperAssignmentToolsRunBy","=","http://conference#has_a_track-workshop-tutorial_topic","op","FF",0.06695804195804196,0.0,0.03333333333333333,0.0,0.0,0.08779137529137529,0.0,0.08512123860418797,0.033333333333333326,0.18870364129543304,0.14839943574669962
"http://cmt#Author","=","http://conference#Organizing_committee","c","FF",0.03125,0.0,0.3333333333333333,0.10526315789473684,0.0,0.0,0.0,0.011189715005457401,0.0,0.05213552340865135,0.25199977991925543
"http://cmt#assignedTo","=","http://conference#has_contributions","op","FF",0.0,0.0,0.125,0.1,0.0,0.0,0.0,0.0,0.125,0.0,0.15477348528550813
"http://cmt#User","=","http://conference#Committee","c","FF",0.06666666666666667,0.0,0.0,0.25,0.0,0.0,0.0,0.03914874792098999,0.0,0.024486521258950233,0.1926293493494372
"http://cmt#memberOfProgramCommittee","=","http://conference#has_a_track-workshop-tutorial_topic","op","FF",0.09417989417989418,0.0,0.0,0.041666666666666664,0.0,0.06084656084656084,0.0,0.025164636472860973,0.06666666666666665,0.12328322976827621,0.13107581964186116
"http://cmt#Chairman","=","http://conference#Committee_member","c","FF",0.10084033613445378,0.0,0.125,0.125,1.0,0.07142857142857142,0.050000000000000044,0.29790523648262024,0.06666666666666665,0.36747199296951294,0.9945606085682943
"http://cmt#Conference","=","http://conference#Submitted_contribution","c","FF",0.041666666666666664,0.0,0.14285714285714285,0.2,0.0,0.041666666666666664,0.29154163540885214,0.018411394208669662,0.0,0.07377559691667557,0.2923707497191776
"http://cmt#acceptsHardcopySubmissions","=","http://conference#has_a_name","dp","FF",0.0,0.0,0.125,0.125,0.0,0.047619047619047616,0.0,0.008279411743084589,0.0,0.05358343571424484,0.1270046948996012
"http://cmt#co-writePaper","=","http://conference#is_submitted_at","op","FF",0.0,0.0,0.08333333333333333,0.08333333333333333,0.0,0.07142857142857142,0.0,0.10138390213251114,0.0,0.116912342607975,0.1334808308357793
"http://cmt#hasBid","=","http://conference#belong_to_a_conference_volume","op","FF",0.1553030303030303,0.0,0.16666666666666666,0.0,0.0,0.12037037037037036,0.0,0.0,0.0,0.008833910338580608,0.18555480587026088
"http://cmt#enableVirtualMeeting","=","http://conference#belongs_to_a_review_reference","op","FF",0.1753968253968254,0.0,0.08,0.08,0.0,0.2222222222222222,0.1899543378995434,0.0,0.040000000000000036,0.0972299873828888,0.2471614492488346
"http://cmt#User","=","http://conference#Poster","c","FF",0.08333333333333333,0.0,0.0,0.5,0.0,0.08333333333333333,0.0,0.0,0.0,0.03846513107419014,0.3887983576439063
"http://cmt#ExternalReviewer","=","http://conference#Publisher","c","FF",0.05625,0.0,0.1111111111111111,0.2222222222222222,0.0,0.1,0.0,0.16019238531589508,0.0625,0.16239261627197266,0.20763589154248757
"http://cmt#rejectedBy","=","http://conference#has_an_abstract","op","FF",0.0,0.0,0.07692307692307693,0.2,0.0,0.2,0.0,0.02654152363538742,0.0,0.06755173951387405,0.19253976894308955
"http://cmt#memberOfProgramCommittee","=","http://conference#has_contributions","op","FF",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04421124358971914,0.0,0.10814832150936127,0.13672572588323242
"http://cmt#runPaperAssignmentTools","=","http://conference#has_an_abstract","op","FF",0.0798611111111111,0.0,0.07692307692307693,0.07692307692307693,0.0,0.10069444444444443,0.0,0.0690764905884862,0.0,0.08768487721681595,0.1194104421272341
"http://cmt#maxPapers","=","http://conference#has_an_email","dp","FF",0.07107843137254902,0.0,0.2,0.1,0.0,0.09191176470588236,0.0,0.0,0.09999999999999998,0.0,0.16995599397008088
"http://cmt#paperAssignmentFinalizedBy","=","http://conference#was_a_program_committee_of","op","FF",0.12737262737262736,0.0,0.045454545454545456,0.038461538461538464,0.0,0.11125541125541126,0.0,0.09508950014909108,0.038461538461538436,0.08082203567028046,0.1338500086682639
"http://cmt#Preference","=","http://conference#Organizer","c","FF",0.0625,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.09999999999999998,0.018833830952644348,0.17431124351955782
"http://cmt#assignedByReviewer","=","http://conference#was_a_steering_committee_of","op","FF",0.05131578947368421,0.0,0.08695652173913043,0.08695652173913043,0.0,0.2,0.0,0.12969972006976604,0.08695652173913049,0.1509087234735489,0.17770758600944397
"http://cmt#acceptPaper","=","http://conference#is_a_topis_of_conference_parts","op","FF",0.05808080808080809,0.0,0.04,0.08,0.0,0.23030303030303031,0.2590886760009825,0.0,0.0,0.09109200537204742,0.28354945019181854
"http://cmt#writePaper","=","http://conference#has_parts","op","FF",0.045454545454545456,0.0,0.0,0.125,0.0,0.20833333333333331,0.0,0.05601520277559757,0.0,0.043012410402297974,0.17243260863927382
"http://cmt#adjustedBy","=","http://conference#has_a_track-workshop-tutorial_chair","op","FF",0.0,0.0,0.03333333333333333,0.0,0.0,0.0625,0.0,0.0,0.0,0.08408347517251968,0.12418801365432984
"http://cmt#hardcopyMailingManifestsPrintedBy","=","http://conference#has_tracks","op","FF",0.0,0.0,0.0,0.0,0.0,0.11349206349206349,0.09999999999999998,0.004048606380820274,0.06060606060606055,0.0017382793594151735,0.17749926903019153
"http://cmt#hasBeenAssigned","=","http://conference#has_a_review","op","FF",0.0,0.3333333333333333,0.3,0.0,0.3333333333333333,0.2,0.44711475409836066,0.0368022583425045,0.2666666666666667,0.13484574854373932,0.5894149596006378
"http://cmt#enterReviewCriteria","=","http://conference#has_a_review","op","FF",0.4166666666666667,0.3333333333333333,0.1,0.3157894736842105,0.3333333333333333,0.4166666666666667,0.5588327704029534,0.38255960245927173,0.052631578947368474,0.7115294337272644,0.9109588468454246
"http://cmt#hasConflictOfInterest","=","http://conference#is_submitted_at","op","FF",0.0,0.0,0.047619047619047616,0.07692307692307693,0.0,0.125,0.0,0.022538908757269382,0.04761904761904767,0.034611932933330536,0.12739597036384934
"http://cmt#addedBy","=","http://conference#has_members","op","FF",0.0,0.0,0.1,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.03386946767568588,0.1281268793419466
"http://cmt#assignReviewer","=","http://conference#invites_co-reviewers","op","FF",0.0,0.0,0.07142857142857142,0.4444444444444444,0.0,0.0,0.6174911660777385,0.07013778015971184,0.11111111111111116,0.46269166469573975,0.6936262554964229
"http://cmt#ExternalReviewer","=","http://conference#Workshop","c","FF",0.06274509803921569,0.0,0.0625,0.125,0.0,0.06066176470588235,0.0,0.01803615130484104,0.0,0.037821002304553986,0.11307444173403924
"http://cmt#endReview","=","http://conference#belongs_to_a_review_reference","op","FF",0.5198412698412698,0.2,0.08,0.24,0.2,0.6698412698412698,0.5411429529076588,0.0,0.0,0.5478227734565735,0.8992634604750885
"http://cmt#Person","=","http://conference#Track-workshop_chair","c","FF",0.05,0.0,0.05555555555555555,0.16666666666666666,0.0,0.05,0.0,0.0,0.0,0.07117860019207001,0.12805742341350906
"http://cmt#Document","=","http://conference#Review_preference","c","FF",0.1125,0.0,0.0,0.125,0.0,0.125,0.0,0.0,0.0,0.035354334861040115,0.14648383863405307
"http://cmt#Review","=","http://conference#Information_for_participants","c","FF",0.045454545454545456,0.0,0.16666666666666666,0.0,0.5,0.0,0.0,0.028613710775971413,0.0,0.08428046107292175,0.5055400029963182
"http://cmt#readByReviewer","=","http://conference#has_a_review_expertise","op","FF",0.17107843137254902,0.25,0.10526315789473684,0.10526315789473684,0.25,0.5833333333333334,0.5416666666666667,0.2708803806453943,0.052631578947368474,0.38349008560180664,0.7274297622851476
"http://cmt#date","=","http://conference#has_an_email","dp","FF",0.1111111111111111,0.0,0.0,0.1,0.0,0.1111111111111111,0.0,0.0,0.09999999999999998,0.0,0.15550903711488165
"http://cmt#readByReviewer","=","http://conference#belongs_to_a_review_reference","op","FF",0.1324074074074074,0.2,0.08,0.08,0.2,0.6003968253968254,0.4273860823324471,0.0,0.040000000000000036,0.38935163617134094,0.6702930145680418
"http://cmt#writeReview","=","http://conference#has_tutorials","op","FF",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03206762671470642,0.16666666666666663,0.04062754660844803,0.17434629413992622
"http://cmt#Reviewer","=","http://conference#Presentation","c","FF",0.05263157894736842,0.0,0.16666666666666666,0.08333333333333333,0.09491687928951403,0.2,0.0,0.0,0.08333333333333337,0.11818762123584747,0.20411000240359597
"http://cmt#markConflictOfInterest","=","http://conference#is_submitted_at","op","FF",0.0,0.0,0.07692307692307693,0.07692307692307693,0.0,0.125,0.0,0.018170133233070374,0.0,0.058754369616508484,0.12637563189952164
"http://cmt#reviewCriteriaEnteredBy","=","http://conference#was_a_member_of","op","FF",0.018518518518518517,0.0,0.08333333333333333,0.0,0.0,0.018518518518518517,0.0,0.006238646184404691,0.0,0.020057016983628273,0.12111781832344402
"http://cmt#hasBid","=","http://conference#has_an_organizing_committee","op","FF",0.041666666666666664,0.25,0.5,0.0,0.25,0.041666666666666664,0.49564102564102563,0.047276485711336136,0.125,0.03467347100377083,0.6034189537942521
"http://cmt#runPaperAssignmentTools","=","http://conference#is_given_by","op","FF",0.05014880952380952,0.0,0.043478260869565216,0.1111111111111111,0.0,0.06485469187675069,0.0,0.032087680883705616,0.0,0.13402412831783295,0.12222401550032497
"http://cmt#User","=","http://conference#Organization","c","FF",0.08333333333333333,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.10967420041561127,0.13437522977420666
"http://cmt#hasProgramCommitteeMember","=","http://conference#has_a_submitted_contribution","op","FF",0.07858220211161387,0.25,0.12,0.04,0.25,0.037037037037037035,0.5209255922589255,0.07521231099963188,0.16000000000000003,0.12228818237781525,0.5028288745771116
"http://cmt#Rejection","=","http://conference#Review_preference","c","FF",0.1,0.0,0.2222222222222222,0.1111111111111111,0.0,0.16666666666666666,0.09999999999999998,0.1029050680808723,0.125,0.06825744360685349,0.22684251917541062
"http://cmt#PaperFullVersion","=","http://conference#Organization","c","FF",0.1037037037037037,0.0,0.0625,0.25,0.0,0.0,0.2966333030027297,0.018613441847264767,0.0,0.0,0.3179518090523638
"http://cmt#enableVirtualMeeting","=","http://conference#is_given_by","op","FF",0.025641025641025644,0.0,0.2222222222222222,0.1111111111111111,0.0,0.025641025641025644,0.0,0.09168903653820355,0.050000000000000044,0.20977897942066193,0.20727066855771897
"http://cmt#PaperAbstract","=","http://conference#Contribution_co-author","c","FF",0.15178938708350473,0.0,0.07692307692307693,0.07692307692307693,0.0,0.06787330316742082,0.0,0.1305600330233574,0.15000000000000002,0.14902986586093903,0.1820977056832735
"http://cmt#SubjectArea","=","http://conference#Tutorial","c","FF",0.09126984126984126,0.0,0.09090909090909091,0.125,0.0,0.0,0.0,0.0,0.09090909090909094,0.0,0.14187996391237534
"http://cmt#Chairman","=","http://conference#Important_dates","c","FF",0.0,0.0,0.125,0.14285714285714285,0.0,0.05555555555555555,0.0,0.0,0.2142857142857143,0.0,0.20938946207111148
"http://cmt#adjustedBy","=","http://conference#has_authors","op","FF",0.0,0.0,0.1,0.1,0.0,0.14285714285714285,0.0,0.032098039984703064,0.09999999999999998,0.011256791651248932,0.1552669323426775
"http://cmt#ProgramCommitteeMember","=","http://conference#Call_for_paper","c","FF",0.18581663434604612,0.0,0.08333333333333333,0.16666666666666666,0.0,0.14056776556776557,0.0,0.06681715324521065,0.0,0.09972114861011505,0.17626484494850944
"http://cmt#Administrator","=","http://conference#Conference_proceedings","c","FF",0.06066176470588235,0.0,0.0,0.07692307692307693,0.0,0.0,0.0,0.005570773966610432,0.0,0.0,0.12815589996896298
"http://cmt#ProgramCommitteeMember","=","http://conference#Conference_document","c","FF",0.17866161616161616,0.0,0.09090909090909091,0.1111111111111111,0.0,0.08333333333333333,0.0,0.19322217255830765,0.045454545454545414,0.003918388392776251,0.20975881808539548
