left,relation,right,owl_type,match_type,level2_monge_elkandeunimadwsoamatchingmatcherstructurallevelGraphBasedUsedClassMatcher,ngramDistance,level2_monge_elkandeunimadwsoamatchingmatcherstructurallevelGraphBasedUsedPropertyMatcher,wuPalmer,jaroWinklerMeasuredeunimadwsoamatchingmatcherstructurallevelGraphBasedUsedClassMatcher,wuPalmerdeunimadwsoamatchingmatcherstructurallevelSimilarityFloodingMatcher,path,lin,level2_jara_winklerdeunimadwsoamatchingmatcherstructurallevelGraphBasedUsedPropertyMatcher,jaroWinklerMeasuredeunimadwsoamatchingmatcherstructurallevelGraphBasedUsedPropertyMatcher,simple_tfidfdeunimadwsoamatchingmatcherstructurallevelGraphBasedUsedPropertyMatcher,jaroWinklerMeasure,word2Vec,level2_jara_winkler,prefix,level2_jara_winklerdeunimadwsoamatchingmatcherstructurallevelSimilarityFloodingMatcher,ngramDistancedeunimadwsoamatchingmatcherstructurallevelGraphBasedUsedPropertyMatcher,word2VecStemmed,simple_tfidfdeunimadwsoamatchingmatcherstructurallevelGraphBasedUsedClassMatcher,jaccard,level2_monge_elkan,suffix,esaSim,level2_jara_winklerdeunimadwsoamatchingmatcherstructurallevelGraphBasedUsedClassMatcher,simple_tfidfdeunimadwsoamatchingmatcherstructurallevelSimilarityFloodingMatcher,level2_jaro,wuPalmerdeunimadwsoamatchingmatcherstructurallevelGraphBasedUsedPropertyMatcher,smoaDistance,level2_monge_elkandeunimadwsoamatchingmatcherstructurallevelSimilarityFloodingMatcher,wuPalmerdeunimadwsoamatchingmatcherstructurallevelGraphBasedUsedClassMatcher,jiangConrath,needlemanWunsch2Distance,umbcSim,soft_tfidf_jaro,mongeElkan,simple_tfidf,jaro_winkler_tfidf,levenshteinDistance,hammingDistance,equalDistance,subStringDistance,ngramDistancedeunimadwsoamatchingmatcherstructurallevelSimilarityFloodingMatcher,jaroWinklerMeasuredeunimadwsoamatchingmatcherstructurallevelSimilarityFloodingMatcher,ngramDistancedeunimadwsoamatchingmatcherstructurallevelGraphBasedUsedClassMatcher,jaroMeasure
http://cmt#paperAssignmentToolsRunBy,=,http://conference#has_a_track-workshop-tutorial_topic,op,FF,0.7,0.0,1.0,0.26041666666666663,0.7196581196581197,0.0,0.06695804195804196,0.04992762550457675,0.4577777777777778,0.5034343434343435,0.0,0.5034343434343435,0.2485633837841424,0.4577777777777778,0.0,0.0,0.0,0.12448174471528278,0.0,0.0,1.0,0.0,0.006956213625,0.7256410256410256,0.0,0.4577777777777778,0.26041666666666663,0.0,0.0,0.48051619433198384,0.05354657539579695,0.1707317073170732,0.08512123860418797,0.0,0.088,0.0,0.0,0.21212121212121215,0.06060606060606055,0.0,0.06896551724137934,0.0,0.0,0.0,0.5034343434343435
http://cmt#Author,=,http://conference#Organizing_committee,c,FF,0.3333333333333333,0.0,0.3333333333333333,0.10526315789473684,0.0,0.0,0.03125,0.0,0.35185185185185186,0.22878787878787876,0.0,0.0,0.04681303955751044,0.35185185185185186,0.3333333333333333,0.0,0.02702702702702703,0.22105683505769336,0.0,0.0,0.3333333333333333,0.1,0.0169210776,0.35185185185185186,0.0,0.35185185185185186,0.10526315789473684,0.0,0.0,0.10526315789473684,0.036028160084878975,0.05882352941176472,0.011189715005457401,0.0,0.3333333333333333,0.0,0.0,0.09999999999999998,0.0,0.0,0.15384615384615385,0.0,0.0,0.0,0.0
http://cmt#assignedTo,=,http://conference#has_contributions,op,FF,0.33333333333333337,0.0,0.6666666666666666,0.0,0.5004901960784314,0.0,0.0,0.0,0.6222222222222222,0.0,0.0,0.0,0.08622895205828562,0.6222222222222222,0.11764705882352941,0.0,0.0,0.18930284024833147,0.0,0.0,0.6666666666666666,0.1,0.0061974606,0.5416666666666666,0.0,0.6222222222222222,0.0,0.0,0.0,0.2655122655122655,0.0,0.20833333333333337,0.0,0.0,0.2,0.0,0.0,0.2941176470588235,0.05882352941176472,0.0,0.14814814814814814,0.0,0.0,0.0,0.0
http://cmt#User,=,http://conference#Committee,c,FF,0.25,0.0,0.25,0.2222222222222222,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.15307330686077295,0.0,0.0,0.0,0.0,0.19070594886670542,0.0,0.0,0.25,0.25,0.0011149784,0.0,0.0,0.0,0.2222222222222222,0.0,0.0,0.2222222222222222,0.06767036816699902,0.0714285714285714,0.03914874792098999,0.0,0.25,0.0,0.0,0.11111111111111116,0.0,0.0,0.15384615384615385,0.0,0.0,0.0,0.0
http://cmt#memberOfProgramCommittee,=,http://conference#has_a_track-workshop-tutorial_topic,op,FF,0.465,0.0,1.0,0.3546218487394958,0.4545454545454546,0.0,0.09417989417989418,0.07668866204862616,0.27777777777777773,0.4545454545454546,0.0,0.4545454545454546,0.09168424854124417,0.27777777777777773,0.0,0.0,0.0,0.07113881559528577,0.0,0.0,1.0,0.0,0.012503523533333333,0.5823863636363635,0.0,0.27777777777777773,0.3546218487394958,0.0,0.0,0.8489815460597194,0.07898965044453862,0.09523809523809523,0.025164636472860973,0.0,0.09166666666666666,0.0,0.0,0.1515151515151515,0.030303030303030276,0.0,0.07017543859649122,0.0,0.0,0.0,0.4545454545454546
http://cmt#assignedByReviewer,=,http://conference#has_a_degree,op,FF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
http://cmt#Chairman,=,http://conference#Committee_member,c,FF,0.36666666666666664,0.0,0.36666666666666664,0.4636363636363636,0.46874999999999994,0.0,0.10084033613445378,0.1139510607033444,0.5125,0.46874999999999994,0.0,0.46874999999999994,0.5402561350065006,0.5125,0.125,0.0,0.0,0.4858458990977062,0.0,0.0,0.36666666666666664,0.125,0.08766915255,0.5125,0.0,0.4583333333333333,0.4636363636363636,0.050000000000000044,0.0,0.4636363636363636,0.06878979779549832,0.125,0.29790523648262024,0.0,0.35,0.0,0.0,0.1875,0.0625,0.0,0.08333333333333337,0.0,0.0,0.0,0.40972222222222215
http://cmt#Conference,=,http://conference#Submitted_contribution,c,FF,0.3,0.0714285714285714,0.3,0.17647058823529413,0.36767676767676766,0.0,0.041666666666666664,0.04329590640041771,0.7472222222222222,0.36767676767676766,0.0,0.36767676767676766,0.11605156545552334,0.7472222222222222,0.13636363636363635,0.0,0.0714285714285714,0.07749197640375796,0.0,0.0,0.3,0.2,0.0050141527,0.7472222222222222,0.0,0.638888888888889,0.17647058823529413,0.29154163540885214,0.0,0.17647058823529413,0.030407601214914322,0.08823529411764708,0.018411394208669662,0.0,0.3,0.0,0.0,0.13636363636363635,0.0,0.0,0.1875,0.0,0.0,0.0714285714285714,0.36767676767676766
http://cmt#hasConflictOfInterest,=,http://conference#has_a_degree,op,FF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
http://cmt#readPaper,=,http://conference#has_a_volume,op,FF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
