left,relation,right,owl_type,match_type,ngramDistance,wuPalmer,jaroWinklerMeasuredeunimadwsoamatchingmatcherstructurallevelGraphBasedUsedClassMatcher,wuPalmerdeunimadwsoamatchingmatcherstructurallevelSimilarityFloodingMatcher,path,lin,jaroWinklerMeasuredeunimadwsoamatchingmatcherstructurallevelGraphBasedUsedPropertyMatcher,jaroWinklerMeasure,word2Vec,level2_jara_winkler,prefix,ngramDistancedeunimadwsoamatchingmatcherstructurallevelGraphBasedUsedPropertyMatcher,word2VecStemmed,jaccard,level2_monge_elkan,suffix,esaSim,level2_jaro,wuPalmerdeunimadwsoamatchingmatcherstructurallevelGraphBasedUsedPropertyMatcher,smoaDistance,wuPalmerdeunimadwsoamatchingmatcherstructurallevelGraphBasedUsedClassMatcher,jiangConrath,needlemanWunsch2Distance,umbcSim,soft_tfidf_jaro,mongeElkan,simple_tfidf,jaro_winkler_tfidf,levenshteinDistance,hammingDistance,equalDistance,subStringDistance,ngramDistancedeunimadwsoamatchingmatcherstructurallevelSimilarityFloodingMatcher,jaroWinklerMeasuredeunimadwsoamatchingmatcherstructurallevelSimilarityFloodingMatcher,ngramDistancedeunimadwsoamatchingmatcherstructurallevelGraphBasedUsedClassMatcher,jaroMeasure
http://cmt#finalizePaperAssignment,=,http://confOf#hasPostalCode,op,FF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
http://cmt#readByReviewer,=,http://confOf#hasTopic,op,FF,0.0,0.22291021671826625,0.46428571428571425,0.0,0.06696428571428571,0.0,0.46428571428571425,0.46428571428571425,0.32838979875900765,0.46428571428571425,0.0,0.0,0.2833331534292632,0.0,0.275,0.0,0.01897001735,0.46428571428571425,0.22291021671826625,0.0,0.37265512265512263,0.026756092504620833,0.09999999999999998,0.037156540900468826,0.0,0.275,0.0,0.0,0.1428571428571429,0.0,0.0,0.09090909090909094,0.0,0.0,0.0,0.46428571428571425
http://cmt#hasConflictOfInterest,=,http://confOf#abstract,op,FF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
http://cmt#Chairman,=,http://confOf#Student,c,FF,0.0,0.7619047619047619,0.4226190476190476,0.0,0.16666666666666666,0.2301662326372129,0.4226190476190476,0.4226190476190476,0.11255598105998504,0.4226190476190476,0.0,0.0,0.0,0.0,0.22857142857142856,0.14285714285714285,0.0025400312,0.4226190476190476,0.7619047619047619,0.0,0.7619047619047619,0.07854287705004058,0.0,0.0,0.0,0.22857142857142856,0.0,0.0,0.0,0.0,0.0,0.1333333333333333,0.0,0.0,0.0,0.4226190476190476
http://cmt#ProgramCommitteeMember,=,http://confOf#Administrative_event,c,FF,0.0,0.43131868131868134,0.5456228956228957,0.0,0.11823361823361823,0.1976971148368237,0.5456228956228957,0.5456228956228957,0.44414203765570354,0.5108225108225107,0.045454545454545456,0.0,0.6058863297027313,0.0,0.4,0.05,0.0405627669,0.5108225108225107,0.43131868131868134,0.0,0.43131868131868134,0.14707981533303918,0.125,0.11164282200237115,0.0,0.13,0.0,0.0,0.13636363636363635,0.13636363636363635,0.0,0.09523809523809523,0.0,0.0,0.0,0.5456228956228957
http://cmt#Conference,=,http://confOf#Event,c,FF,0.0,0.46153846153846156,0.3666666666666667,0.0,0.125,0.13697008567695457,0.3666666666666667,0.3666666666666667,0.42486431190452906,0.3666666666666667,0.1,0.0,0.43887609534919414,0.0,0.48,0.2,0.0109082759,0.3666666666666667,0.46153846153846156,0.0,0.46153846153846156,0.10181226586928757,0.19999999999999996,0.31996873021125793,0.0,0.48,0.0,0.0,0.30000000000000004,0.0,0.0,0.2666666666666666,0.0,0.0,0.0,0.3666666666666667
http://cmt#virtualMeetingEnabledBy,=,http://confOf#ends_on,op,FF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
http://cmt#assignExternalReviewer,=,http://confOf#hasPhone,op,FF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
http://cmt#Reviewer,=,http://confOf#Registration_of_participants_event,c,FF,0.0,0.1320450885668277,0.6313725490196078,0.0,0.03888888888888889,0.0,0.6313725490196078,0.6313725490196078,0.07256849736790545,0.6888888888888889,0.0,0.0,0.22571983122958786,0.0,0.52,0.0,0.0017302151333333333,0.6583333333333333,0.1320450885668277,0.09999999999999998,0.1320450885668277,0.03931425495701348,0.08333333333333337,0.06488121052583058,0.0,0.325,0.0,0.0,0.1470588235294118,0.08823529411764708,0.0,0.09523809523809523,0.0,0.0,0.0,0.5392156862745098
http://cmt#assignedByReviewer,=,http://confOf#contactEmail,op,FF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
