left,relation,right,owl_type,match_type,wuPalmerdeunimadwsoamatchingmatcherstructurallevelPropertiesMatcher,ngramDistance,wuPalmer,jiangConrath_stemmed,lin_stemmed,lin,level2_jara_winklerdeunimadwsoamatchingmatcherstructurallevelGraphBasedUsedPropertyMatcher,word2Vec,level2_jara_winkler,prefix,ngramDistancedeunimadwsoamatchingmatcherstructurallevelGraphBasedUsedPropertyMatcher,word2VecStemmed,level2_monge_elkan,ngramDistancedeunimadwsoamatchingmatcherstructurallevelNeighborHoodSimilarityMatcher,level2_jara_winklerdeunimadwsoamatchingmatcherstructurallevelGraphBasedUsedClassMatcher,level2_jaro,path_stemmed,wuPalmerdeunimadwsoamatchingmatcherstructurallevelGraphBasedUsedPropertyMatcher,smoaDistance,wuPalmerdeunimadwsoamatchingmatcherstructurallevelGraphBasedUsedClassMatcher,jiangConrath,umbcSim,soft_tfidf_jaro,wuPalmerdeunimadwsoamatchingmatcherstructurallevelNeighborHoodSimilarityMatcher,simple_tfidf,equalDistancedeunimadwsoamatchingmatcherstructurallevelNeighborHoodSimilarityMatcher,wuPalmer_stemmed,jaro_winkler_tfidf,equalDistancedeunimadwsoamatchingmatcherstructurallevelPropertiesMatcher,level2_jara_winklerdeunimadwsoamatchingmatcherstructurallevelNeighborHoodSimilarityMatcher,level2_jara_winklerdeunimadwsoamatchingmatcherstructurallevelPropertiesMatcher,umbcphrasesim,jaroWinklerMeasuredeunimadwsoamatchingmatcherstructurallevelNeighborHoodSimilarityMatcher,ngramDistancedeunimadwsoamatchingmatcherstructurallevelGraphBasedUsedClassMatcher,ngramDistancedeunimadwsoamatchingmatcherstructurallevelPropertiesMatcher
http://conference#Co-chair,=,http://edas#ComputerNetworksAapplicationsTopic,c,FF,0.0,0.0,0.0,0.0,0.0,0.0,0.6589743589743591,0.0,0.6589743589743591,0.0,0.0,0.0,0.66,0.0,0.6589743589743591,0.6339743589743589,0.0,0.0,0.0,0.0,0.0,0.0,0.2815180120536876,0.0,0.0,0.0,0.0,0.0,0.0,0.6589743589743591,0.6589743589743591,0.0,0.6044817927170868,0.0,0.0
http://conference#Written_contribution,=,http://edas#ComputerNetworksSensorTopic,c,FF,0.20818713450292398,0.0,0.20818713450292398,0.0,0.0,0.0,0.620026455026455,0.0,0.620026455026455,0.10526315789473684,0.0,0.0,0.5041666666666667,0.0,0.620026455026455,0.5860449735449735,0.0,0.20818713450292398,0.0,0.20818713450292398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.620026455026455,0.0,0.0,0.0,0.0
http://conference#Conference_contribution,=,http://edas#AcceptRating,c,FF,0.3771929824561403,0.0,0.3771929824561403,0.0,0.0,0.15007226052962902,0.5148148148148148,0.10851752192780137,0.5148148148148148,0.0,0.0,0.2825449734768243,0.5333333333333333,0.0,0.5148148148148148,0.5148148148148148,0.0,0.3771929824561403,0.0,0.3771929824561403,0.0,0.0,0.0,0.3771929824561403,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.5148148148148148,0.0,0.0,0.0,0.0
http://conference#Early_paid_applicant,=,http://edas#DiningPlace,c,FF,0.27777777777777773,0.0,0.27777777777777773,0.0,0.0,0.0,0.6574074074074073,0.0,0.6574074074074073,0.0,0.0,0.0,0.4666666666666666,0.0,0.6574074074074073,0.6462962962962963,0.0,0.27777777777777773,0.0,0.27777777777777773,0.0,0.0,0.25558963741294694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6574074074074073,0.0,0.0,0.0,0.0
http://conference#Conference_volume,=,http://edas#ComputerArchitectureTopic,c,FF,0.6613077554254024,0.0,0.6613077554254024,0.0,0.0,0.0,0.6269444444444444,0.2517932264193356,0.6269444444444444,0.125,0.0,0.3975516594351249,0.3675,0.0,0.6269444444444444,0.5902777777777777,0.0,0.6613077554254024,0.0,0.6613077554254024,0.11792122401593831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6269444444444444,0.6269444444444444,0.1598520278930664,0.0,0.0,0.0
http://conference#has_important_dates,=,http://edas#hasRelatedDocument,op,FF,0.0,0.12903225806451613,0.0,0.0,0.0,0.0,0.7429012345679012,0.38150655448925685,0.7429012345679012,0.17647058823529413,0.12903225806451613,0.2631042562312919,0.7777777777777777,0.12903225806451613,0.49444444444444446,0.7345679012345679,0.11805555555555555,0.0,0.5436625514403293,0.0,0.0,0.14268535561859608,0.0,0.0,0.0,0.0,0.3476190476190476,0.0,0.0,0.7429012345679012,0.6094907407407407,0.17289137840270996,0.7584795321637426,0.12903225806451613,0.12903225806451613
http://conference#Chair,=,http://edas#PendingPaper,c,FF,0.17647058823529413,0.0,0.17647058823529413,0.0,0.0,0.0,0.5111111111111111,0.0,0.5111111111111111,0.0,0.0,0.242495684537899,0.3333333333333333,0.0,0.5111111111111111,0.5111111111111111,0.0,0.17647058823529413,0.0,0.17647058823529413,0.0,0.0,0.0,0.17647058823529413,0.0,0.0,0.17647058823529413,0.0,0.0,0.5111111111111111,0.5111111111111111,0.0,0.42777777777777776,0.0,0.0
http://conference#Review_preference,=,http://edas#ComputerNetworksManagementTopic,c,FF,0.4999468647107966,0.0,0.4999468647107966,0.0,0.0,0.11987933411779773,0.5763888888888888,0.1583645576857958,0.5763888888888888,0.0,0.0,0.16231950402955103,0.3666666666666667,0.0,0.5763888888888888,0.5763888888888888,0.0,0.4999468647107966,0.0,0.4999468647107966,0.0,0.0,0.0,0.4999468647107966,0.0,0.0,0.25,0.0,0.0,0.5763888888888888,0.5763888888888888,0.0,0.49546700400590343,0.0,0.0
http://conference#Written_contribution,=,http://edas#ComputerNetworksOpticalTopic,c,FF,0.15263157894736842,0.0,0.15263157894736842,0.0,0.0,0.0,0.620026455026455,0.0,0.620026455026455,0.10526315789473684,0.0,0.0,0.5041666666666667,0.0,0.620026455026455,0.5860449735449735,0.0,0.15263157894736842,0.0,0.15263157894736842,0.0,0.0,0.0,0.15263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.620026455026455,0.0,0.0,0.0,0.0
http://conference#has_an_email,=,http://edas#endDate,dp,FC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22880516601943413,0.0,0.0,0.0,0.0,0.22880516601943413,0.0,0.0,0.0,0.0,0.0,0.0,0.0
http://conference#Conference_participant,=,http://edas#SatelliteAndSpaceCommunicationsTopic,c,FF,0.6659098254686491,0.0,0.6659098254686491,0.0,0.0,0.0,0.6501190476190477,0.25124336619753557,0.6501190476190477,0.0,0.0,0.31314855054026924,0.5333333333333333,0.0,0.6501190476190477,0.6053571428571429,0.0,0.6659098254686491,0.0,0.6659098254686491,0.0,0.2608728655613959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6501190476190477,0.6501190476190477,0.1791529655456543,0.5560365560365561,0.0,0.0
http://conference#Passive_conference_participant,=,http://edas#SatelliteAndSpaceCommunicationsTopic,c,FF,1.0,0.0,1.0,0.0,0.0,0.0,0.6691269841269842,0.42310204797694917,0.6691269841269842,0.0,0.0,0.4789878450318902,0.48888888888888893,0.0,0.6691269841269842,0.6392857142857143,0.0,1.0,0.13618204898446828,1.0,0.0,0.2972171329893172,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6691269841269842,0.6691269841269842,0.16272419691085815,0.6602693602693602,0.0,0.0
http://conference#has_a_review_reference_or_expertise,=,http://edas#hasProgramme,op,FF,0.49444444444444446,0.0,0.49444444444444446,0.0,0.0,0.10588687578679319,0.4035493827160494,0.24032828828041794,0.4035493827160494,0.25,0.0,0.18496993651658697,0.5958333333333333,0.0,0.4035493827160494,0.4035493827160494,0.0,0.49444444444444446,0.359090909090909,0.49444444444444446,0.0,0.0,0.0,0.49444444444444446,0.0,0.0,0.0,0.0,0.0,0.4035493827160494,0.4035493827160494,0.0,0.6827777777777777,0.0,0.0
http://conference#belongs_to_reviewers,=,http://edas#initiates,op,FF,0.4166666666666667,0.0,0.0,0.0,0.0,0.0,0.15185185185185185,0.2015953664559788,0.15185185185185185,0.0,0.0,0.0,0.44,0.0,0.15185185185185185,0.15185185185185185,0.0,0.0,0.0,0.4370561821219716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15185185185185185,0.15185185185185185,0.0,0.0,0.0,0.0
http://conference#Active_conference_participant,=,http://edas#AcademicEvent,c,FF,0.786710603974031,0.0,0.786710603974031,0.0,0.0,0.13465040048988916,0.12301587301587302,0.36704116173475204,0.5805555555555555,0.15384615384615385,0.07692307692307693,0.4450484029586692,0.6333333333333334,0.0,0.5805555555555555,0.5564814814814815,0.0,0.786710603974031,0.0,0.786710603974031,0.14999327599148668,0.14547817905743918,0.0,0.786710603974031,0.0,0.0,0.13333333333333333,0.0,0.0,0.0,0.5805555555555555,0.24041219055652618,0.0,0.0,0.0
http://conference#Accepted_contribution,=,http://edas#BreakEvent,c,FF,0.6696428571428572,0.0,0.6696428571428572,0.0,0.0,0.3247515435521632,0.5453703703703703,0.0,0.5453703703703703,0.0,0.0,0.17316795325376733,0.42000000000000004,0.0,0.5453703703703703,0.5453703703703703,0.0,0.6696428571428572,0.0,0.6696428571428572,0.11139352399901242,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.5453703703703703,0.0,0.0,0.0,0.0
http://conference#Contribution_co-author,=,http://edas#Place,c,FF,0.3472222222222222,0.0,0.3472222222222222,0.0,0.0,0.0,0.15185185185185185,0.0,0.15185185185185185,0.2,0.0,0.0,0.44,0.0,0.15185185185185185,0.15185185185185185,0.0,0.3472222222222222,0.0,0.3472222222222222,0.0,0.0,0.0,0.3472222222222222,0.0,0.0,0.2222222222222222,0.0,0.0,0.15185185185185185,0.15185185185185185,0.0,0.0,0.0,0.0
http://conference#Active_conference_participant,=,http://edas#Author,c,FF,0.4613756613756614,0.0,0.4613756613756614,0.0,0.0,0.0,0.26964285714285713,0.0,0.5416666666666666,0.16666666666666666,0.125,0.0,0.25555555555555554,0.0,0.5416666666666666,0.5268518518518518,0.0,0.4613756613756614,0.0,0.4613756613756614,0.0,0.12791715546821555,0.0,0.4613756613756614,0.0,0.0,0.18461538461538463,0.0,0.0,0.5416666666666666,0.5416666666666666,0.0,0.0,0.0,0.0
http://conference#Conference_fees,=,http://edas#ConferenceSession,c,FF,0.6764705882352942,0.5925925925925926,0.6764705882352942,0.5301913406671894,0.5430144737929326,0.5426998046900114,0.7916666666666667,0.9138639267919094,0.7916666666666667,0.7142857142857143,0.5925925925925926,0.9768203819710792,1.0,0.5925925925925926,0.7916666666666667,0.7916666666666667,0.5833333333333334,0.6764705882352942,0.8228413163897035,0.6764705882352942,0.5299498554757927,0.5228047277778387,0.21677594181074358,0.6764705882352942,0.21677594181074358,0.0,0.740909090909091,0.21677594181074358,0.0,0.7916666666666667,0.7916666666666667,0.0,0.8845098039215686,0.5925925925925926,0.5925925925925926
http://conference#Poster,=,http://edas#NumericalReviewQuestion,c,FF,0.25,0.0,0.25,0.0,0.0,0.0,0.5888888888888889,0.0,0.5888888888888889,0.0,0.0,0.19911632515384123,0.52,0.0,0.5888888888888889,0.5888888888888889,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.5888888888888889,0.0,0.0,0.0,0.0
