left,relation,right,owl_type,match_type,wuPalmerdeunimadwsoamatchingmatcherstructurallevelPropertiesMatcher,ngramDistance,wuPalmer,jaroWinklerMeasuredeunimadwsoamatchingmatcherstructurallevelGraphBasedUsedClassMatcher,path,lin,equalSimilarityStemmed,level2_jara_winklerdeunimadwsoamatchingmatcherstructurallevelGraphBasedUsedPropertyMatcher,jaroWinklerMeasuredeunimadwsoamatchingmatcherstructurallevelGraphBasedUsedPropertyMatcher,jaroWinklerMeasure,word2Vec,level2_jara_winkler,prefix,ngramDistancedeunimadwsoamatchingmatcherstructurallevelGraphBasedUsedPropertyMatcher,equalDistancedeunimadwsoamatchingmatcherstructurallevelGraphBasedUsedPropertyMatcher,word2VecStemmed,jaccard,suffix,ngramDistancedeunimadwsoamatchingmatcherstructurallevelNeighborHoodSimilarityMatcher,level2_jara_winklerdeunimadwsoamatchingmatcherstructurallevelGraphBasedUsedClassMatcher,wuPalmerdeunimadwsoamatchingmatcherstructurallevelGraphBasedUsedPropertyMatcher,smoaDistance,wuPalmerdeunimadwsoamatchingmatcherstructurallevelGraphBasedUsedClassMatcher,jiangConrath,umbcSim,equalDistancedeunimadwsoamatchingmatcherstructurallevelGraphBasedUsedClassMatcher,soft_tfidf_jaro,fuzzydice,fuzzycosine,wuPalmerdeunimadwsoamatchingmatcherstructurallevelNeighborHoodSimilarityMatcher,mongeElkan,simple_tfidf,equalDistancedeunimadwsoamatchingmatcherstructurallevelNeighborHoodSimilarityMatcher,fuzzyjaccard,levenshteinDistance,hammingDistance,equalDistancedeunimadwsoamatchingmatcherstructurallevelPropertiesMatcher,jaroWinklerMeasuredeunimadwsoamatchingmatcherstructurallevelPropertiesMatcher,equalDistance,level2_jara_winklerdeunimadwsoamatchingmatcherstructurallevelNeighborHoodSimilarityMatcher,level2_jara_winklerdeunimadwsoamatchingmatcherstructurallevelPropertiesMatcher,subStringDistance,umbcphrasesim,jaroWinklerMeasuredeunimadwsoamatchingmatcherstructurallevelNeighborHoodSimilarityMatcher,ngramDistancedeunimadwsoamatchingmatcherstructurallevelGraphBasedUsedClassMatcher,jaroMeasure,ngramDistancedeunimadwsoamatchingmatcherstructurallevelPropertiesMatcher
http://conference#is_submitted_at,=,http://ekaw#hasPart,op,FF,0.0,0.0,0.0,0.47301587301587295,0.0,0.0,0.0,0.558641975308642,0.47301587301587295,0.47301587301587295,0.0,0.558641975308642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.558641975308642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22857142857142856,0.0,0.0,0.0,0.15384615384615385,0.0,0.0,0.47301587301587295,0.0,0.558641975308642,0.558641975308642,0.0,0.0,0.47301587301587295,0.0,0.47301587301587295,0.0
http://conference#Rejected_contribution,=,http://ekaw#University,c,FF,0.1875,0.0,0.1875,0.36984126984126986,0.0,0.0,0.0,0.44940476190476186,0.36984126984126986,0.36984126984126986,0.0,0.44940476190476186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44940476190476186,0.1875,0.0,0.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.15000000000000002,0.0,0.0,0.36984126984126986,0.0,0.0,0.44940476190476186,0.0,0.0,0.36984126984126986,0.0,0.36984126984126986,0.0
http://conference#Presentation,=,http://ekaw#Tutorial,c,FF,0.3157894736842105,0.0,0.3157894736842105,0.4444444444444444,0.0,0.0,0.0,0.0,0.4444444444444444,0.4444444444444444,0.6636906588395136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3157894736842105,0.0,0.3157894736842105,0.0,0.3285587728023529,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.16666666666666663,0.0,0.0,0.4444444444444444,0.0,0.0,0.0,0.0,0.25061920285224915,0.4444444444444444,0.0,0.4444444444444444,0.0
http://conference#has_a_steering_committee,=,http://ekaw#presentationOfPaper,op,FF,1.0,0.0,1.0,0.5476608187134503,0.36263736263736257,0.25663883020458106,0.0,0.3708333333333333,0.5476608187134503,0.5476608187134503,0.8434148531201804,0.3708333333333333,0.0,0.0,0.0,0.541394718286403,0.0,0.0,0.0,0.3708333333333333,1.0,0.0,1.0,0.28189617520857574,0.3415073686046526,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.19047619047619047,0.0,0.0,0.5476608187134503,0.0,0.3708333333333333,0.3708333333333333,0.0,0.2245679348707199,0.5476608187134503,0.0,0.5476608187134503,0.0
http://conference#Conference_contributor,=,http://ekaw#Industrial_Session,c,FF,0.2717086834733894,0.0,0.2717086834733894,0.47769360269360267,0.0,0.0,0.0,0.49242424242424243,0.47769360269360267,0.47769360269360267,0.41859435381282056,0.49242424242424243,0.0,0.0,0.0,0.3337224474239857,0.0,0.0,0.0,0.49242424242424243,0.2717086834733894,0.22241086587436332,0.2717086834733894,0.0,0.458728501573205,0.0,0.0,0.0,0.0,0.2717086834733894,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.47769360269360267,0.0,0.49242424242424243,0.49242424242424243,0.1578947368421053,0.0,0.47769360269360267,0.0,0.47769360269360267,0.0
http://conference#Publisher,=,http://ekaw#Conference_Trip,c,FF,0.41414141414141414,0.0,0.41414141414141414,0.4518518518518519,0.0,0.24310960888909097,0.0,0.0,0.4518518518518519,0.4518518518518519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41414141414141414,0.0,0.41414141414141414,0.0,0.0,0.0,0.0,0.0,0.0,0.41414141414141414,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.4518518518518519,0.0,0.0,0.0,0.17391304347826086,0.0,0.4518518518518519,0.0,0.4518518518518519,0.0
http://conference#Conference_fees,=,http://ekaw#Demo_Chair,c,FF,0.31954887218045114,0.0,0.31954887218045114,0.0,0.0,0.0,0.0,0.5816666666666667,0.0,0.0,0.38491329249137995,0.5816666666666667,0.0,0.0,0.0,0.35674995439715534,0.0,0.0,0.0,0.5816666666666667,0.31954887218045114,0.0,0.31954887218045114,0.0,0.0,0.0,0.0,0.0,0.0,0.31954887218045114,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5816666666666667,0.5816666666666667,0.0,0.0,0.0,0.0,0.0,0.0
http://conference#was_a_committee_of,=,http://ekaw#scientificallyOrganises,op,FF,0.47023809523809523,0.0,0.47023809523809523,0.4546062869592281,0.0,0.30175236905323116,0.0,0.5953207671957671,0.5284237726098191,0.5284237726098191,0.245127788599927,0.5953207671957671,0.0,0.0,0.0,0.5216181079000449,0.0,0.0,0.0,0.5416666666666667,0.47023809523809523,0.0,0.635609243697479,0.0,0.0,0.0,0.0,0.0,0.0,0.47023809523809523,0.0,0.0,0.0,0.0,0.19047619047619047,0.0,0.0,0.5284237726098191,0.0,0.5953207671957671,0.5953207671957671,0.0,0.15495282411575317,0.5284237726098191,0.0,0.5284237726098191,0.0
http://conference#gives_presentations,=,http://ekaw#publisherOf,op,FF,0.2732259570494865,0.0,0.446984126984127,0.603927203065134,0.0,0.16057852824567181,0.0,0.5521596921596922,0.45169082125603865,0.45169082125603865,0.22719576955498408,0.5521596921596922,0.0,0.0,0.0,0.3723505375351007,0.0,0.0,0.0,0.425595238095238,0.446984126984127,0.22230989956958402,0.3912037037037037,0.0,0.0,0.0,0.0,0.0,0.0,0.446984126984127,0.2545454545454545,0.0,0.0,0.0,0.2222222222222222,0.0,0.0,0.5630555555555555,0.0,0.5521596921596922,0.4417493386243386,0.0,0.17300660908222198,0.45169082125603865,0.0,0.45169082125603865,0.0
http://conference#Poster,=,http://ekaw#Paper_Author,c,FF,0.29166666666666663,0.0,0.29166666666666663,0.625,0.0,0.0,0.0,0.7300000000000001,0.625,0.625,0.42602424225159574,0.7300000000000001,0.16666666666666666,0.0,0.0,0.21570583032991672,0.0,0.18181818181818182,0.0,0.7300000000000001,0.29166666666666663,0.0,0.29166666666666663,0.0,0.0,0.0,0.0,0.0,0.0,0.29166666666666663,0.3333333333333333,0.0,0.0,0.0,0.2727272727272727,0.0,0.0,0.625,0.0,0.7300000000000001,0.7300000000000001,0.23529411764705888,0.0,0.625,0.0,0.5833333333333334,0.0
