left,relation,right,owl_type,match_type,wuPalmerdeunimadwsoamatchingmatcherstructurallevelPropertiesMatcher,ngramDistance,wuPalmer,jaroWinklerMeasuredeunimadwsoamatchingmatcherstructurallevelGraphBasedUsedClassMatcher,path,lin,equalSimilarityStemmed,level2_jara_winklerdeunimadwsoamatchingmatcherstructurallevelGraphBasedUsedPropertyMatcher,jaroWinklerMeasuredeunimadwsoamatchingmatcherstructurallevelGraphBasedUsedPropertyMatcher,jaroWinklerMeasure,word2Vec,level2_jara_winkler,prefix,ngramDistancedeunimadwsoamatchingmatcherstructurallevelGraphBasedUsedPropertyMatcher,equalDistancedeunimadwsoamatchingmatcherstructurallevelGraphBasedUsedPropertyMatcher,word2VecStemmed,jaccard,suffix,ngramDistancedeunimadwsoamatchingmatcherstructurallevelNeighborHoodSimilarityMatcher,level2_jara_winklerdeunimadwsoamatchingmatcherstructurallevelGraphBasedUsedClassMatcher,wuPalmerdeunimadwsoamatchingmatcherstructurallevelGraphBasedUsedPropertyMatcher,smoaDistance,wuPalmerdeunimadwsoamatchingmatcherstructurallevelGraphBasedUsedClassMatcher,jiangConrath,umbcSim,equalDistancedeunimadwsoamatchingmatcherstructurallevelGraphBasedUsedClassMatcher,soft_tfidf_jaro,fuzzydice,fuzzycosine,wuPalmerdeunimadwsoamatchingmatcherstructurallevelNeighborHoodSimilarityMatcher,mongeElkan,simple_tfidf,equalDistancedeunimadwsoamatchingmatcherstructurallevelNeighborHoodSimilarityMatcher,fuzzyjaccard,levenshteinDistance,hammingDistance,equalDistancedeunimadwsoamatchingmatcherstructurallevelPropertiesMatcher,jaroWinklerMeasuredeunimadwsoamatchingmatcherstructurallevelPropertiesMatcher,equalDistance,level2_jara_winklerdeunimadwsoamatchingmatcherstructurallevelNeighborHoodSimilarityMatcher,level2_jara_winklerdeunimadwsoamatchingmatcherstructurallevelPropertiesMatcher,subStringDistance,umbcphrasesim,jaroWinklerMeasuredeunimadwsoamatchingmatcherstructurallevelNeighborHoodSimilarityMatcher,ngramDistancedeunimadwsoamatchingmatcherstructurallevelGraphBasedUsedClassMatcher,jaroMeasure,ngramDistancedeunimadwsoamatchingmatcherstructurallevelPropertiesMatcher
http://cmt#Bid,=,http://edas#WelcomeTalk,c,FF,0.375,0.0,0.375,0.0,0.18333333333333335,0.0,0.0,0.0,0.0,0.0,0.18769893270184407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.375,0.0,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.375,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
http://cmt#Conference,=,http://edas#NumericalReviewQuestion,c,FF,0.2222222222222222,0.0,0.2222222222222222,0.5647342995169082,0.0,0.0,0.0,0.611111111111111,0.5647342995169082,0.5647342995169082,0.0,0.611111111111111,0.0,0.0,0.0,0.15589873858500655,0.0,0.2,0.0,0.611111111111111,0.2222222222222222,0.0,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.34,0.0,0.0,0.0,0.17391304347826086,0.0,0.0,0.5647342995169082,0.0,0.611111111111111,0.611111111111111,0.0,0.0,0.5647342995169082,0.0,0.5647342995169082,0.0
http://cmt#ProgramCommitteeMember,=,http://edas#WirelessCommunicationsTopic,c,FF,1.0,0.0,1.0,0.5521885521885522,0.2610665206253442,0.0,0.0,0.6010582010582011,0.5521885521885522,0.5521885521885522,0.4471026719495752,0.6010582010582011,0.0,0.0,0.0,0.6454185004491796,0.0,0.0,0.0,0.6010582010582011,1.0,0.2293521901612925,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.20909090909090908,0.0,0.0,0.0,0.2592592592592593,0.0,0.0,0.5521885521885522,0.0,0.0,0.6010582010582011,0.16326530612244894,0.0,0.0,0.0,0.5521885521885522,0.0
http://cmt#AssociatedChair,=,http://edas#WeekRejectRating,c,FF,0.20423280423280424,0.0,0.20423280423280424,0.48055555555555557,0.0,0.0,0.0,0.25555555555555554,0.48055555555555557,0.48055555555555557,0.0,0.25555555555555554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25555555555555554,0.20423280423280424,0.0,0.20423280423280424,0.0,0.0,0.0,0.0,0.0,0.0,0.20423280423280424,0.17333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.48055555555555557,0.0,0.25555555555555554,0.25555555555555554,0.0,0.0,0.48055555555555557,0.0,0.48055555555555557,0.0
http://cmt#ProgramCommitteeMember,=,http://edas#RejectRating,c,FF,0.7277966157223122,0.0,0.7277966157223122,0.0,0.1801695036989155,0.2914620867186062,0.0,0.4201940035273368,0.0,0.0,0.0,0.4201940035273368,0.0,0.0,0.0,0.24729441453583345,0.0,0.0,0.0,0.4201940035273368,0.7277966157223122,0.0,0.7277966157223122,0.0,0.0,0.0,0.0,0.0,0.0,0.7277966157223122,0.18333333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4201940035273368,0.0,0.0,0.0,0.0,0.0,0.0
http://cmt#paperID,=,http://edas#hasFirstName,dp,FF,1.0,0.15384615384615385,1.0,0.55,0.3490740740740741,0.4458310551211963,0.0,0.6483333333333334,0.55,0.55,0.4055572454183915,0.6483333333333334,0.25,0.15384615384615385,0.0,0.44341965336044487,0.0,0.0,0.15384615384615385,0.6483333333333334,1.0,0.32220338983050856,1.0,0.22912301963457304,0.0,0.0,0.0,0.0,0.0,1.0,0.25,0.0,0.0,0.0,0.16666666666666663,0.0,0.0,0.55,0.0,0.6483333333333334,0.6483333333333334,0.19999999999999996,0.0,0.55,0.15384615384615385,0.5,0.2857142857142857
http://cmt#ProgramCommittee,=,http://edas#RejectRating,c,FF,0.8964568283453731,0.0,0.8964568283453731,0.0,0.21306471306471308,0.4371931300779093,0.0,0.39880952380952384,0.0,0.0,0.0,0.39880952380952384,0.0,0.0,0.0,0.223844768616254,0.0,0.0,0.0,0.39880952380952384,0.8964568283453731,0.0,0.8964568283453731,0.0,0.0,0.0,0.0,0.0,0.0,0.8964568283453731,0.18333333333333332,0.0,0.0,0.0,0.1875,0.0,0.0,0.0,0.0,0.39880952380952384,0.39880952380952384,0.0,0.0,0.0,0.0,0.0,0.0
http://cmt#ConferenceMember,=,http://edas#ConferenceEvent,c,FF,0.9610323886639677,0.5925925925925926,0.9610323886639677,0.91,0.6322115384615384,0.5684850428384773,0.5,0.18611111111111112,0.27485380116959063,0.91,0.9641453664718536,0.7916666666666667,0.6666666666666666,0.2857142857142857,0.0,1.0,0.3333333333333333,0.0,0.5925925925925926,0.7916666666666667,0.9610323886639677,0.8185483870967742,0.9610323886639677,0.6334224482901554,0.6904939915984869,0.0,0.3158882358304486,0.5,0.5,0.0,0.7066666666666667,0.3158882358304486,0.0,0.3333333333333333,0.6875,0.625,0.0,0.91,0.0,0.0,0.7916666666666667,0.6451612903225806,0.6079295873641968,0.0,0.5925925925925926,0.85,0.5925925925925926
http://cmt#Decision,=,http://edas#CADTopic,c,FF,0.30000000000000004,0.0,0.30000000000000004,0.5,0.0,0.0,0.0,0.5111111111111111,0.5,0.5,0.0,0.5111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5111111111111111,0.30000000000000004,0.0,0.30000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.30000000000000004,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5111111111111111,0.5111111111111111,0.0,0.0,0.5,0.0,0.5,0.0
http://cmt#Decision,=,http://edas#ComputerNetworksSwitchingTopic,c,FF,0.34707602339181287,0.0,0.34707602339181287,0.4916666666666667,0.0,0.0,0.0,0.44166666666666665,0.4916666666666667,0.4916666666666667,0.0,0.44166666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44166666666666665,0.34707602339181287,0.0,0.34707602339181287,0.0,0.0,0.0,0.0,0.0,0.0,0.34707602339181287,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.4916666666666667,0.0,0.44166666666666665,0.44166666666666665,0.0,0.0,0.4916666666666667,0.0,0.4916666666666667,0.0
