left,relation,right,owl_type,match_type,wuPalmerdeunimadwsoamatchingmatcherstructurallevelPropertiesMatcher,ngramDistance,wuPalmer,jaroWinklerMeasuredeunimadwsoamatchingmatcherstructurallevelGraphBasedUsedClassMatcher,path,lin,equalSimilarityStemmed,level2_jara_winklerdeunimadwsoamatchingmatcherstructurallevelGraphBasedUsedPropertyMatcher,jaroWinklerMeasuredeunimadwsoamatchingmatcherstructurallevelGraphBasedUsedPropertyMatcher,jaroWinklerMeasure,word2Vec,level2_jara_winkler,prefix,ngramDistancedeunimadwsoamatchingmatcherstructurallevelGraphBasedUsedPropertyMatcher,word2VecStemmed,jaccard,suffix,ngramDistancedeunimadwsoamatchingmatcherstructurallevelNeighborHoodSimilarityMatcher,level2_jara_winklerdeunimadwsoamatchingmatcherstructurallevelGraphBasedUsedClassMatcher,wuPalmerdeunimadwsoamatchingmatcherstructurallevelGraphBasedUsedPropertyMatcher,smoaDistance,wuPalmerdeunimadwsoamatchingmatcherstructurallevelGraphBasedUsedClassMatcher,jiangConrath,umbcSim,soft_tfidf_jaro,fuzzydice,fuzzycosine,wuPalmerdeunimadwsoamatchingmatcherstructurallevelNeighborHoodSimilarityMatcher,mongeElkan,simple_tfidf,fuzzyjaccard,levenshteinDistance,hammingDistance,jaroWinklerMeasuredeunimadwsoamatchingmatcherstructurallevelPropertiesMatcher,equalDistance,level2_jara_winklerdeunimadwsoamatchingmatcherstructurallevelNeighborHoodSimilarityMatcher,level2_jara_winklerdeunimadwsoamatchingmatcherstructurallevelPropertiesMatcher,subStringDistance,umbcphrasesim,jaroWinklerMeasuredeunimadwsoamatchingmatcherstructurallevelNeighborHoodSimilarityMatcher,ngramDistancedeunimadwsoamatchingmatcherstructurallevelGraphBasedUsedClassMatcher,jaroMeasure,ngramDistancedeunimadwsoamatchingmatcherstructurallevelPropertiesMatcher
http://conference#Submitted_contribution,=,http://sigkdd#Committee,c,FF,0.16666666666666666,0.23076923076923084,0.16666666666666666,0.5942760942760943,0.0,0.0,0.0,0.7275,0.5942760942760943,0.5942760942760943,0.16884713420448197,0.7275,0.0,0.23076923076923084,0.16922777408005418,0.0,0.0,0.23076923076923084,0.7275,0.16666666666666666,0.4878957169459963,0.16666666666666666,0.0,0.0,0.0,0.3703703703703704,0.3928371006591931,0.0,0.5555555555555556,0.0,0.22727272727272727,0.23809523809523814,0.23809523809523814,0.5942760942760943,0.0,0.0,0.7275,0.33333333333333326,0.0,0.0,0.23076923076923084,0.5942760942760943,0.23076923076923084
http://conference#Reviewed_contribution,=,http://sigkdd#Registration_SIGKDD_Member,c,FF,0.2771929824561403,0.0,0.2771929824561403,0.6625152625152626,0.0,0.0,0.0,0.5712962962962962,0.6625152625152626,0.6625152625152626,0.15462953947485458,0.5712962962962962,0.0,0.0,0.2511877321908335,0.0,0.16666666666666666,0.0,0.5712962962962962,0.2771929824561403,0.3348894348894349,0.2771929824561403,0.0,0.0,0.0,0.0,0.0,0.0,0.2571428571428571,0.0,0.0,0.20833333333333337,0.16666666666666663,0.6625152625152626,0.0,0.0,0.5712962962962962,0.18181818181818188,0.0,0.0,0.0,0.5781440781440782,0.0
http://conference#Publisher,=,http://sigkdd#Sponzor_fee,c,FF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42857142857142855,0.0,0.0,0.0,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0.0,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17777777777777778,0.0,0.0,0.19999999999999996,0.0,0.0,0.0,0.42857142857142855,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0.0
http://conference#Reviewer,=,http://sigkdd#Conference,c,FF,0.19047619047619047,0.0,0.19047619047619047,0.5499999999999999,0.0,0.0,0.0,0.4444444444444444,0.20899470899470898,0.5499999999999999,0.0,0.4444444444444444,0.2,0.15384615384615385,0.28406548849642993,0.0,0.2,0.0,0.4444444444444444,0.19047619047619047,0.0,0.19047619047619047,0.0,0.0,0.0,0.0,0.0,0.19047619047619047,0.25,0.0,0.0,0.19999999999999996,0.19999999999999996,0.5499999999999999,0.0,0.4444444444444444,0.4444444444444444,0.2222222222222222,0.0,0.5499999999999999,0.0,0.5499999999999999,0.0
http://conference#Contribution_1th-author,=,http://sigkdd#Award,c,FF,0.3157894736842105,0.0,0.3157894736842105,0.4151515151515152,0.0,0.15015006925334454,0.0,0.2619444444444445,0.4151515151515152,0.4151515151515152,0.22106514231261756,0.2619444444444445,0.0,0.0,0.0,0.0,0.2,0.0,0.2619444444444445,0.3157894736842105,0.0,0.3157894736842105,0.0,0.0,0.0,0.0,0.0,0.3157894736842105,0.32,0.0,0.0,0.0,0.0,0.4151515151515152,0.0,0.2619444444444445,0.2619444444444445,0.0,0.0,0.4151515151515152,0.0,0.4151515151515152,0.0
http://conference#has_a_steering_committee,=,http://sigkdd#designed_by,op,FF,0.48271103896103895,0.0,0.48271103896103895,0.44839324618736387,0.0,0.0,0.0,0.4472222222222222,0.45328769077164455,0.45328769077164455,0.0,0.4472222222222222,0.0,0.0,0.1603443753448982,0.0,0.0,0.0,0.4472222222222222,0.48271103896103895,0.0,0.48271103896103895,0.0,0.0,0.0,0.0,0.0,0.48271103896103895,0.22105263157894736,0.0,0.0,0.16216216216216217,0.0,0.37407407407407406,0.0,0.4472222222222222,0.3694444444444444,0.0,0.0,0.45328769077164455,0.0,0.45328769077164455,0.0
http://conference#was_a_member_of,=,http://sigkdd#pay,op,FF,0.3078947368421052,0.0,0.8610470025330704,0.41782407407407407,0.24778613199665833,0.3106607117960863,0.0,0.30740740740740735,0.4666666666666666,0.4666666666666666,0.3056798176476843,0.30740740740740735,0.0,0.0,0.16020696412861765,0.0,0.0,0.0,0.43981481481481477,0.8610470025330704,0.0,0.8610470025330704,0.23085279041898185,0.41594954083363217,0.0,0.0,0.0,0.8610470025330704,0.4,0.0,0.0,0.0,0.0,0.5069444444444444,0.0,0.30740740740740735,0.5416666666666666,0.0,0.3716520667076111,0.4666666666666666,0.0,0.4666666666666666,0.0
http://conference#was_a_track-workshop_chair_of,=,http://sigkdd#award,op,FF,0.0,0.0,0.0,0.4579365079365079,0.0,0.0,0.0,0.4775925925925925,0.4579365079365079,0.4579365079365079,0.0,0.4775925925925925,0.4,0.0,0.0,0.0,0.0,0.0,0.4775925925925925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52,0.0,0.0,0.16666666666666663,0.0,0.4579365079365079,0.0,0.4775925925925925,0.4775925925925925,0.0,0.0,0.4579365079365079,0.0,0.4579365079365079,0.0
http://conference#Conference_volume,=,http://sigkdd#Deadline_Abstract_Submission,c,FF,0.9704609116373821,0.0,0.9704609116373821,0.0,0.2777777777777778,0.24991916574881412,0.0,0.5226190476190476,0.0,0.0,0.27421690259238934,0.5226190476190476,0.0,0.0,0.3286136608788835,0.0,0.0,0.0,0.5226190476190476,0.9704609116373821,0.0,0.9704609116373821,0.0,0.0,0.0,0.0,0.0,0.0,0.18823529411764706,0.0,0.0,0.0,0.0,0.0,0.0,0.5226190476190476,0.5226190476190476,0.0,0.0,0.0,0.0,0.0,0.0
http://conference#has_a_degree,=,http://sigkdd#Name,dp,FF,0.6574720486485193,0.0,0.6574720486485193,0.4444444444444444,0.20872183372183373,0.0,0.0,0.4334444444444444,0.4444444444444444,0.4444444444444444,0.26097658959303666,0.4334444444444444,0.0,0.0,0.1978917157373062,0.0,0.25,0.0,0.4334444444444444,0.6574720486485193,0.0,0.6574720486485193,0.16938127457769922,0.0,0.0,0.0,0.0,0.6574720486485193,0.25,0.0,0.0,0.19999999999999996,0.0,0.31699346405228757,0.0,0.4334444444444444,0.49444444444444435,0.0,0.0,0.4444444444444444,0.0,0.4444444444444444,0.0
