"left","relation","right","owl_type","pc_1","pc_2","pc_3","pc_4","pc_5","pc_6","pc_7","pc_8","pc_9","outlier"
"http://conference#was_a_committee_of","=","http://edas#hasCountry","op",1.2099544947508767,-0.18574773963798596,-0.26406962156194297,1.5888692460197131,-0.6898232690189982,-0.1482256827439585,0.41491043096098296,-0.21482310313009267,0.3211975497115701,0.9726708893423188
"http://conference#Steering_committee","=","http://edas#ComputerNetworksEnterpriseTopic","c",-0.04821290084372434,1.0876711402160169,-0.9232238232110754,-0.3576272218097537,-0.07981079532118202,0.3517062247939771,0.2396893499269654,-0.03819360823303781,-0.008620557294838658,0.02416048514793656
"http://conference#Registeered_applicant","=","http://edas#ReviewForm","c",0.8174021971660851,-0.8089877245807399,-0.019158845042534275,-0.26464694518140436,0.2418811987762195,0.2777757429193782,0.03328880037008969,-0.12753614793923806,-0.26373604598960343,0.14049434679622552
"http://conference#contributes","=","http://edas#hasCountry","op",1.3258916044870266,-0.36516468236446986,-0.256957785111644,-0.8734981497573899,0.5917153102551336,0.015332958514229233,0.1459509246334293,0.3215816413468074,0.06378907260212122,0.3654150500401243
"http://conference#Steering_committee","=","http://edas#IndustryOrganization","c",0.20875579785785692,-0.46377643049616424,0.33478184567770913,1.330372417878208,-0.23342915115701063,0.13356987213364288,-0.03957774321247026,-0.10820328038456486,0.05145091064827673,0.5483240564460827
"http://conference#Person","=","http://edas#MealEvent","c",0.718839112871398,-0.3961677748546192,-0.374643711700582,0.34773430401357236,0.00667910776890198,0.1929025874604693,-0.02388670843665488,-0.003135716331798946,0.04528055423809978,0.0
"http://conference#Conference_applicant","=","http://edas#ComputerNetworksOpticalTopic","c",1.2596334180862767,-0.6165917016799718,-0.13621442738833722,-0.30786172309598503,0.25631742801048346,0.22395573067725857,0.2781171162038354,-0.2281713640997115,0.2542704647075964,0.0
"http://conference#Steering_committee","=","http://edas#SatelliteAndSpaceCommunicationsTopic","c",0.3118184178285529,1.1041985533775571,-0.818161481503724,-0.19133335614110894,-0.11033118998605726,0.16216569266735065,0.37111059614205066,-0.27651775068996387,0.17931007407793265,0.28152651289783603
"http://conference#Program_committee","=","http://edas#WeekRejectRating","c",0.435426339595137,-0.4953172526094154,0.010383838546555356,0.6784129560068789,-0.2594234512794342,-0.05674802765312714,0.14165123801386362,-0.10631354732317867,0.2475739625838821,0.07283748644928378
"http://conference#Person","=","http://edas#RadioCommunicationsTopic","c",0.5882280342650351,-0.2902669908586493,-0.42128976622903863,0.27993958486582926,-0.04574008878885208,0.16672011032679127,0.11091366352515178,0.3218182238245126,-0.2177835881606365,0.0
"http://conference#Contribution_1th-author","=","http://edas#ContactInformation","c",1.2688731937594508,-0.5099600104782221,1.2979007208451385,0.15043958062518353,0.5349895504854675,0.1273073388951102,0.8522677310439961,-0.25551782029098136,0.377565704241242,1.250846412791483
"http://conference#belongs_to_a_review_reference","=","http://edas#isReviewedBy","op",0.43744400976503506,0.503428807592472,0.4498375318870505,-0.6518405719948578,0.7233862965364184,-0.41559095846627775,0.1429873209175274,0.024239683999793017,0.05899866117121322,0.9818905078871867
"http://conference#has_been_assigned_a_review_reference","=","http://edas#hasProgramme","op",0.19993296308105532,1.0149251820490168,0.613127740084401,-0.0754600935261947,-0.8216038889494367,0.09146527903201568,0.26705427655555924,0.13005553159625274,-0.013993866708999502,0.6827135614693178
"http://conference#is_a_date_of_acceptance_announcement","=","http://edas#hasPostalCode","dp",0.4315152869224579,-0.2762466494248714,-0.2738158980951821,0.06922462177076269,-0.23217461683616963,-0.39122087529978894,-0.07720038051637154,-0.10368291957576878,0.16139053329306938,0.14714973411387433
"http://conference#has_the_first_name","=","http://edas#hasFirstName","dp",4.514003654316245,2.2135295272827475,1.8421355097975314,0.5926147303562068,-0.7403386643478286,0.6476599145893184,-0.9435904609505891,0.09637584444144473,0.6144172172151878,2.347130002108832
"http://conference#Invited_talk","=","http://edas#Topic","c",0.3479375779231969,-0.17310831665707377,-0.1897618386014301,0.3446744940724566,-0.007641312441149659,0.040914670882576575,-0.14325089287462137,-0.0031499107995214617,-0.33771487137056216,0.0
"http://conference#Conference_part","=","http://edas#AccpetIfRoomRating","c",0.7131720120577021,-0.7445645209372442,-0.27350317684928516,-0.08280986648699909,-0.08704486261268429,0.07575915140983175,-0.009998403535034842,0.02417797255606232,0.05217896713523379,0.0
"http://conference#Conference_proceedings","=","http://edas#Conference","c",4.3556155360714515,1.931339159866949,1.7029891097846088,1.1187501990765711,1.0483798298391034,0.5000006239294094,-0.24958082130150083,5.345164998720731E-4,-0.752629557600584,1.37208553130188
"http://conference#Organizer","=","http://edas#ConferenceSession","c",0.39082528521309173,-0.42903332083693113,-0.27267040396881465,0.08740529979946861,0.19986269879840463,0.19195946976465603,-0.23024777796858958,0.019819422006141892,-0.12073228208068126,0.0
"http://conference#Conference_document","=","http://edas#Presenter","c",0.9561096352014178,-0.1876648070861148,-0.11127953316481842,0.010596415294712138,0.5135586297882259,0.04180652571091534,-0.032679377143271925,0.21811479277657084,0.2725438289484796,0.07837543717019746
"http://conference#Abstract","=","http://edas#SatelliteAndSpaceCommunicationsTopic","c",0.601584014664475,-0.20741842769806507,-0.46633013406022383,0.4523385393210126,-0.18581859943206824,0.10215562729511997,0.06849818664291764,0.17435423411670486,-0.039879411025240764,0.0
"http://conference#Track-workshop_chair","=","http://edas#ConferenceChair","c",1.8497478028879948,0.8766416694530138,0.5131840835130581,0.03752861437102851,0.00382236988609419,0.3574119428958486,-0.7563482075371692,0.13516037384145305,0.5402501678708783,0.9807309828814097
"http://conference#Paper","=","http://edas#AccpetIfRoomRating","c",1.0896110280500955,-0.5299940835953054,-0.5179799707099736,-0.12400547370388629,0.13440490324094687,0.0946869664222077,-0.04565832564635915,0.22603848804408055,-0.3381305618408766,0.16812875813887862
"http://conference#Active_conference_participant","=","http://edas#ConferenceVenuePlace","c",2.309785686319074,0.6015219332907422,0.13630420284085962,0.16724189979776244,0.5730220878351344,0.10094365096356413,0.34315712715815505,-0.1619026055908057,0.018645909913682864,1.1207308495165915
"http://conference#Publisher","=","http://edas#FreeTimeBreak","c",0.2553402099387716,-0.18827873808296322,-0.23593652418362604,0.44789283998024504,-0.2184450221492465,-0.15597725030213624,0.1853472577483744,0.07337043765425978,7.662707936644565E-4,0.0
"http://conference#Review_expertise","=","http://edas#AcceptRating","c",0.6300956520319688,-0.15454643170067472,-0.5103238951600385,0.4590981151043361,-0.09523618138303949,0.30015659593545113,-0.027437523959081327,-0.05401621578381133,0.13336722920531152,0.0
"http://conference#Steering_committee","=","http://edas#ConferenceSession","c",1.0868328332451296,-0.3876030336108429,-0.5993606306267371,0.4544880338199477,-0.03239941039094045,0.28274974458529034,-0.29050897169898654,-0.028132640370979754,-0.10488637576359275,0.12665123406325685
"http://conference#has_a_volume","=","http://edas#startDate","dp",0.44976303183426997,-0.3145455720320848,0.0681702465363836,1.0392961355235502,-0.45389276931046835,-0.25999449489294885,0.2648428816359031,-0.1568169435426573,0.2208928570925831,0.432179896297883
"http://conference#Conference_participant","=","http://edas#PowerlineTransmissionTopic","c",0.9650882037053441,-0.8847853017398004,-0.2779367829815215,-0.09393177279240059,0.06073461265781874,0.2973253213245192,-0.03228532385443765,-0.18648363710521798,0.09164241891151073,0.1258962214617656
"http://conference#Conference_fees","=","http://edas#Attendee","c",0.4724867763508026,-0.4937424833454649,-0.14220941258726072,-0.19028347409667887,0.23711125325095334,-0.15576688010835654,-0.2527703601362366,-0.1584665032568281,-0.06116938210137221,0.0
"http://conference#Conference_volume","=","http://edas#OrganizationalMeeting","c",0.4975482680080363,-0.45100738404691953,-0.007192647392013224,0.7248103332266413,-0.010766388739514958,0.2010124360545696,-0.29274746144562375,-0.07259111716881461,0.10448749889736428,0.03291480347443143
"http://conference#issues","=","http://edas#isWrittenBy","op",1.8377833512505835,-0.3004081786478168,-0.257899060275081,-1.2711029801742062,-0.28962917608773897,-0.44407037320158343,0.0396190938265367,-0.1161934232988405,-0.2467204554894685,1.0297032057412794
"http://conference#Organization","=","http://edas#WeekRejectRating","c",1.1741514552830055,-0.05062389707702318,-0.46932894869311853,0.2069262934680553,0.044077284293556424,0.1053997602253457,0.35472579658779035,0.00491192130941261,0.37798801389698744,0.049021379554783695
"http://conference#Reviewed_contribution","=","http://edas#NumericalReviewQuestion","c",0.780056025953458,1.9180701962365423,-0.4179487216048304,-0.9397156066363035,0.25354994968301103,0.05397475465828491,0.30322962447967655,-0.08607627279477152,0.30033394986478024,0.8548787467671548
"http://conference#Workshop","=","http://edas#ConferenceDinner","c",0.3766877874672475,-0.23587677177815566,-0.1746246345896471,0.5310866877898445,0.18875766337315594,0.1591306109020824,-0.8344081563395507,-0.2238885414808176,-0.028774679014727994,0.40930765991666074
"http://conference#Poster","=","http://edas#GovernmentOrganization","c",0.8705917280507742,-0.40227300666600674,-0.4851794518257645,0.5563044624482414,-0.10738367459336479,0.10696790813766677,0.22334580779986588,0.3808906911243694,-0.11506339160477033,0.09622405114913657
"http://conference#Conference_participant","=","http://edas#MultimediaTopic","c",0.4925805129609263,-0.4301888499846177,-0.23479120954722968,0.2942029953613446,0.018098495746024765,0.1156253076701508,-0.10660355030880758,-0.030572099017608097,-0.0732735312387058,0.0
"http://conference#was_a_program_committee_of","=","http://edas#attendeeAt","op",0.43769021599617625,0.03559883808219666,0.28291965086281373,-0.29322753373855104,-0.18063425961874388,-0.35535324426279075,0.24064310642237868,0.26141201515111057,0.07561930709543847,0.46470450977142974
"http://conference#Steering_committee","=","http://edas#WelcomeTalk","c",-0.11201369965526822,1.151175949888744,-0.77543391909509,-0.0474565739284213,0.09872726889805772,0.08909153449320795,0.5035822807325112,-0.002464435552500796,0.2684909604299359,0.15238714092290695
"http://conference#Conference","=","http://edas#TestOnlyTopic","c",0.7079906049160115,-0.2684105005593147,-0.4171269409221019,0.3340770985818064,-0.14839148654990367,-0.0545775947235441,-0.08468768777223912,-0.05055894229343049,0.05409181673488742,0.0
"http://conference#Contribution_co-author","=","http://edas#ConferenceEvent","c",1.4219144216524824,-0.38362719550428737,-0.10689397599820198,-0.14638320182327647,0.10365089379176515,0.04271787780919546,0.39654881173656664,-0.11539933037763007,0.2510807569626019,0.037388412791343306
"http://conference#Call_for_paper","=","http://edas#SatelliteAndSpaceCommunicationsTopic","c",0.7858995153223923,-0.2775402053125826,-0.6288201895376435,0.1585657278494313,-0.21845649826592103,0.0489369297952717,-0.08439462146925929,-0.01956517672106038,0.1042603318681956,0.10656853403431654
"http://conference#Regular_contribution","=","http://edas#AccpetIfRoomRating","c",0.6992052938304084,-0.7942861686908287,-0.05807173488915854,0.01479933954186679,-0.0694111811484005,-0.07674446024564928,0.0022618740428898,-0.1447898222241064,0.08374554316889524,0.07720514787763355
"http://conference#has_a_review","=","http://edas#hasRating","op",2.728815892910484,0.9634278757247698,1.3389449751598328,1.3979806839694233,-1.357605256210557,0.4043223615275411,0.3322978020100005,-0.2596871365560221,0.15574052146064882,2.051981980529051
"http://conference#Conference_volume","=","http://edas#SessionChair","c",0.3458017732753287,-0.2270812166684174,-0.2597151407393661,0.419691209396261,0.10142103676104547,0.18107431356789358,-0.3700233741371486,-0.07830568537696708,-0.1261147663542145,0.0
"http://conference#Person","=","http://edas#SlideSet","c",0.364179857172045,0.042192697314031274,-0.42006588829951963,0.4397166829545176,-0.3492985656332389,-0.14231825058709288,0.24981097875938715,0.04340616032072686,-0.10568230551545353,0.08888099018530238
"http://conference#Conference_contribution","=","http://edas#SocialEvent","c",0.786120261378649,-0.29112112145119595,-0.10685891379375673,0.9963056964871102,-0.3275551394450906,-0.15038465525496997,0.14555347994783274,-0.0954616245229781,0.0382029744490061,0.2566008674290262
