"left","relation","right","owl_type","pc_1","pc_2","pc_3","pc_4","pc_5","pc_6","pc_7","pc_8","pc_9","pc_10","outlier"
"http://cmt#Co-author","=","http://iasted#Record_of_attendance","c",0.9608987646819507,-0.12300825716512212,-0.89373042530979,0.09201911082648222,0.5794874102271269,-0.13928668106102657,-0.052875645779093615,-0.0684232499906287,0.005557651418627673,-0.10545262207733046,0.18988897258040027
"http://cmt#paperAssignmentFinalizedBy","=","http://iasted#is_prepared_by","op",0.039070876453845105,1.3591893484544113,-1.2086509440854836,0.7407130761707263,-0.2630222071073062,0.44758620984988884,-0.34630433829137136,-0.30557642415005254,-0.15645619125280505,0.38167981844456844,0.7607258688443688
"http://cmt#Preference","=","http://iasted#Hotel_registration_form","c",0.6734527432951253,0.30392179270728437,-0.30246430250005796,-0.2598479676319904,0.5390032003639699,0.1454720844023356,-0.20817064917387834,0.005373560016750319,-0.16228893326531754,0.07930428560006339,0.43593919200495257
"http://cmt#ConferenceChair","=","http://iasted#Double_hotel_room","c",0.5277235830605402,-0.22619276054422516,0.3222156672745118,-0.4138714362772882,0.006431602460602958,0.258854564938883,-0.22288912636588662,-0.0831038275412773,-0.06284397143311139,-0.11908614659970472,0.0
"http://cmt#ProgramCommitteeMember","=","http://iasted#PowerPoint_presentation","c",1.1423638842369273,-0.4759592192996319,0.2371727455824273,-0.5813764862578064,-0.11295657332326853,-0.02806505306519874,-0.22131856581706902,-0.06789752539541367,0.056546532445867964,-0.06601420671843841,0.2245552874364618
"http://cmt#hasSubjectArea","=","http://iasted#is_held_before","op",0.6606365161192645,-0.2059515314063082,-0.8049811084610569,0.19562954303298064,0.29383988672865435,0.42239830160328345,0.2025497440202464,-0.14026065214774966,0.16278763963879592,-0.05461197525540458,0.056801592030554904
"http://cmt#Conference","=","http://iasted#Presenter_house","c",0.988415652499781,-0.28316308489106845,0.07332020235926759,-0.3079116731449569,-0.30243897474711906,0.5495085442984627,0.29376776354818623,0.2276312712685601,-0.4551038675438947,0.09884464982723026,0.4870373437468457
"http://cmt#Reviewer","=","http://iasted#Tutorial_speaker","c",0.041279406470696445,1.4691396460013304,-0.007444138449027873,-0.5366577553717149,0.0048767998764952004,0.21296519379352716,0.37916876431263213,-0.05700482886455615,-0.3857195965108089,0.022518983868863904,0.37073064196458116
"http://cmt#ProgramCommittee","=","http://iasted#Departure","c",0.5043436632345957,-0.2667005526958518,0.5499653875488504,-0.729645436892896,-0.19992895001151798,-0.3993507505532553,-0.19529189548833625,-0.150453450398651,0.030467225881249994,-0.11238010875565743,0.2543123167243959
"http://cmt#Chairman","=","http://iasted#State","c",0.23144384382097527,-0.2493400177978833,0.6757827275875478,-0.4989176899713486,-0.20163920057478985,0.25860090831321075,-0.1816947353319701,0.14246749513012044,0.032864141717384956,0.0064198677438188165,0.2707834349614233
"http://cmt#ProgramCommitteeMember","=","http://iasted#Author","c",0.3696964181610369,-0.2255167906019074,0.6804236508336795,-0.3872967339462962,-0.10482468613167459,0.1411385023053886,0.18276690617806482,-0.22929714599829132,0.4920473635504426,-0.13677012254272158,0.3379393963148267
"http://cmt#rejectedBy","=","http://iasted#is_given_by","op",1.5033556660267096,0.13586335833264196,-0.9333118443962086,0.547988782531763,-0.5443124399254017,0.8092215745604344,-0.22710275170009717,-0.7304154774852261,-0.24828622858053767,0.3084187760161321,0.49305092172224907
"http://cmt#Chairman","=","http://iasted#Form","c",1.3329426674145561,-0.028933567795903142,-0.1552918327755613,0.24799094651653544,0.5624755580142188,-0.3354081063645221,0.6165698658716094,-0.06499132681258313,0.08312730361134213,0.029608505288579435,0.6858090740282226
"http://cmt#Co-author","=","http://iasted#Coctail_reception","c",1.3736374265226516,-0.4816020588890916,-0.9197262405312808,0.38604431471567663,-0.055931123920423334,-0.168977945102283,-0.26108245852557005,-0.013830879283663151,0.1075081416381206,-0.027970857133884978,0.4625905318621455
"http://cmt#runPaperAssignmentTools","=","http://iasted#is_made_from","op",0.6666802487407767,-0.44712021505786065,-0.7552026703988076,0.14435808849996676,0.22271093626280164,0.26393879939080256,0.03756313037254256,-0.04394315270381416,0.19462377210106646,-0.16698907318329595,0.0
"http://cmt#User","=","http://iasted#Place","c",0.5002202077090443,-0.1321995359693452,0.7816244499297349,-0.5760231392842887,-0.0160270357051487,-0.21347350548479008,0.1502866075545365,-0.4433540812922908,0.07788538542354614,0.2201012692607605,0.35954994653766637
"http://cmt#Conference","=","http://iasted#Camera_ready_manuscript_deadline","c",1.2269778049638373,0.021339176438280205,-0.09035908743263016,-0.2198997635000857,0.5290209950050988,-0.11799833314378814,-0.08433875318067213,0.02149180414935558,-0.04270213981443788,0.12830924032580102,0.34490447274864244
"http://cmt#writePaper","=","http://iasted#need","op",0.3671283630901089,-0.22748332989078945,0.4006559941425923,-0.46180559864713644,-0.02096725068475037,-0.06760248152958301,-0.09281197191823883,0.16245141796386586,0.04201952805204854,0.07295577369616461,0.0
"http://cmt#Paper","=","http://iasted#Activity_before_conference","c",0.6557112523543348,0.12609318087895569,-0.032735531052597036,-0.27417319787126004,0.14745615890926178,-0.27311323120025155,0.32559763090099747,-0.04905891229763855,0.1394457859959305,0.21854047749351846,0.19098433405495596
