"left","relation","right","owl_type","pc_1","pc_2","pc_3","pc_4","pc_5","pc_6","pc_7","pc_8","outlier"
"http://ekaw#Camera_Ready_Paper","=","http://iasted#Speaker_lecture","c",0.5740307943991348,-0.013301877251053015,-0.2561810279007861,-0.24115649741336634,0.18613146797859983,-0.056979857805142524,-0.13698252906237204,-0.025728561168511358,0.0
"http://ekaw#Demo_Paper","=","http://iasted#Money","c",0.6691603170628608,-0.12247442936737388,-0.031206153998050747,-0.24838947390815433,0.2759246004399862,0.19552308945424973,0.13968850248854756,0.2504740407184912,0.0
"http://ekaw#Social_Event","=","http://iasted#Time","c",0.3204262344974174,0.07965719526464132,0.5130445558808014,-0.7457934198261565,0.48069939244622023,0.2380916040169007,-0.4168413369036495,0.16897325031027077,0.312650553512298
"http://ekaw#Session","=","http://iasted#Session_chair","c",4.58267971716096,3.7073043540086634,1.866232622409497,1.0675078464637076,-0.9173265494349386,-0.044070287698742036,0.20892841450071836,1.577230976094691,2.759324810551882
"http://ekaw#SC_Member","=","http://iasted#Lecturer","c",0.6020275410582645,0.17511719123794267,0.29125579848103605,-0.5373770129661478,0.24108319188150665,-0.20021979529593856,-0.34227633478922925,-0.39872534993307224,0.18554806682811908
"http://ekaw#Proceedings","=","http://iasted#Mailing_list","c",0.9238999738818657,0.052163704797759336,0.035435060441023486,0.11293008212527755,0.42068854128569505,0.11806991614218695,0.10408976571000914,-0.11256303915756899,0.0
"http://ekaw#Location","=","http://iasted#Conference_hall","c",0.13055638179418413,-0.0913056079142752,0.3288922971658649,-0.5144203224588162,-0.017375164158600447,0.1258447200240652,-0.05408024388241411,-0.06164162677881141,0.024161786217909542
"http://ekaw#Flyer","=","http://iasted#Time","c",0.3712411713870373,-0.23329248716951212,0.187212139282884,-0.3986120357432475,0.12272703612617954,0.3437675755487537,-0.2434193539384277,-0.14721180662947442,0.005388673016438972
"http://ekaw#Agency_Staff_Member","=","http://iasted#IASTED_member","c",2.395932810705518,1.1837076159106368,0.5960342044808355,0.7562354874239241,-0.5587257584751278,0.27236938591142046,-0.7483781971191704,-0.02576686867673049,1.0637830917138567
"http://ekaw#Person","=","http://iasted#IASTED_non_member","c",-0.5729988628972431,1.3424594307176745,-0.37626474857313896,0.14631645584519037,0.23375903289961553,-0.5024181547595615,-0.5985150096841293,-0.05348915071523169,0.48754715443500485
"http://ekaw#Proceedings","=","http://iasted#Presenter_state","c",1.4180129413692362,-0.3130262795642936,-0.43820328408544396,-0.050832615843210485,0.013214055757530494,0.20497765211461097,0.10728465210953694,-0.09285830603200924,0.26584150704569
"http://ekaw#Industrial_Session","=","http://iasted#Registration_fee","c",0.9330863301023853,0.00202604334440204,-0.14325116691009965,0.47067185847382925,-0.06378861807316501,0.5056681920947427,-0.013338990672727575,-0.2414022534982453,0.06766685402746153
"http://ekaw#Invited_Speaker","=","http://iasted#Tutorial_speaker","c",2.543186972765402,1.8001282685776614,0.938977981866415,0.782010188765118,-0.9056282416846148,0.11722334960345301,-0.5012132994270315,0.09377864640924943,0.6997479567725071
"http://ekaw#references","=","http://iasted#is_writen_by","op",0.7948464816838036,-0.028669381097042715,-0.7751388984748986,0.8259960477365523,0.0694125083979333,-0.7474523091097647,0.13479599503524986,-0.26711801502953864,0.39385677998220103
"http://ekaw#Regular_Paper","=","http://iasted#Single_hotel_room","c",0.5865832282806471,-0.3275097934470695,0.09270856537126285,-0.41491248520722923,-0.003056179064335929,-0.2140958242973463,0.033985931243020816,0.10330106538063942,0.0
"http://ekaw#paperInVolume","=","http://iasted#need","op",0.06043779253118075,-0.1626482989010198,0.5209920681107857,-0.12838884677039492,0.6035343859462378,0.11048346170410263,-0.5182109233558919,0.14270649810959637,0.4035261798088734
"http://ekaw#Proceedings_Publisher","=","http://iasted#Conference_city","c",0.5696822228657892,-0.25154302845865417,-0.1556248219577066,-0.38254356646614424,0.004236939476371052,0.09290759340550345,-0.0583923840913087,-0.10872479374329166,0.0
"http://ekaw#Event","=","http://iasted#Conference_restaurant","c",0.3145563674520087,0.7274380791157881,0.20160969739740728,-0.13218953318477808,0.0417894132693673,-0.40425654181204607,-0.7579434403307131,-0.41564366505517986,0.7791566952387872
"http://ekaw#Industrial_Session","=","http://iasted#Video_presentation","c",-0.7220527809488779,0.9749684069458869,-0.369916395229435,-0.005165558282771068,-0.240357397385781,0.2836534833572043,0.11751290833053693,-0.25080944681250367,0.07092199792603537
"http://ekaw#Research_Topic","=","http://iasted#Invitation_letter","c",0.284424916789275,0.03846967883462359,0.09739723898626337,-0.7549918827047214,0.4163593937130409,-0.08691248753303396,0.06436307187214226,0.1741671158756559,0.00847558930016945
"http://ekaw#Location","=","http://iasted#Author_information_form","c",1.6060964232282144,1.004323452086018,-0.004468965787647022,0.19458503653127046,0.3088921736858845,0.11067930115528016,-0.17044129065325392,-0.09942775568595962,0.5833170858163335
"http://ekaw#Regular_Paper","=","http://iasted#Car","c",-1.4392205928717838,0.8086707738478885,1.1880932199382643,0.8156537701692209,0.450411593676107,-0.36852756710364537,-0.5064341526716666,-0.11605517976912594,0.8957448835678461
"http://ekaw#Contributed_Talk","=","http://iasted#Conference_hall","c",1.5329251027456503,-0.2438799916407534,-0.3339767945954919,0.3159353451150608,-0.1569767622177686,0.5631400755908603,0.47466304351959876,-0.33253912637443483,0.5269665492075339
"http://ekaw#Flyer","=","http://iasted#One_day_presenter","c",0.34904706085047643,0.19943538280131726,0.1079227686869155,-0.12714476470819158,0.129148528922514,-0.007781074646013753,-0.8543985715347612,-0.26545818992283104,0.4859010251205508
"http://ekaw#Person","=","http://iasted#One_day_presenter","c",-0.13592088170378389,1.7674185980171375,-0.6009082008941791,-0.3048102703213167,0.46672165302900764,-0.3330667684435752,-0.39995535148186534,-0.22069765215238843,0.8896815324311813
"http://ekaw#organisedBy","=","http://iasted#is_given_by","op",1.7575179728020858,0.4008448617019822,-0.9570363319997106,1.2732900078984712,0.09423152018920358,-0.8085384502405462,0.02166198625842159,0.48459974844520126,0.5856562281122173
"http://ekaw#Poster_Paper","=","http://iasted#Sponsor_state","c",1.181719321904481,-0.14640311657192137,-0.1879737068349147,-0.20233895577323663,0.13903014028614435,0.03434502105253656,-0.18500667119978412,0.029692442452876524,0.07233734707582484
"http://ekaw#reviewWrittenBy","=","http://iasted#write","op",1.5132818402022483,0.9154050876220158,0.8578384765513697,0.7358007283038819,-1.276208067083811,0.20011558531417686,0.0491638246337673,0.5736626542099811,1.466310262821595
"http://ekaw#Neutral_Review","=","http://iasted#Conference_restaurant","c",0.6444707295351482,-0.19111870637983086,-0.2050504563966036,-0.30844023958334227,0.153242486406515,0.17775164836480178,0.08029264027292457,-0.07505851061803136,0.0
"http://ekaw#Individual_Presentation","=","http://iasted#Research","c",0.5120666410438877,0.5806839975581044,0.33291845001891784,-0.1962749783751507,0.41799340994127854,0.4591769674033357,0.39466803632435776,-0.055430868271461084,0.5244157998444876
"http://ekaw#Conference_Participant","=","http://iasted#Sponsor_city","c",0.30033393357238,-0.36527326208078076,0.7311105218657634,-0.053515879405276176,0.20221215255115585,-0.418406172793166,0.11653442072874431,-0.2386417801777448,0.18286310936019134
"http://ekaw#Conference_Paper","=","http://iasted#Coffee_break","c",1.5756006727890888,-0.1436407070599368,0.19624774970057707,-0.2272449639406678,0.060506441944978,0.17639281901649567,0.24975398471142596,0.023963009318401556,0.3462981518664239
"http://ekaw#Workshop","=","http://iasted#Worker_non_speaker","c",1.0114942190274958,1.747049971608773,-0.393276065491854,0.5635877801597244,-0.046397566033447156,0.3065466253236927,0.46872598498174906,0.3258349480388113,1.1123812594120561
"http://ekaw#Session","=","http://iasted#PowerPoint_presentation","c",0.6623187280242493,0.30125514441685874,0.4998851862444115,0.2541026337207008,0.15497699604511386,0.2627605372793958,-0.6934711495901891,-0.39185291575423653,0.49683195123844515
"http://ekaw#Person","=","http://iasted#Author_attendee_cd_registration_fee","c",-0.006191062662525178,0.39656530682976177,0.1634857579683447,-0.71538890037039,0.20862035019410063,-0.07149921321379864,-0.26267427733805926,0.04495656911203857,0.312748669242928
"http://ekaw#Early-Registered_Participant","=","http://iasted#Author_attendee_cd_registration_fee","c",-0.42398626177791693,1.2729086180046196,-0.8141729685127962,0.3190549569291964,-0.09243481825958619,0.030317115473092626,0.4060063200104424,-0.17943953281188527,0.12408039903185575
"http://ekaw#Industrial_Paper","=","http://iasted#Memeber_registration_fee","c",0.6325893154924481,-0.05683394148485567,-0.5530214665306885,0.41805430604984695,0.1779492027861813,0.08934611044740415,0.0549096796318324,-0.017940603915881335,0.0
"http://ekaw#Conference_Paper","=","http://iasted#Credit_card","c",-0.807693499198856,0.762054408743013,0.4158378005430187,-0.41452302911896466,0.24306728690496748,-0.03706014222026849,0.24518837938992438,0.008346373196228132,0.4017345101821099
"http://ekaw#Review","=","http://iasted#Welcome_address","c",0.4827217826871743,-0.13333123672926,0.029222741583409984,-0.3108218006356769,0.055588354683669884,0.018132452881377492,-0.0375415498070749,0.319427712063596,0.0
"http://ekaw#Neutral_Review","=","http://iasted#Review","c",0.8538354724166419,4.182791611390172,2.210283209428261,0.756477010317449,-0.7742946065297299,0.5601986888581459,-1.3874288921050268,0.7042461995508786,3.172220295098017
