"left","relation","right","owl_type","pc_1","pc_2","pc_3","pc_4","pc_5","pc_6","pc_7","outlier"
"http://cmt#Author","=","http://ekaw#Industrial_Paper","c",0.5069557477757944,-0.645791333585948,-0.3598404599865597,0.026659937334301324,0.007563685236328005,0.18083199717687104,0.1301124071229191,0.0
"http://cmt#submitPaper","=","http://ekaw#presentationOfPaper","op",2.1235559044436627,0.8048442061627092,0.17553193651546703,0.19825110783280467,0.32651439711612873,0.42253555856752817,0.5262179736479706,0.3416827132378918
"http://cmt#PaperAbstract","=","http://ekaw#Abstract","c",3.5386499650778744,4.316943302358712,1.5705135390618556,-0.29979602262111954,-0.6296972156755352,0.3859311666528127,0.2239227608345892,1.7455402956099388
"http://cmt#PaperAbstract","=","http://ekaw#Assigned_Paper","c",1.1513918728315191,2.197255701878433,-0.27801236429785503,-0.2659564627042652,-0.0058107704271734405,0.4027885928626055,0.2751720228385641,1.4218306205841598
"http://cmt#ExternalReviewer","=","http://ekaw#Tutorial","c",0.6849083559342535,-0.6305532193657627,-0.2301005364267143,0.05524736764560604,0.1941417143468427,-0.08228085316784295,-0.0684616803865592,0.0
"http://cmt#startReviewerBidding","=","http://ekaw#listsEvent","op",0.5319447418898391,-0.44704332977973266,-0.29770796109263126,0.2535811550070939,0.01775029335069877,-0.08430275601949751,-0.08734895269461003,0.0
"http://cmt#SubjectArea","=","http://ekaw#Document","c",0.0062255399921438415,-0.5012837025988852,0.4168865346993065,0.9734762539438804,-0.23063064557603105,0.019552941500877545,0.055159513723341255,0.609628767479738
"http://cmt#rejectPaper","=","http://ekaw#authorOf","op",0.25155848346153165,-0.33947612808700695,-0.16694677418377418,0.39357452195193876,-0.12352733019704569,0.24125873419523755,0.2692104038636534,0.0
"http://cmt#PaperAbstract","=","http://ekaw#Proceedings_Publisher","c",0.2741927972416337,-0.2789340769208867,-0.24010832739305246,0.3110271336388027,-0.038487495438599466,0.0173698944619156,-0.07341194285081777,0.0
"http://cmt#Person","=","http://ekaw#Accepted_Paper","c",0.3834330883669371,1.5070184161070492,-0.7827153937666493,-0.4797868769993238,0.7378053355146605,-0.20788016275046883,-0.2261787104193769,0.9519222834012153
"http://cmt#addProgramCommitteeMember","=","http://ekaw#hasReview","op",0.19884563647481135,-0.20749113793577048,-0.2606414541998275,0.6055156452910403,-0.2020447694092487,0.2010650973552166,0.08604753398102513,0.07459946205978063
"http://cmt#readByMeta-Reviewer","=","http://ekaw#reviewerOfPaper","op",2.0970078653590716,0.37042395241639237,1.141187076394646,-0.050214937118449,0.6439732041785116,0.25182910475622006,-0.34389611808506027,0.4335615209445052
"http://cmt#ProgramCommitteeMember","=","http://ekaw#Agency_Staff_Member","c",1.8564289913904337,0.5824318142537621,0.2682830446583514,0.30764315675717674,-0.23888867497936936,0.3502568158938468,0.10785867271948407,0.3903462040567879
"http://cmt#hasBid","=","http://ekaw#hasPart","op",2.378648366386024,0.32568466001393714,1.3877216927891105,-0.42419225091197876,-0.7411181825291528,-0.9061587820049413,-0.9835520797058659,1.3791767889845683
"http://cmt#detailsEnteredBy","=","http://ekaw#scientificallyOrganisedBy","op",0.3999436338029313,1.48335176078636,-0.5485719077631646,-1.4757632619391128,-0.3163109873182882,-0.16857477945172233,-0.3403578549380929,1.3643759674505398
"http://cmt#Document","=","http://ekaw#Paper","c",0.13408196782204734,-0.16037765079132632,0.12070606657741119,0.6182930414432914,-0.21011510454353247,0.7529616970941293,0.7787091704464969,0.7739265317978838
"http://cmt#Reviewer","=","http://ekaw#Demo_Paper","c",0.4633470337258727,-0.5413465413198254,0.08515618948469982,0.20099492133842844,0.15072286899353327,-0.010615324676124577,0.01568153039354127,0.0
"http://cmt#ProgramCommitteeChair","=","http://ekaw#Proceedings_Publisher","c",0.8861013647708057,-0.7405869091578121,0.1083442554144007,0.3512512646840232,-0.011591747484262253,0.23531396398419838,-0.5492427777033125,0.41736177427401544
"http://cmt#virtualMeetingEnabledBy","=","http://ekaw#technicallyOrganisedBy","op",0.9514841769921946,-0.6343387019649138,0.4366587026207186,-0.9851922075774006,-0.44928133659179775,-0.16436329717917425,-0.06677234007628255,0.5311289518849742
"http://cmt#startReviewerBidding","=","http://ekaw#partOf","op",0.31460009040168024,0.023573139102254795,0.3776746786773675,0.3461314736089024,0.362884146002404,-0.46199134950071646,-0.38819799212740735,0.5556275834705184
"http://cmt#acceptPaper","=","http://ekaw#hasReviewer","op",0.4146637216105507,-0.7211623411475079,-0.05479948933299568,-0.06739622445853208,0.07419853087231489,0.16566189201352757,-0.007890916063456127,0.0
"http://cmt#addProgramCommitteeMember","=","http://ekaw#partOfEvent","op",0.49930310841732595,-0.28173612561001615,-0.37049322523231615,0.580332666223877,-0.13786540736100436,-0.08709858877710935,0.05743362172913377,0.0
"http://cmt#SubjectArea","=","http://ekaw#Conference","c",0.3251924096896848,-0.42854104323435016,-0.06085069601534237,0.394390598860464,-0.004718491770566234,-0.12199975434022596,-0.16191822626996874,0.0
"http://cmt#Preference","=","http://ekaw#Event","c",0.7863916447994789,-0.25128047490181665,-0.12901636001311256,0.627088990194435,0.20136126787238773,-0.4405982792492907,-0.1610529344441366,0.3151243323434636
