"left","relation","right","owl_type","pc_1","pc_2","pc_3","pc_4","pc_5","pc_6","pc_7","pc_8","pc_9","pc_10","outlier"
"http://cmt#Author","=","http://confOf#Volunteer","c",-0.7871926749638191,-0.3469526394546467,0.5832909081083237,0.3435363389215096,-0.05823628988986629,0.11902099556827594,0.19134849677981136,0.5253550776186084,0.22780748395078465,-0.004514092129339398,0.15431529098170627
"http://cmt#Conference","=","http://confOf#Banquet","c",-0.7645093166898245,0.0497994439561944,0.8017105878032413,0.07842647378134315,0.10732810680526739,-0.011416020030764584,0.12186309581832777,-0.15355437071532196,0.06949905353446106,0.36079287540148663,0.4465332588062557
"http://cmt#Reviewer","=","http://confOf#Member","c",-0.7236784993802707,-0.39942002279676037,0.4971931815889141,0.2700944621836916,-0.2073634961745494,0.1847623920742476,0.030906687688519563,0.20734223459083556,0.0634870539565362,0.08307453562980283,0.20386963881423048
"http://cmt#Document","=","http://confOf#Country","c",-0.7574829700696708,-0.6068412779938972,0.26671248894686017,0.21973024024750787,0.0097794951189214,-0.042220311904715424,0.06750029192924756,0.5046399512073871,0.34598376926572083,0.15163529213610105,0.10909827713503906
"http://cmt#Decision","=","http://confOf#Reviewing_results_event","c",-0.8401324823050563,-0.4226359996493979,0.2716993844474842,-0.05135314308025041,0.2780546980147993,0.0028108705097271702,0.14564678968748934,0.18556375454010032,0.2863258767180461,0.11046034551114325,0.0
"http://cmt#Person","=","http://confOf#Short_paper","c",-0.7059045662314876,-0.3710789516554954,0.04322175805334316,0.6366487552944962,0.20926759498419734,-0.36482154367063313,0.25576819007074003,0.7109193880424729,0.0021745441113849573,0.1241053961329186,0.3390739675811846
"http://cmt#Conference","=","http://confOf#Poster","c",-0.7675933264836434,-0.41205531444467813,0.35365376719697417,0.04294020903616036,-0.06399409316779214,0.10408005306853751,-0.05592605815141516,0.012060918202958293,0.10579746681832414,0.24176375709924458,0.158376364265561
"http://cmt#PaperFullVersion","=","http://confOf#Camera_Ready_event","c",-0.8449500249121528,-0.2776848181022995,0.24953328289440235,-0.04397001046384519,-0.05946767892142102,0.07789236804940836,0.11696447744988703,0.318321346537902,0.2945068044423369,-0.1106835180508321,0.0
"http://cmt#Administrator","=","http://confOf#Administrator","c",0.9427229811594247,0.8423557744864918,0.06673402619166358,-0.8143961139671203,0.019029776315276914,1.0,1.0,0.7582991404850878,0.6342995310227919,1.0,2.3625891267594175
"http://cmt#ConferenceMember","=","http://confOf#Student","c",-0.8445878415648569,0.10837196433336738,0.36762315340287977,0.046089027209241795,0.22260299575057774,-0.12613335053366426,-0.07529346292776773,0.09992137603261986,0.223659738139806,-0.13746144681824524,0.0
