"left","relation","right","owl_type","pc_1","pc_2","pc_3","pc_4","pc_5","pc_6","pc_7","pc_8","pc_9","pc_10","outlier"
"http://confOf#hasCountry","=","http://sigkdd#designed_by","op",-0.34884206327471157,0.06272679824467398,0.7298068947636474,0.38999330668669363,-0.7725718085071009,-0.6878815471133495,-0.32811624315140053,-0.06231455136376407,-0.04068700228033384,-0.2856682574155708,0.07313698008825131
"http://confOf#hasCountry","=","http://sigkdd#awarded_by","op",-0.3544578547526266,0.05261999449473631,0.7397397259490102,0.3249105930751812,-0.7601012991879375,-0.5149443737651767,-0.07703685421794271,-0.33153461377519844,0.17576974758492625,0.06755953572788909,0.1645284111691746
"http://confOf#employedBy","=","http://sigkdd#design","op",-0.5816696683965035,-7.97746201502969E-5,0.5810174143963864,0.2845326979264824,-0.4275785511546496,-0.4667725976824746,0.3444168660198539,-0.4454469976492639,0.49966604557493266,-0.4442090559989742,0.28248027427348066
"http://confOf#writes","=","http://sigkdd#presentation","op",-0.13176419420600394,0.04201235400287873,0.8451072495155021,0.32609998817432695,-0.5817804388269907,-0.4901827934043491,-0.26388875329077977,-0.10846355043496347,0.03811042640621487,-0.27897926173283905,0.20199081498651417
"http://confOf#hasCity","=","http://sigkdd#design","op",-0.11315915648706754,-0.17584756145653757,0.5713749093406895,0.41544026548977375,-0.6969848680508707,-0.621839487564946,-0.27920928577597237,0.28947953109213653,0.1991384003162453,-0.04691571136601225,0.3056868095891824
"http://confOf#employedBy","=","http://sigkdd#searched_by","op",0.5924419287409164,0.8449744889927637,-0.12532712524312217,0.6569193470865367,-0.45797818626738573,-0.4780877361518563,-0.015737007750863397,0.5843650625294172,0.5887943170360661,-0.2593371784190355,1.36875163052411
"http://confOf#expertOn","=","http://sigkdd#award","op",-0.36821893441324227,-0.25091695916169976,0.41606024859965474,0.40036134455512373,-0.45988690426586354,-0.5927155726300382,-0.34070822329565986,-0.18271667751721588,-0.06863901808504647,-0.2752010711627223,0.004809917517407891
"http://confOf#writtenBy","=","http://sigkdd#holded_by","op",0.3420451565150955,0.8441401668789075,0.046330464471728616,1.0,-0.7477757258792971,-0.6435939113733432,-0.1700532004017532,-0.07110632641572401,-0.2829073510100474,-0.26517427761123014,1.0792951133948216
"http://confOf#writtenBy","=","http://sigkdd#presentation","op",-0.39863892209370944,-0.01328041413757719,0.6097787285311433,0.2772482661685023,-0.2529039221562186,-0.48886434820449265,0.10005670217068907,0.3901183974399367,-0.36551300381990093,-0.23718502565276556,0.4126387480417525
"http://confOf#parallel_with","=","http://sigkdd#presentationed_by","op",-0.4942782580463255,0.03723412825283878,0.6549252966743204,0.35448511908433566,-0.7232171545465839,-0.7980429173764082,0.05586366381274943,-0.09708058240026352,0.15338368405819125,-0.32136814962077154,0.009587214052395265
