"left","relation","right","owl_type","pc_1","pc_2","pc_3","pc_4","pc_5","pc_6","pc_7","outlier"
"http://ekaw#Agency_Staff_Member","=","http://sigkdd#Speaker","c",0.2773788573814774,0.40588378427763094,-0.1544810592409392,0.45371353531770314,-0.22670012959229924,0.31793739951911104,-0.16674978125305936,0.34180801301089647
"http://ekaw#Invited_Speaker","=","http://sigkdd#Speaker","c",3.0811971136457696,3.1516230600958193,1.9901280180939236,-0.8476450829342302,-0.7815275799588045,0.7139314370983992,0.49953437993054345,0.6506694554135808
"http://ekaw#Research_Institute","=","http://sigkdd#Review","c",0.7371933136630202,-0.3006446893889452,0.8897063253735853,0.6628189356106934,0.06288355110319145,0.05575322849396465,-0.07442373920949585,0.4827454788989758
"http://ekaw#Regular_Session","=","http://sigkdd#Best_Research_Paper_Award","c",0.5775227296928719,-0.3903925032430702,-0.43969066655586014,0.07362913666811667,0.09760041510360432,-0.182166778130834,-0.008607464390674866,0.0
"http://ekaw#Web_Site","=","http://sigkdd#Best_Research_Paper_Award","c",0.813342871303739,-0.4385504175109344,-0.3800182215236545,0.23634667059827671,-0.0027286916389567435,0.0037485929967486266,0.015488636510385076,0.0
"http://ekaw#Review","=","http://sigkdd#Exhibitor","c",0.48791007062724917,-0.46630722704010474,-0.1260557447384657,-0.16966329085354367,0.15215851632376468,0.17699021466433387,-0.02469199752711937,0.0
"http://ekaw#Research_Institute","=","http://sigkdd#Registration_SIGMOD_Member","c",0.7725934627958269,-0.8762914119883877,0.00898634390849734,-0.00920292165708151,-0.15143435669568642,-0.3301465057731468,-0.0735444579588917,0.23874959781780014
"http://ekaw#Event","=","http://sigkdd#Silver_Supporter","c",0.6518365336796625,-0.32887983361260964,-0.2813673725132186,0.04995722483696444,0.28002653123662824,0.008047721432699776,0.07962437297473464,0.0
"http://ekaw#Invited_Talk_Abstract","=","http://sigkdd#Abstract","c",2.0904777339450176,2.4209571577975626,2.086077127830724,-0.8664391888107886,-0.1160355814483189,0.27764251849765503,0.862970277388436,1.525004543021303
"http://ekaw#Organisation","=","http://sigkdd#Document","c",0.6353619065207584,-0.39497130286428056,-0.08194311186409878,0.6174055146136983,-0.16127822026927727,-0.03426116597482054,0.2607766682649963,0.0
"http://ekaw#Agency_Staff_Member","=","http://sigkdd#Author_of_paper_student","c",0.9664222069627653,-0.22865403658364875,-0.15733100973182754,0.2941645479454831,0.009393638445554187,-0.0010668891967360108,-0.12515715729091892,0.0
"http://ekaw#Flyer","=","http://sigkdd#Author_of_paper","c",0.7009396213697043,0.1366286965242323,-0.27403817195481694,0.023329029445405502,0.2448121334569314,0.5566327576719599,-0.07807768217326452,0.3822704344368546
"http://ekaw#Conference_Proceedings","=","http://sigkdd#Speaker","c",0.27073332265826333,-0.1432374379417889,-0.1717263824244391,0.08750201580898076,-0.262398534419419,0.4417299005267633,-0.1535702406165018,0.170663578488078
