"left","relation","right","owl_type","pc_1","pc_2","pc_3","pc_4","pc_5","pc_6","pc_7","pc_8","pc_9","pc_10","outlier"
"http://confOf#hasPostalCode","=","http://iasted#done_till","dp",-0.43528185360496685,-0.16883701324869016,0.4155182439183245,0.148063835163599,0.6801021677910801,0.12216061146375812,0.0566586099410602,0.31957855716044103,-0.25770008677441036,-0.0861047762535222,0.3363890318973852
"http://confOf#hasStreet","=","http://iasted#has_amount_of","dp",0.5807966314451114,0.7129348706424454,0.13773692233459833,-0.2150708351466588,0.5278368065926569,0.13972750450278548,-0.1022341741824383,0.33631920019943085,-0.11965053116963897,0.20393128159944673,1.2716715494387054
"http://confOf#hasPhone","=","http://iasted#is_dated_on","dp",-0.2392097616816048,-0.6344430216388972,0.19849053015623563,0.38912219247846447,0.6348011379220229,0.004011528661729713,0.17532064369074152,0.16803038861275854,0.02175099892343213,0.10380986181440055,0.7194021980250795
"http://confOf#hasKeyword","=","http://iasted#is_dated_on","dp",-0.31925291587961147,-0.7596378638120764,0.5571706663197162,-0.9777861258189362,-0.12223832545468949,0.7025118514951167,0.5139269553634234,0.01905853006210867,0.024113264255881894,0.15950887213687936,1.222858947584701
"http://confOf#starts_on","=","http://iasted#has_amount_of","dp",-0.425326079605011,-0.3121659436110831,0.21859099516308778,0.18295393337111165,0.28361941186103024,0.13810619494735743,-0.5137288982829313,0.9237959770675706,-0.36512363933032244,0.28378782968762417,0.6182024603131164
"http://confOf#minChoice","=","http://iasted#is_dated_on","dp",-0.48665508765215093,-0.35210388967551254,0.3558444039920303,-0.06686042165407724,0.4682680429551793,0.0376139822425865,0.20461165473744658,0.1426112948374847,-0.08387636291112355,0.6141903528782824,0.48678933210312436
"http://confOf#contactEmail","=","http://iasted#done_till","dp",-0.15122346853328206,-0.32405404672147475,0.4555131881771215,0.29507605548612603,1.0,0.27885603923280455,-0.1859144481011753,0.5393162017125737,-0.28882203495322845,-0.38532289859136315,0.8927365154506066
"http://confOf#has_title","=","http://iasted#done_till","dp",-0.2120433524153854,0.12180162020849772,0.12271963201625558,0.24352293847696171,0.3279897355333874,0.5406326618190294,-0.9946150453448219,0.12841923229148655,0.6095362292913022,-0.3026044843849178,1.0423330192392704
"http://confOf#maxChoice","=","http://iasted#is_dated_on","dp",-0.5681479188827051,-0.2532499726418679,0.3455964798213933,-0.051944422487765984,0.48846603515447984,0.07779188281483584,0.2599969448833259,0.1512513193169125,-0.11337960980710782,0.48976725499078544,0.35304935662940484
"http://confOf#hasSurname","=","http://iasted#has_amount_of","dp",0.5658535142490362,0.8534609216306244,0.2571139391552355,-0.280359707049745,0.46742833439997167,0.1253406444101468,-0.26978045674023954,-0.1285484260332883,-1.0,-0.040235383065371666,1.5444006764427627
"http://confOf#starts_on","=","http://iasted#is_dated_on","dp",0.7031889819615782,-0.5100271413044618,-0.7879356493789588,0.7428915323941747,0.05634055127793314,0.7734207684029573,1.0,0.17272675082058742,-0.4151550930761846,-0.14690128448166784,2.0150087742654055
"http://confOf#hasEmail","=","http://iasted#has_amount_of","dp",0.6379431461994907,0.7554667375638653,0.13860927140596546,-0.3679463061514544,0.4379707179872101,-0.025358288722985844,-0.18774773897185448,0.04950656935044462,-0.7701798532981134,0.34158705350027363,1.4952978482102983
"http://confOf#abstract","=","http://iasted#is_dated_on","dp",-0.4224427139253264,-0.5052912796012741,0.48841950849201643,-0.6391808081145814,0.1687524709422672,0.42576108380109345,0.23063149075306133,0.25624864223734445,-0.014833078527903054,0.13013753465520517,0.6350223410620843
"http://confOf#contactEmail","=","http://iasted#is_dated_on","dp",-0.31146702766869705,-0.43465450288707974,0.256637624432962,0.18034215991615743,0.5117288951380667,-0.12842265581461276,-0.28965535018449773,0.5401617985805334,-0.104650958157124,0.01162156380575552,0.5243475158590136
"http://confOf#hasTitle","=","http://iasted#is_dated_on","dp",-0.2631324261356105,-0.4499592801850477,0.2667449067225953,0.16504537757729332,0.3304219012326832,-0.45477678986239267,0.3914067583837375,0.30270766432795715,-0.20023681680847127,0.020712415305943255,0.6798077435442573
"http://confOf#remark","=","http://iasted#done_till","dp",-0.33575520734969644,-0.3806037728453373,0.6867459141066754,-0.46061081225291967,-0.20113550736627805,0.23970931992149191,0.12324049749206023,0.06496263810053016,-0.11681591446248396,-0.370971758387606,0.6601849381246767
