"left","relation","right","owl_type","pc_1","pc_2","pc_3","pc_4","pc_5","pc_6","pc_7","pc_8","pc_9","pc_10","outlier"
"http://ekaw#references","=","http://iasted#is_writen_by","op",-0.675079218824326,-0.7875802283025474,0.3312798231351901,-0.36273046440231693,-0.3301681358437324,-0.30929274734538015,-0.19439369091765912,-0.19585249236064484,-0.17220683642430878,0.42630339884980883,0.0
"http://ekaw#paperInVolume","=","http://iasted#need","op",-0.7153649068216015,-0.5162434941671401,0.342887870416823,-0.13378315679767738,-0.38891608512256526,-0.7235223054169637,-0.542077600451965,0.4687273224894417,-0.28386006587875834,0.2961743602010647,0.24672315355976837
"http://ekaw#organisedBy","=","http://iasted#is_given_by","op",-0.4673895785035501,-0.9662054043513645,-0.2043937633494296,-0.3072179826594441,0.012981616787721695,-0.6720191497377932,-0.1717678279390643,-0.19643747284688184,0.03095949954197974,0.4235154837977715,0.2616530603732402
"http://ekaw#reviewWrittenBy","=","http://iasted#write","op",-0.20372713100895523,-0.43032566637256564,0.23071498026915727,0.03725100604011633,0.5123753044869874,0.3718139317180169,-0.12876561324205527,0.07152896396415187,-0.4427755819901463,0.5856867062576838,0.769554326561922
"http://ekaw#inverse_of_partOf_7","=","http://iasted#is_used_for","op",-0.7450118417142684,-0.7492766349435225,0.4123115284344916,-0.2732179536035523,0.05862955176745954,-0.41012217695481634,-0.19606319362710722,-0.24656743910456946,-0.29331394534707655,0.2699476332217059,0.0
"http://ekaw#paperPresentedAs","=","http://iasted#is_present_in","op",-0.11920330927116174,-0.43384344403881514,0.38470971765493367,0.6437745524505676,0.46239086951067176,0.4177298954925721,0.46106682619357153,-0.08411831557942562,-0.9201972002844822,-0.04384305851876902,1.363995590471018
"http://ekaw#referencedIn","=","http://iasted#is_present","op",-0.6792660412702725,-0.8106283021036452,0.44432424595692677,-0.27583513931511183,-0.26202352817935803,-0.3839208040894556,-0.19475905920147307,-0.32486841253000687,-0.17686115323539353,0.2499898894493191,0.006946388382916613
"http://ekaw#hasEvent","=","http://iasted#pay","op",-0.7504829765570377,-0.48138908375894773,0.46835337903886964,-0.16168722274967207,-0.13642601286571987,-0.7312143016376883,-0.15864123478816128,-0.12357225990198173,-0.16341193554676825,0.3314412891913969,0.023174852228110998
"http://ekaw#heldIn","=","http://iasted#obtain","op",-0.6084384682304229,-0.6656324822333912,0.39187630271651686,-0.13826136785401433,0.02803457782979013,-0.11513268584285619,-1.0,-0.5306989761107381,-0.10112748676351357,0.1129992592234843,0.6280725835305085
"http://ekaw#paperPresentedAs","=","http://iasted#is_paid_by","op",-0.7430640387521117,-0.7523670299827884,0.24834663865986006,-0.32653057495606985,-0.415367898388713,-0.3447308536815392,-0.04590920665618936,0.2700665673877465,-0.06304051377895348,0.36483133988132854,0.0
"http://ekaw#heldIn","=","http://iasted#is_present","op",-0.6184668562137957,-0.5618527599220495,0.17185409694549358,-0.8303461729157045,-0.20191341984804823,0.041494510371606896,-0.26246669296615077,0.15356676404803182,-0.1675372084995458,0.49328994501706425,0.2756641403944131
"http://ekaw#listsEvent","=","http://iasted#is_present_in","op",-0.3943652920404762,-0.7056380212484524,0.6903605395677233,-0.08600292159823375,-0.41010085134221785,-0.2946029175104312,-0.3275283619730489,-0.3186956337543798,-0.45739920379371657,0.5053140196194577,0.33321109802211635
"http://ekaw#inverse_of_partOf_7","=","http://iasted#is_sent_before","op",-0.7523634011181322,-0.5527569747645769,0.25252633695866544,-0.09421595533605276,-0.4987902753416351,-0.6087937213070296,-0.2970249309252688,-0.41623349617858896,-0.45877017220185723,0.6025148304586454,0.19672680186303793
"http://ekaw#hasReview","=","http://iasted#prepare","op",-0.6140990230103218,-0.5362586163316054,0.3739291147681638,-0.3196964733314934,-0.15657205449912692,-0.4403927940871566,-0.683900176147882,0.2136185142414344,-0.1580824849625252,0.3768323473478026,0.11913733982351327
"http://ekaw#paperPresentedAs","=","http://iasted#is_given_to","op",-0.6635698695936711,-0.6505438260127897,0.22876044004608787,-0.3813594411295349,-0.23792565049612757,-0.2512791983483327,-0.10504853829094873,0.21350108703784176,-0.3939890971550867,0.37110963101367833,0.0
