"left","relation","right","owl_type","pc_1","pc_2","pc_3","pc_4","pc_5","pc_6","pc_7","pc_8","pc_9","pc_10","outlier"
"http://confOf#Reviewing_event","=","http://iasted#Record_of_attendance","c",-0.8091681879789082,-0.5809236452570898,-0.01713745523727983,-0.49281665532917707,0.17075857562202557,-0.2594791079747807,-0.03512868844855033,-0.49249663958898626,-0.20267308307753606,-0.5033709470367522,0.0
"http://confOf#Working_event","=","http://iasted#Record_of_attendance","c",-0.8311499974816218,-0.27211449100232543,-0.1619550060324747,-0.6748749566723771,0.2240453373509388,-0.058759706747884666,-0.21398743081493077,-0.3254543402171858,-0.30504432928390246,-0.48537541453464683,0.0
"http://confOf#Student","=","http://iasted#Presenter_house","c",-0.7444543085068605,-0.5150943114114308,-0.09621923465206617,-0.7361541363886288,0.09316502340980137,-0.29694737554756023,0.12490166087209853,-0.4568156725160394,-0.06554702432617232,-0.7315200594092053,0.0
"http://confOf#Trip","=","http://iasted#Activity_after_conference","c",-0.8320804124937814,-0.4081457846755594,0.1209164590386691,-0.5985524574600977,0.08742141218302812,0.06916155207972685,0.09323177163594476,-0.6451465601259093,-0.07306790745868041,-0.5197447757279576,0.0
"http://confOf#Social_event","=","http://iasted#Brief_introduction_for_Session_chair","c",-0.8521054829708382,-0.49124223567190406,-0.09632554886076405,-0.573278480458227,0.17039195507829108,-0.007954027191739432,0.21002582224386335,-0.42588510550835246,-0.21781553791548525,-0.4895753191045651,0.0
"http://confOf#Volunteer","=","http://iasted#Presenter_university","c",-0.7952103618502618,-0.5659012878134995,-0.1929916328157546,-0.6430662040762941,0.13499857344531918,-0.2309443230433359,-0.020752227440620885,-0.4725870455299017,-0.1153133281092219,-0.6699304405416188,0.0
"http://confOf#Event","=","http://iasted#Renting","c",-0.6543087619426686,-0.688138477825956,-0.36137028659932025,-0.9403560848358735,0.1474569344592198,-0.3950315562065998,0.524559893439116,-0.35782507573476474,0.06229527421399861,-0.8219177661030996,0.28897241284434005
"http://confOf#Submission_event","=","http://iasted#Item","c",-0.8292506470688057,-0.20931765623070742,-0.02464929983525166,-0.5957262418247857,0.17594950084997873,-0.28532981768513,0.46635843564883994,-0.4352550339346495,0.014554178668181317,-0.5193114794169108,0.0
"http://confOf#Volunteer","=","http://iasted#One_conference_day","c",-0.8435727816685619,-0.6888580271150305,-0.24818850225987998,-0.5668639742588961,0.19255951446565622,-0.02847954982321188,0.24323358758627234,-0.5414489135628325,-0.07281595802780105,-0.438250650927255,0.0
"http://confOf#Company","=","http://iasted#Person","c",-0.8249927652238862,-0.4920991278633028,-0.04627119076699571,-0.4423508980769999,0.17654208504718838,-0.2255240534264794,-0.12896356495737615,-0.5765834129559058,0.1957872910748515,-0.5277339116876582,0.0
