"left","relation","right","owl_type","pc_1","pc_2","pc_3","pc_4","pc_5","pc_6","pc_7","pc_8","pc_9","pc_10","outlier"
"http://cmt#Preference","=","http://iasted#Hotel_registration_form","c",-0.8405062620394639,-0.4407627664847581,0.016188530986595007,-0.49987058513516236,0.1881900062605213,-0.1445940426905603,0.3111989133595314,0.4657929735017228,0.12443250440011222,0.3710183604727191,0.0
"http://cmt#ConferenceChair","=","http://iasted#Double_hotel_room","c",-0.8392627191022028,-0.34476034813817336,0.2264061003347908,-0.3410084360116672,0.036569711017750306,-0.12547002385688666,0.10991191496256936,0.3809483784521497,0.26586887808857274,0.4801013481393752,0.0
"http://cmt#ProgramCommitteeMember","=","http://iasted#PowerPoint_presentation","c",-0.8256122289765347,-0.5136115259238759,0.24034269170008282,-0.37001673931369283,-0.013005209277300867,-0.12663126170288985,0.17970752356995567,0.27194213869397377,0.19390542709108805,0.537518779030578,0.0
"http://cmt#Conference","=","http://iasted#Presenter_house","c",-0.8214109941256058,-0.5239107351711784,0.17400170454740715,-0.31785217172621005,0.11339531350290222,-0.10978099626312343,-0.23114001890293956,0.6113918602669051,0.2214136754386744,0.43941888130793827,0.0
"http://cmt#Reviewer","=","http://iasted#Tutorial_speaker","c",-0.8027601554902963,-0.20627155436409028,0.017001161612318683,-0.6112803784154007,0.24898667043496703,-0.011018309346222721,-0.24370722211571472,0.45849044896610813,0.25280870657022336,0.4042999814522903,0.025855067746543337
"http://cmt#ProgramCommitteeMember","=","http://iasted#Author","c",-0.8336673301778335,-0.17997219870835146,0.2935238839252263,-0.2875312621546179,0.24918896209504382,-0.3867171830977604,0.05188054414601484,0.147006678713262,0.3420935596406556,0.6718107745582671,0.02972421418469917
"http://cmt#Chairman","=","http://iasted#Form","c",-0.7824614292867365,-0.5604534825102918,-0.07745865881534508,-0.5229685745173986,0.2119321868945978,-0.5314317018962279,0.10494185545438994,0.2805267521030155,0.259886767707205,0.41496655269870075,0.014869032817607764
"http://cmt#Co-author","=","http://iasted#Coctail_reception","c",-0.7944612289428639,-0.8051161156920417,-0.20996632325114784,-0.23648321713202825,0.23644908046512514,-0.17492457154111685,0.2884669405270808,0.37836141520209354,0.13521686470478778,0.4429259750614216,0.12700682352116055
"http://cmt#User","=","http://iasted#Place","c",-0.8430253892692977,-0.2710685873389207,0.2214422987571285,-0.4985324902648489,-0.0919714498051053,-0.2763444093586056,-0.07033434826028673,0.09331341614951949,-0.03151247968723436,0.5948547423868664,0.0
"http://cmt#Conference","=","http://iasted#Camera_ready_manuscript_deadline","c",-0.817889164805802,-0.543250739478229,0.0484885290357131,-0.5270624347116415,0.11355556968636527,-0.25019306612079983,0.32420168523460435,0.3918004623465958,0.10838778396870663,0.4115674419304236,0.0
