"left","relation","right","owl_type","pc_1","pc_2","pc_3","pc_4","pc_5","pc_6","pc_7","pc_8","pc_9","pc_10","outlier"
"http://conference#has_a_steering_committee","=","http://sigkdd#hold","op",-0.5485256340443871,-0.8793037193762945,-0.13981262808497685,0.2841571179843241,0.16329546919006965,-0.32987647439255563,0.420089362618022,-0.11966533303703397,-0.13662442882609938,-0.32108367199456245,0.35798237074814265
"http://conference#has_a_publisher","=","http://sigkdd#submit","op",-0.6365422451261278,-0.43012217727600355,0.5423831762973945,0.25362782568684383,-0.06783726677554447,-0.24246056920727,0.4521314551842073,0.11998552035563725,-0.6553086440838705,0.014227185070844417,0.006520013119308721
"http://conference#has_a_review","=","http://sigkdd#obtain","op",-0.5970358059669809,-0.8627831779762493,-0.21869220621245233,0.2899994427732211,-0.49757734974771417,-0.6494909357064031,0.6877540608071606,0.7446261685467115,-0.16167520593048046,0.3233754141223155,0.7259120775437187
"http://conference#was_a_program_committee_of","=","http://sigkdd#design","op",-0.6123441539779328,-0.8847598709055208,-0.21056826843490006,0.32943748674530515,-0.17621403464493546,-0.5259406782554616,0.3826265866719134,0.34152007373416904,0.04305998088342289,0.36048354745768485,0.41659583776227715
"http://conference#has_contributions","=","http://sigkdd#holded_by","op",-0.646395549669246,-0.4526131523318049,0.7568033994525678,0.3220558159163234,0.0905130124492759,-0.3420665433798381,0.40579057969272037,0.08535744014619517,-0.004912399066038353,0.13521756312221056,0.05694995611153675
"http://conference#has_a_committee_chair","=","http://sigkdd#searched_by","op",-0.653105492887835,-0.4206444383599892,0.6270402210124342,0.321078256052004,0.05810745751451729,-0.1905788191775486,0.5686694699421424,0.07683631713455963,-0.5295940093676759,-0.05335725013097514,0.007767051743019726
"http://conference#has_contributions","=","http://sigkdd#design","op",-0.6394395283349565,-0.42367607382227646,0.699482413805558,0.35951171739853693,0.0455575970078399,-0.25151827995462106,0.3242349139802696,0.0888401765251936,-0.3821955332415907,0.30415255300904653,0.0
"http://conference#has_a_submitted_contribution","=","http://sigkdd#searched_by","op",-0.635656070873384,-0.3877109847774789,0.5547195778319902,0.2728139877160318,0.08368177660877274,-0.4694556448205678,0.5568940362251773,0.1432090156495025,-0.4295114439842649,0.015544091339476873,0.0
"http://conference#has_a_review_reference_or_expertise","=","http://sigkdd#presentationed_by","op",-0.6396544208485537,-0.4355896539724198,0.7375485822897807,0.35546439641598315,0.053875573853843894,-0.19649535834742005,0.3825548375267436,0.02778315639397011,-0.2585855804351139,0.3697315283717788,0.03757966959673642
"http://conference#has_a_submitted_contribution","=","http://sigkdd#obtain","op",-0.6223951773688058,-0.4403810470340963,0.4916380789705017,0.2240432178161642,-0.15130574859667278,-0.07964708981422797,0.37496269000847904,-0.13409453500802493,-0.7138273194596116,0.3274804710448391,0.1592215073941834
