"left","relation","right","owl_type","pc_1","pc_2","pc_3","pc_4","pc_5","pc_6","pc_7","pc_8","pc_9","pc_10","outlier"
"http://confOf#parallel_with","=","http://iasted#is_held_after","op",-0.7331645130845696,0.7599842508333918,0.7388911589581113,0.4142759969674972,-0.04301165555820641,-0.17974664623064085,-0.06949574931083768,-0.08174122597400357,-0.3781356417496945,-0.08539147688442905,0.0
"http://confOf#reviewes","=","http://iasted#is_prepared_by","op",-0.6774087582032357,0.738552439730815,0.9684571732859817,0.32495843896771626,0.05822961563005502,-0.1745501105731586,-0.16992381300171522,-0.01763484469829113,-0.12677073369380454,-0.5247712271552876,0.0
"http://confOf#reviewes","=","http://iasted#is_present","op",-0.7147880091637848,0.7247529704275735,0.7089122656537732,0.2967621910089726,-0.01936555139658591,-0.5622426739068973,-0.8736065735728592,-0.17581169838818533,-0.00509419616589446,-0.6454934368370301,0.47363328458381715
"http://confOf#writtenBy","=","http://iasted#obtain","op",-0.6345948022708604,0.7202477029605061,0.40959768115562945,0.7098053423650674,-0.5549958777333386,0.8005229429625214,-0.634928253532422,0.21645756982179298,-0.4442092311379665,0.07741311445964527,1.0225632453540354
"http://confOf#studyAt","=","http://iasted#need","op",-0.7508422723124744,-0.7826328095843422,0.6666935556193954,0.4307650612442544,0.08640876957185428,-0.5927453123175277,-0.29697740074109835,-0.2997327581949254,-0.3519989828581924,-0.5073657925234625,1.013648748996579
"http://confOf#hasCity","=","http://iasted#is_given_to","op",-0.7732482609058802,0.3354942910271417,0.7683095724009394,0.347965494187112,0.3361492850543897,0.14911401793648893,0.2629252060665539,-0.10077741287198327,-0.5360823093732037,-0.4319037404845131,0.24563804501615272
"http://confOf#follows","=","http://iasted#go_through","op",-0.718925303734763,0.7864045867929115,0.7476011933956794,0.38342862187168425,-0.05770685068140857,-0.3556327819975411,0.34411351657167355,-0.2747042623433289,-0.5696171473285101,-0.4647789378160565,0.17098944375332126
"http://confOf#hasCity","=","http://iasted#is_given_by","op",-0.7402545680425727,0.3173109728688841,0.7560109704494256,0.33635418566465125,0.3746752237815565,0.11629432207636414,-0.1338313470402951,-0.27196557990675785,-0.5530424175236215,-0.28570903633216904,0.16604402609649072
"http://confOf#studyAt","=","http://iasted#is_sent_before","op",-0.7898554761559117,0.32156733402841,0.7587980025598977,0.3883971446630967,0.0697498763435409,-0.5207957212390342,-0.12070893319898868,-0.07853284353538736,-0.3727193212686004,-0.1515289800075711,0.0
"http://confOf#expertOn","=","http://iasted#is_situated_in","op",-0.7353100864188007,0.7665181203099334,0.7714672977825956,0.3754921933966582,0.07962530498388265,-0.27692149804183774,-0.10050240216127859,-0.24126651941674493,-0.3774576100038811,-0.15241762719723706,0.0
