"left","relation","right","owl_type","pc_1","pc_2","pc_3","pc_4","pc_5","outlier"
"http://cmt#endReview","=","http://edas#isMenuOf","op",1.0177628372284595,-0.3007819885822648,-0.3741487200182023,-0.11916230949465582,0.1318677742026765,0.0
"http://cmt#Paper","=","http://edas#ComputerNetworksTopic","c",0.06722668094669346,1.044957542805841,-0.8624717315686384,-0.2868640981301758,0.5465310810541424,0.12767211022434033
"http://cmt#virtualMeetingEnabledBy","=","http://edas#isReviewedBy","op",0.5062057668167604,1.5610686226608483,-0.004587784971687173,-1.2958769693668657,-0.13572064727259545,1.1367472531633644
"http://cmt#Meta-Review","=","http://edas#MedicineTopic","c",0.5072098298309217,0.7358060384556555,-0.7084886392351665,-0.47489993157516436,0.21147713114005892,0.31297325397774844
"http://cmt#hasConflictOfInterest","=","http://edas#isMenuOf","op",1.4201948533526116,0.12683736620423328,-0.18267957260577827,-0.27441409327599714,0.00913650889332042,0.3214565258170381
"http://cmt#addProgramCommitteeMember","=","http://edas#forEvent","op",0.12917976266280054,0.17307043614815512,-0.3894032478932325,0.6932500140323306,-0.005415928655422127,0.38495994702116476
"http://cmt#Reviewer","=","http://edas#TwoLevelConference","c",1.0310646546412912,-0.04876087936391358,-0.5603259566078486,-0.4549565186088459,0.2928610623810592,0.20617336048408308
"http://cmt#finalizePaperAssignment","=","http://edas#hasMenu","op",0.831530333328987,0.0844457580607929,-0.052198593121666075,-0.3181307218995713,0.4063151189011666,0.20178029699760436
"http://cmt#ExternalReviewer","=","http://edas#ComputerNetworksMeasurementsTopic","c",0.9198136607675851,-0.22588158401831188,-0.11430286053747064,-0.4404940200269428,-0.03496792254183267,0.0
"http://cmt#Decision","=","http://edas#ComputerNetworksManagementTopic","c",0.6580261471847929,-0.42110589816989996,-0.25375348068385395,0.2860295834098716,-0.1625940396782779,0.0
"http://cmt#Acceptance","=","http://edas#CommunicationTheoryTopic","c",-0.021953041348356128,0.9854405270262905,-1.110249779096595,0.5365686857791573,-0.30690118904872155,0.46050821978191814
"http://cmt#Document","=","http://edas#RatedPapers","c",-0.22321598373354373,1.1223972212728097,-0.7446985137528461,1.0830747832190712,-0.5165545797449425,0.9180305561745876
"http://cmt#Co-author","=","http://edas#ConferenceSession","c",1.1945085060375347,-0.5857861114387697,-0.08166524785277933,-0.8167018206368858,0.16543642141878973,0.19708402703794514
"http://cmt#hasSubjectArea","=","http://edas#hasMember","op",1.2778002124265322,1.597593655927045,0.6353384127657217,-0.457007705640188,-0.6584290825097471,0.899474342705916
"http://cmt#ProgramCommittee","=","http://edas#AntennasTopic","c",0.5721312497044113,-0.5151860224775598,-0.1090999383704886,0.013994429369575883,-0.06541389892222434,0.0
"http://cmt#hasProgramCommitteeMember","=","http://edas#hasMember","op",3.103455044673889,2.0566859345279527,2.1656579476113555,0.43532258334411134,-0.8237433800759221,1.9166915645877953
"http://cmt#reviewCriteriaEnteredBy","=","http://edas#forEvent","op",1.3145367495177258,-0.15163706581158787,0.6651196514285659,-0.19062546909941813,0.43918420386180385,0.5939189930043582
"http://cmt#Meta-Reviewer","=","http://edas#NumericalReviewQuestion","c",0.9237549733423983,1.7570831423303506,-0.28041304282344975,-1.3060530503630787,0.28930096216936185,1.3748124989000774
"http://cmt#assignReviewer","=","http://edas#isReviewing","op",0.9585979142673123,1.9666669287951817,0.07225005827186771,-1.3687421105750133,0.5977285809601013,1.6827395451714526
"http://cmt#ConferenceMember","=","http://edas#TalkEvent","c",0.7608496612289128,-0.4031405245496671,-0.13677622304656023,0.32607773341517066,-0.004297686121020154,0.0
"http://cmt#Document","=","http://edas#Attendee","c",0.9672253769409493,-0.6537031915802611,-0.21562620637338553,-0.09503373234076123,-0.09972880345551247,0.0
"http://cmt#date","=","http://edas#paperDueOn","dp",1.6195996541092812,-0.2586551232321742,-0.5624744795487094,0.002239128383019498,-0.027397000379781756,0.42567683502060416
"http://cmt#AuthorNotReviewer","=","http://edas#Organization","c",0.31149347931286736,-0.6269541424752538,0.2549569776493551,0.29997992864154277,0.06861941998373074,0.0
"http://cmt#Person","=","http://edas#PaperPresentation","c",1.9270289778631244,0.08705656186230101,-0.08093429404084942,-0.16108473962607278,0.24408217775651525,0.7385744378660315
"http://cmt#assignedByAdministrator","=","http://edas#isReviewHistoryOf","op",0.6628366632068222,-0.4120332952182947,0.5623424084124254,-0.24487675896004535,0.6941437650440759,0.352508643775857
"http://cmt#hasSubjectArea","=","http://edas#isProviderOf","op",0.8535425949517325,-0.37909966709844684,-0.4282639224032968,0.16560474176544862,0.12367444202624259,0.0
"http://cmt#Chairman","=","http://edas#OrganizationalMeeting","c",0.6861385552261766,-0.4510848464092686,-0.16231058803358428,-0.2988580368653467,0.09847244073562367,0.0
"http://cmt#hasCo-author","=","http://edas#isReviewHistoryOf","op",1.1370263719553506,-0.41625055819581974,-0.42725695542614395,-0.5648997718523673,0.1439899023013691,0.025017219934855617
"http://cmt#Preference","=","http://edas#Conference","c",2.806632409720547,0.8735538309696289,1.0950373520877863,-0.131912706067613,0.6815280228462711,0.6236689666433564
"http://cmt#readByMeta-Reviewer","=","http://edas#attendeeAt","op",0.9192158146074652,-0.6676025020651728,-0.03231321656906798,0.36598641943266047,0.19430003109699656,0.04007647164174033
"http://cmt#Person","=","http://edas#PublishedPaper","c",1.7018517573407252,0.22000224301789995,-0.033955193075071416,-0.44633443045616994,0.24323134487929682,0.6438242607587059
"http://cmt#SubjectArea","=","http://edas#PublishedPaper","c",0.5331848429676036,-0.8611004457406062,0.4992695646129637,0.22704962098600462,0.12579662822268814,0.10461442179955471
"http://cmt#Document","=","http://edas#ComputerNetworksAapplicationsTopic","c",1.12515154948113,-0.4851185871485239,-0.4176957235863763,-0.1228882926526696,-0.269564920886683,0.0
"http://cmt#ExternalReviewer","=","http://edas#TestOnlyTopic","c",0.6349964244733126,-0.4916268256095019,-0.10645661242890218,0.12890440426421218,0.07641865373751724,0.0
"http://cmt#Conference","=","http://edas#Conference","c",6.903852643385459,3.962615281687775,3.780877891381474,1.949614609982734,-1.2970669037526859,6.518363068686071
"http://cmt#Administrator","=","http://edas#PersonalReviewHistory","c",-0.15680819838825982,1.1064536559478284,-0.3655938556950965,-0.06897845594240738,0.26983526676322395,0.0
"http://cmt#name","=","http://edas#hasEndDateTime","dp",1.7529311092721975,0.07465596446536887,-0.40991675828011565,0.26624096003759246,0.5018606535705253,0.6832342424747866
"http://cmt#ProgramCommitteeMember","=","http://edas#ComputerNetworksMeasurementsTopic","c",1.326982507013003,-0.3828856116137918,0.06584553835041318,-0.4556538356777683,-0.22161134537788035,0.10754922309887727
"http://cmt#ProgramCommitteeMember","=","http://edas#TalkEvent","c",0.24455047481654082,-0.350165019212256,-0.046088456894216624,0.6187537741346842,-0.0022698529220800713,0.1530591920651887
"http://cmt#Bid","=","http://edas#MicroelectronicsTopic","c",0.7330699662670864,-0.24243792561110517,-0.3560907223995259,0.41152764122064656,0.44002458711186787,0.04597048530773318
"http://cmt#name","=","http://edas#hasBiography","dp",0.626937101401293,-0.32355303242580874,-0.44047580699600525,0.31586123061953386,-0.17934008077081676,0.0
"http://cmt#ConferenceChair","=","http://edas#NumericalReviewQuestion","c",0.7322769283554866,-0.5327490007378368,-0.18675808934909827,-0.12648568413353192,-0.12234695630586236,0.0
"http://cmt#ProgramCommittee","=","http://edas#CommunicationsTopic","c",1.4731792625251794,0.02016142505419813,0.1591538556127698,0.3079901296830169,-0.39110366442320404,0.3988115617828436
"http://cmt#Paper","=","http://edas#WithdrawnPaper","c",3.768065564685749,2.865356618185758,0.7560488333042766,0.2845587558136071,0.0075581231622712545,2.3412944315973774
"http://cmt#reviewCriteriaEnteredBy","=","http://edas#providedBy","op",1.4730190294304852,0.5820152041798399,0.5771300337846025,-1.1180229053456532,-0.3265891824721939,0.5041893554721764
"http://cmt#Paper","=","http://edas#Programme","c",1.0081926048917662,-0.542363741154564,-0.09929953384024308,0.1219318980191113,-0.43346600347401404,0.08138964585073083
"http://cmt#Administrator","=","http://edas#SecurityTopic","c",0.6225838639808186,-0.6414941933614964,0.05492290219062056,0.10877235693646763,0.0451307700712024,0.012713541466339184
"http://cmt#ProgramCommitteeChair","=","http://edas#Sponsorship","c",0.29990386326405966,-0.5308859357136028,0.1363359961539977,0.561303484652295,-0.18224737716722544,0.21566106009416597
"http://cmt#Acceptance","=","http://edas#MealEvent","c",1.0297189083381375,-0.4401072313533632,-0.3482502758889218,0.5741116600619016,-0.07865266951991882,0.0
"http://cmt#title","=","http://edas#hasSubmissionInstructions","dp",-0.09208475105141316,0.9741224620811098,-0.8644512909045379,0.06154442631491408,0.16131795147108507,0.0
"http://cmt#virtualMeetingEnabledBy","=","http://edas#isReviewing","op",0.8107028481510286,-0.6475965559947576,0.5346657151268276,-0.5183014549026207,0.2615267942115997,0.3130142264004824
"http://cmt#ExternalReviewer","=","http://edas#Paper","c",0.44885863885863175,-0.3762730250137304,0.391234110137162,0.42109506650972545,0.4324396421832784,0.08114868909596196
"http://cmt#Meta-Review","=","http://edas#ActivePaper","c",-0.22086306908996223,0.8304872648569428,-0.6449196516679607,-0.44170178622404366,0.038168199881423365,0.0
"http://cmt#Review","=","http://edas#ComputerNetworksTopic","c",0.5622406356780492,-0.21155036082462664,-0.3499176577069013,-0.1578713491789428,0.12642025008763016,0.0
