"left","relation","right","owl_type","pc_1","pc_2","pc_3","pc_4","pc_5","pc_6","pc_7","outlier"
"http://conference#Conference_contributor","=","http://ekaw#Camera_Ready_Paper","c",0.7014212742146543,-0.5309058013220795,-0.3627835608504975,0.13757849154428528,0.2870887930871236,0.10797584351101042,0.20150657463654553,0.11185116608288437
"http://conference#belongs_to_reviewers","=","http://ekaw#coversTopic","op",0.8901001782796965,-0.4341188671728599,-0.3718945301967532,-0.8362953621939324,0.2873241878041025,-0.13465542110925843,-0.14767645461395312,0.17517723030619758
"http://conference#was_an_organizing_committee_of","=","http://ekaw#reviewOfPaper","op",0.5284301911415772,0.007531001795673703,-0.4998460919753202,-0.3822415076838296,-0.04845528920547377,0.6560872396609188,-0.21613630170389547,0.4863567874277981
"http://conference#Chair","=","http://ekaw#Conference_Trip","c",0.5394123989619691,-0.5515197499424009,-0.22049328365956225,0.07973043049905555,-0.11740930462241847,-0.05947080678818383,-0.05128165115400997,0.0
"http://conference#Conference_applicant","=","http://ekaw#Workshop_Paper","c",0.45971800422063974,-0.50656000334983,-0.25758470580294557,0.4510456225328363,-0.056459760386544294,0.11599404023088077,-0.1569995027114447,0.0
"http://conference#Conference_applicant","=","http://ekaw#Proceedings_Publisher","c",0.8217505347210468,-0.6682787450184017,-0.34158190689001716,0.41425775014667265,-0.18054394512197638,-0.026583662671475786,-0.04183207605350915,0.051452389897747364
"http://conference#Presentation","=","http://ekaw#Review","c",0.938671250246678,-0.4417167698054508,-0.22508201595552468,0.7186534687346718,-0.13189814767913383,-0.06657827763601125,-0.1925123685740682,0.08422566663000808
"http://conference#Conference_part","=","http://ekaw#Conference_Trip","c",4.454741473206846,0.7638362681727403,0.9579840253469435,0.21729327767355924,-0.3636885190423714,-1.2523842955518703,0.6232727744773325,0.5998066191495053
"http://conference#Review_expertise","=","http://ekaw#Person","c",-0.09270399306412716,0.44185931602503875,0.8712569413982444,-0.042374187924910475,0.4552560985213093,-0.5497547767372148,0.41131990061386636,0.7079721423759526
"http://conference#Review","=","http://ekaw#Rejected_Paper","c",1.0747801733530764,-0.6171860492895105,-0.3425521780111383,-0.12162075316577156,-0.16772634988660662,-0.19946479622383734,-0.1754919973726519,0.0
"http://conference#has_a_review_expertise","=","http://ekaw#hasReview","op",3.8397245983608412,1.483203824174022,1.8764684442741373,0.6296223247583135,0.1088192427263671,1.0385207192894526,-0.2890727844888653,1.569666250392296
"http://conference#Reviewer","=","http://ekaw#Neutral_Review","c",2.9019001103984055,1.674666680011753,-0.4384707405195749,-0.5980119059003141,0.6247956435115543,-0.3030042960145302,0.023771446314808622,0.9787065620465272
"http://conference#Steering_committee","=","http://ekaw#Proceedings","c",0.09864969349663094,1.3615124794827458,-0.8367013263759558,0.7146028629672992,0.039141078191866976,-0.25922748453352684,0.3866850286039356,0.6655391764155805
"http://conference#Active_conference_participant","=","http://ekaw#Tutorial_Abstract","c",0.6836998761419507,-0.4423341562528909,-0.1413119248883472,0.09245505805458246,-0.21017120853252386,-0.18818146401064062,0.1305110308348616,0.0
"http://conference#Tutorial","=","http://ekaw#Poster_Session","c",0.853363753125229,0.325488019212013,-0.20808051713459752,1.8284071585287147,0.01872568333662322,0.23121804483000472,-0.32981049805914026,1.083243418055301
"http://conference#Submitted_contribution","=","http://ekaw#Individual_Presentation","c",0.84996278579863,-0.46209456844766506,-0.018202580306827906,0.03990626241840228,-0.0035421097500388243,-0.3104265642264963,0.06981717541164897,0.0
