"left","relation","right","owl_type","pc_1","pc_2","pc_3","pc_4","pc_5","pc_6","outlier"
"http://edas#AccommodationPlace","=","http://sigkdd#Best_Applications_Paper_Award","c",1.4551595888090552,0.1808345018515065,-0.38580953696886283,-0.2356274191989456,-0.1570246534433713,0.3674454454729035,0.0
"http://edas#WeekRejectRating","=","http://sigkdd#Registration_Non-Member","c",1.3210602553875728,-0.02889666367065158,-0.05625724041000835,-0.5122777811809689,-0.2971924246588839,0.27168961460124363,0.0
"http://edas#ComputerArchitectureTopic","=","http://sigkdd#Silver_Supporter","c",0.9015223580106464,-0.18501620871116198,-0.24224842105889283,0.03225403758932455,0.15900986981978743,0.4134424203292511,0.05468055174655351
"http://edas#Sponsorship","=","http://sigkdd#Program_Chair","c",0.9594492866889103,-0.23412878268481285,-0.12793783889947696,0.2907686023727529,0.36739077420828586,-0.30182798580006714,0.0779167126382655
"http://edas#PersonalHistory","=","http://sigkdd#Author_of_paper_student","c",1.1153072427506858,0.24972598431687587,-0.3993962582122718,-0.0951752185761963,-0.051416674886762784,0.4137427759040647,0.08481894421111791
"http://edas#hasMenu","=","http://sigkdd#search","op",0.21019892177611096,-0.602295890573809,0.6966181746716524,0.385043799436738,0.2509360036560058,-0.36293036335444745,0.20238924982450934
"http://edas#PendingPaper","=","http://sigkdd#Gold_Supporter","c",0.8927574064889409,-0.27252493584568194,-0.20991682971657186,-0.08338559330494497,0.008822222155882912,-0.14454270832264057,0.0
"http://edas#PaperPresentation","=","http://sigkdd#General_Chair","c",0.9947632209131457,-0.32860567005230845,-0.44401150181389815,0.08133134730868655,0.20429546557459344,-0.03960331492281708,0.0
"http://edas#ConferenceChair","=","http://sigkdd#Committee","c",1.454010299328344,-0.092708727831584,0.18545921234594032,0.37441617383335757,0.5291652316490506,-0.442198831115953,0.6241756172828175
"http://edas#WelcomeTalk","=","http://sigkdd#Speaker","c",0.6364960094396128,-0.2758552378350056,-0.3408625031801128,0.060294787997620544,0.23475067581231968,-0.2628206180826942,0.0
"http://edas#ConferenceChair","=","http://sigkdd#Award","c",0.5049953859148886,-0.023257221981112686,-0.13478034684409368,0.15240982916634993,0.08716201905955381,-0.31731586825312347,0.0
"http://edas#PersonalReviewHistory","=","http://sigkdd#Best_Student_Paper_Award","c",-0.18700575924166488,1.2208275085039115,-0.5487446560727665,0.05280035099031269,-0.07754989910694464,0.27586439173102595,0.0
"http://edas#AcademiaOrganization","=","http://sigkdd#Conference_hall","c",0.5481971372607116,-0.1456264640716259,-0.062465633759015926,0.5165398162678316,0.21524054360781658,0.18475321673378425,0.03796772750442545
"http://edas#Call","=","http://sigkdd#Author_of_paper","c",0.5244289691786242,-0.0550565125106718,0.017938237913026255,0.5037637636715862,0.04990513829632067,0.057529801170721366,0.01994082944768516
"http://edas#PersonalPublicationHistory","=","http://sigkdd#Best_Paper_Awards_Committee","c",1.0090774031199872,-0.278928804817133,-0.31856104751591807,-0.17697192281561544,-0.04778473646244041,0.17575309383616958,0.04528670782745192
"http://edas#belongsToEvent","=","http://sigkdd#hold","op",0.07905647307678211,-0.12504717975172897,0.26272530754314033,0.38575279011583835,-0.19856280023934575,-0.015833188316194464,0.09673715900638002
"http://edas#ClosingTalk","=","http://sigkdd#Organizing_Committee","c",0.6106548965455043,-0.03260257619532157,-0.21069233787432226,-0.3817643573085236,-0.07620077188238944,0.2946122735374943,0.1361059642487049
"http://edas#ComputerNetworksMeasurementsTopic","=","http://sigkdd#Program_Committee","c",-0.24328973165882434,1.1572703815596415,-0.6174732815939069,-0.4186997362903498,0.14020246933184222,0.04189544994244399,0.016473229099158715
"http://edas#CommunicationsTopic","=","http://sigkdd#Registration_SIGKDD_Member","c",0.775266216461708,-0.2796971016156421,0.007715515810168903,-0.37723450291139693,-0.010168303584835456,0.5250149147255415,0.25959209846517717
"http://edas#RadioCommunicationsTopic","=","http://sigkdd#Program_Committee_member","c",1.1822316061081488,0.007031011699378531,-0.1371609213761518,-0.0047688183231884545,0.24305740719057028,0.2892001678779821,0.0
"http://edas#Attendee","=","http://sigkdd#Award","c",0.9655628504157335,-0.4332962647830558,-0.22799308288820977,-0.13123383628708668,0.34529768352529383,-0.26912100372988973,0.09328397634536645
"http://edas#MealMenu","=","http://sigkdd#Person","c",0.24689764392210944,-0.6323587192657962,0.5744112429040085,0.18807775260996593,-0.34736659625081767,0.08943936274145668,0.0
