left,relation,right,owl_type,match_type,ngramDistance,wuPalmer,jaroWinklerMeasuredeunimadwsoamatchingmatcherstructurallevelGraphBasedUsedClassMatcher,wuPalmerdeunimadwsoamatchingmatcherstructurallevelSimilarityFloodingMatcher,path,lin,jaroWinklerMeasuredeunimadwsoamatchingmatcherstructurallevelGraphBasedUsedPropertyMatcher,jaroWinklerMeasure,word2Vec,level2_jara_winkler,prefix,ngramDistancedeunimadwsoamatchingmatcherstructurallevelGraphBasedUsedPropertyMatcher,word2VecStemmed,jaccard,level2_monge_elkan,suffix,esaSim,level2_jaro,wuPalmerdeunimadwsoamatchingmatcherstructurallevelGraphBasedUsedPropertyMatcher,smoaDistance,wuPalmerdeunimadwsoamatchingmatcherstructurallevelGraphBasedUsedClassMatcher,jiangConrath,needlemanWunsch2Distance,umbcSim,soft_tfidf_jaro,mongeElkan,simple_tfidf,jaro_winkler_tfidf,levenshteinDistance,hammingDistance,equalDistance,subStringDistance,ngramDistancedeunimadwsoamatchingmatcherstructurallevelSimilarityFloodingMatcher,jaroWinklerMeasuredeunimadwsoamatchingmatcherstructurallevelSimilarityFloodingMatcher,ngramDistancedeunimadwsoamatchingmatcherstructurallevelGraphBasedUsedClassMatcher,jaroMeasure
http://cmt#AssociatedChair,=,http://sigkdd#Best_Paper_Awards_Committee,c,FF,0.0,0.18823529411764706,0.0,0.0,0.07373366013071896,0.020630592626796528,0.0,0.0,0.21086026820440398,0.562962962962963,0.037037037037037035,0.0,0.04262412063653015,0.0,0.4,0.06666666666666667,0.036924436500000005,0.562962962962963,0.18823529411764706,0.0,0.18823529411764706,0.048757255601311944,0.15384615384615385,0.10983738143113442,0.0,0.16,0.0,0.0,0.2222222222222222,0.14814814814814814,0.0,0.09523809523809523,0.0,0.0,0.0,0.0
http://cmt#readByReviewer,=,http://sigkdd#City_of_conference,op,FF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
http://cmt#ProgramCommitteeChair,=,http://sigkdd#Sponzor_fee,c,FF,0.0,0.2793372319688109,0.5548340548340548,0.0,0.1115079365079365,0.06650321614044104,0.5548340548340548,0.5548340548340548,0.13121724844916346,0.503968253968254,0.09090909090909091,0.0,0.08731820934674121,0.0,0.6666666666666666,0.09523809523809523,0.005488221666666667,0.503968253968254,0.2793372319688109,0.0,0.2793372319688109,0.06713712930901418,0.12903225806451613,0.0177948457809786,0.0,0.18181818181818182,0.0,0.0,0.19047619047619047,0.04761904761904767,0.0,0.125,0.0,0.0,0.0,0.5548340548340548
http://cmt#User,=,http://sigkdd#Silver_Supporter,c,FF,0.0,0.5043859649122807,0.6458333333333334,0.0,0.17045454545454547,0.15433174904617367,0.6458333333333334,0.6458333333333334,0.0,0.75,0.25,0.0,0.0,0.0,0.55,0.5,0.01284555115,0.75,0.5043859649122807,0.0,0.5043859649122807,0.07088863411681703,0.1071428571428571,0.054813072085380554,0.0,0.55,0.0,0.0,0.1875,0.0,0.0,0.19999999999999996,0.0,0.0,0.0,0.6458333333333334
http://cmt#finalizePaperAssignment,=,http://sigkdd#award,op,FF,0.0,0.34393939393939393,0.4144927536231884,0.0,0.1074074074074074,0.10010004616889635,0.4144927536231884,0.4144927536231884,0.13004208069545667,0.4144927536231884,0.043478260869565216,0.0,0.009017937030779919,0.0,0.4,0.0,0.006601076033333333,0.4144927536231884,0.34393939393939393,0.0,0.34393939393939393,0.0490193819836949,0.07317073170731703,0.04723799228668213,0.0,0.4,0.0,0.0,0.13043478260869568,0.0,0.0,0.0714285714285714,0.0,0.0,0.0,0.4144927536231884
http://cmt#Author,=,http://sigkdd#General_Chair,c,FF,0.0,0.5457875457875458,0.41452991452991456,0.0,0.10555555555555556,0.22633485825212177,0.41452991452991456,0.41452991452991456,0.20895281839693663,0.5888888888888889,0.07692307692307693,0.0,0.08789334254123575,0.0,0.32,0.16666666666666666,0.0214857574,0.5888888888888889,0.5457875457875458,0.0,0.5457875457875458,0.08957822529941165,0.15000000000000002,0.0379844531416893,0.0,0.26666666666666666,0.0,0.0,0.23076923076923073,0.0,0.0,0.10526315789473684,0.0,0.0,0.0,0.41452991452991456
http://cmt#ExternalReviewer,=,http://sigkdd#Paper,c,FF,0.0,0.27554179566563464,0.5083333333333333,0.0,0.06666666666666667,0.03274715368490511,0.5083333333333333,0.5083333333333333,0.11047111788375752,0.5083333333333333,0.2,0.0,0.0,0.0,0.4,0.4,0.009577742,0.5083333333333333,0.27554179566563464,0.0,0.27554179566563464,0.028519104693820276,0.11111111111111116,0.028010008856654167,0.0,0.4,0.0,0.0,0.1875,0.125,0.0,0.19047619047619047,0.0,0.0,0.0,0.5083333333333333
http://cmt#Paper,=,http://sigkdd#Organizator,c,FF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.2,0.003176295,0.0,0.0,0.0,0.0,0.0,0.11764705882352944,0.0,0.0,0.4,0.0,0.0,0.18181818181818177,0.0,0.0,0.125,0.0,0.0,0.0,0.0
http://cmt#hasDecision,=,http://sigkdd#holded_by,op,FF,0.0,0.0,0.5818181818181818,0.0,0.0,0.0,0.5818181818181818,0.5818181818181818,0.0,0.6318181818181818,0.1111111111111111,0.0,0.0,0.0,0.5,0.0,0.0096279889,0.5909090909090909,0.0,0.050000000000000044,0.31932773109243695,0.0,0.23076923076923073,0.0,0.0,0.3333333333333333,0.0,0.0,0.2727272727272727,0.2727272727272727,0.0,0.19999999999999996,0.0,0.0,0.0,0.5353535353535354
http://cmt#email,=,http://sigkdd#Name,dp,FF,0.0,0.35294117647058826,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.38012735972660644,0.0,0.25,0.0,0.4516076672083901,0.0,0.55,0.2,0.0,0.0,0.35294117647058826,0.0,0.35294117647058826,0.0,0.16666666666666663,0.0,0.0,0.55,0.0,0.0,0.19999999999999996,0.0,0.0,0.2222222222222222,0.0,0.0,0.0,0.0
