left,relation,right,owl_type,match_type,wuPalmerdeunimadwsoamatchingmatcherstructurallevelPropertiesMatcher,level2_monge_elkandeunimadwsoamatchingmatcherstructurallevelGraphBasedUsedClassMatcher,ngramDistance,level2_monge_elkandeunimadwsoamatchingmatcherstructurallevelGraphBasedUsedPropertyMatcher,wuPalmer,jaroWinklerMeasuredeunimadwsoamatchingmatcherstructurallevelGraphBasedUsedClassMatcher,jiangConrath_stemmed,lin_stemmed,path,lin,equalSimilarityStemmed,level2_jara_winklerdeunimadwsoamatchingmatcherstructurallevelGraphBasedUsedPropertyMatcher,jaroWinklerMeasuredeunimadwsoamatchingmatcherstructurallevelGraphBasedUsedPropertyMatcher,jaroWinklerMeasure,word2Vec,level2_jara_winkler,prefix,ngramDistancedeunimadwsoamatchingmatcherstructurallevelGraphBasedUsedPropertyMatcher,jaccard,level2_monge_elkan,suffix,ngramDistancedeunimadwsoamatchingmatcherstructurallevelNeighborHoodSimilarityMatcher,level2_jara_winklerdeunimadwsoamatchingmatcherstructurallevelGraphBasedUsedClassMatcher,level2_jaro,path_stemmed,wuPalmerdeunimadwsoamatchingmatcherstructurallevelGraphBasedUsedPropertyMatcher,smoaDistance,wuPalmerdeunimadwsoamatchingmatcherstructurallevelGraphBasedUsedClassMatcher,level2_monge_elkandeunimadwsoamatchingmatcherstructurallevelPropertiesMatcher,jiangConrath,needlemanWunsch2Distance,umbcSim,soft_tfidf_jaro,fuzzydice,fuzzycosine,wuPalmerdeunimadwsoamatchingmatcherstructurallevelNeighborHoodSimilarityMatcher,mongeElkan,simple_tfidf,wuPalmer_stemmed,jaro_winkler_tfidf,fuzzyjaccard,levenshteinDistance,hammingDistance,jaroWinklerMeasuredeunimadwsoamatchingmatcherstructurallevelPropertiesMatcher,equalDistance,level2_jara_winklerdeunimadwsoamatchingmatcherstructurallevelNeighborHoodSimilarityMatcher,level2_jara_winklerdeunimadwsoamatchingmatcherstructurallevelPropertiesMatcher,subStringDistance,umbcphrasesim,level2_monge_elkandeunimadwsoamatchingmatcherstructurallevelNeighborHoodSimilarityMatcher,jaroWinklerMeasuredeunimadwsoamatchingmatcherstructurallevelNeighborHoodSimilarityMatcher,ngramDistancedeunimadwsoamatchingmatcherstructurallevelGraphBasedUsedClassMatcher,jaroMeasure,ngramDistancedeunimadwsoamatchingmatcherstructurallevelPropertiesMatcher
http://conference#Submitted_contribution,=,http://sigkdd#Committee,c,FF,0.16666666666666666,0.475,0.23076923076923084,0.475,0.16666666666666666,0.5942760942760943,0.0,0.0,0.038461538461538464,0.04821986745758169,0.0,0.7275,0.5942760942760943,0.5942760942760943,0.16884713420448197,0.7275,0.09523809523809523,0.23076923076923084,0.0,0.475,0.047619047619047616,0.23076923076923084,0.7275,0.6935185185185184,0.0,0.16666666666666666,0.4878957169459963,0.16666666666666666,0.475,0.03423490390209452,0.1428571428571429,0.027040574699640274,0.0,0.3703703703703704,0.3928371006591931,0.0,0.5555555555555556,0.0,0.0,0.0,0.22727272727272727,0.23809523809523814,0.23809523809523814,0.5942760942760943,0.0,0.0,0.7275,0.33333333333333326,0.12091770023107529,0.0,0.0,0.23076923076923084,0.5942760942760943,0.23076923076923084
http://conference#Reviewed_contribution,=,http://sigkdd#Registration_SIGKDD_Member,c,FF,0.2771929824561403,0.3125,0.09999999999999998,0.3125,0.2771929824561403,0.6625152625152626,0.018817073831788867,0.0,0.06127450980392157,0.09354023827647584,0.0,0.5712962962962962,0.6625152625152626,0.6625152625152626,0.15462953947485458,0.5712962962962962,0.1,0.09999999999999998,0.0,0.3125,0.16666666666666666,0.0,0.5712962962962962,0.5254629629629629,0.018518518518518517,0.2771929824561403,0.3348894348894349,0.2771929824561403,0.3125,0.04552637116616937,0.19354838709677424,0.054506207505861916,0.0,0.0,0.0,0.09015843875143809,0.2571428571428571,0.0,0.06349206349206349,0.0,0.0,0.20833333333333337,0.16666666666666663,0.6625152625152626,0.0,0.0,0.5712962962962962,0.18181818181818188,0.06777559965848923,0.0,0.0,0.09999999999999998,0.5781440781440782,0.09999999999999998
http://conference#Publisher,=,http://sigkdd#Sponzor_fee,c,FF,0.14285714285714285,0.3,0.0,0.3,0.14285714285714285,0.0,0.0,0.0,0.03125,0.043878180002972125,0.0,0.42857142857142855,0.0,0.0,0.05723040455579232,0.42857142857142855,0.1111111111111111,0.0,0.0,0.3,0.1111111111111111,0.0,0.42857142857142855,0.42857142857142855,0.1,0.14285714285714285,0.0,0.14285714285714285,0.3,0.030855883505640627,0.15384615384615385,0.001974268350750208,0.0,0.0,0.0,0.14285714285714285,0.17777777777777778,0.0,0.16666666666666666,0.0,0.0,0.19999999999999996,0.0,0.0,0.0,0.42857142857142855,0.42857142857142855,0.10526315789473684,0.08597921580076218,0.3,0.0,0.0,0.0,0.0
http://conference#Reviewer,=,http://sigkdd#Conference,c,FF,0.19047619047619047,0.16666666666666666,0.0,0.16666666666666666,0.19047619047619047,0.5499999999999999,0.052433844559374505,0.0,0.05555555555555555,0.0,0.0,0.4444444444444444,0.5499999999999999,0.5499999999999999,0.11990701757296322,0.4444444444444444,0.2,0.0,0.0,0.16666666666666666,0.2,0.0,0.4444444444444444,0.4444444444444444,0.1,0.19047619047619047,0.0,0.19047619047619047,0.16666666666666666,0.04786415226705215,0.16666666666666663,0.0,0.0,0.0,0.0,0.19047619047619047,0.25,0.0,0.18181818181818182,0.0,0.0,0.19999999999999996,0.19999999999999996,0.5499999999999999,0.0,0.4444444444444444,0.4444444444444444,0.2222222222222222,0.08323211222887039,0.16666666666666666,0.5499999999999999,0.0,0.5499999999999999,0.0
http://conference#Contribution_1th-author,=,http://sigkdd#Award,c,FF,0.2771929824561403,0.20500000000000002,0.0,0.20500000000000002,0.2771929824561403,0.4151515151515152,0.0221343736986019,0.0,0.07196969696969698,0.10010004616889635,0.0,0.2619444444444445,0.4151515151515152,0.4151515151515152,0.24071093492559847,0.2619444444444445,0.05,0.0,0.0,0.20500000000000002,0.2,0.0,0.2619444444444445,0.2513888888888889,0.030303030303030304,0.2771929824561403,0.0,0.2771929824561403,0.20500000000000002,0.049599706410803655,0.02564102564102566,0.07152740098536015,0.0,0.0,0.0,0.2771929824561403,0.32,0.0,0.06666666666666667,0.0,0.0,0.050000000000000044,0.0,0.4151515151515152,0.0,0.2619444444444445,0.2619444444444445,0.07999999999999996,0.028128674253821373,0.20500000000000002,0.4151515151515152,0.0,0.4151515151515152,0.0
http://conference#has_a_steering_committee,=,http://sigkdd#designed_by,op,FF,0.0,0.5333333333333333,0.0,0.5333333333333333,0.0,0.35479797979797983,0.032227876100299487,0.03976678551640854,0.0,0.0,0.0,0.42708333333333337,0.35479797979797983,0.35479797979797983,0.06973944294397331,0.42708333333333337,0.0,0.0,0.0,0.5333333333333333,0.1,0.0,0.42708333333333337,0.42708333333333337,0.08333333333333333,0.0,0.0,0.48271103896103895,0.5333333333333333,0.0,0.08108108108108103,0.07844572397880256,0.0,0.0,0.0,0.0,0.16363636363636364,0.0,0.17647058823529413,0.0,0.0,0.1428571428571429,0.09523809523809523,0.35479797979797983,0.0,0.42708333333333337,0.42708333333333337,0.06451612903225801,0.060068149119615555,0.5333333333333333,0.35479797979797983,0.0,0.35479797979797983,0.0
http://conference#was_a_member_of,=,http://sigkdd#pay,op,FF,0.18181818181818182,0.5083333333333333,0.0,0.5083333333333333,0.18181818181818182,0.41782407407407407,0.0,0.0,0.05263157894736842,0.0,0.0,0.13888888888888887,0.4666666666666666,0.4666666666666666,0.01966756608442518,0.13888888888888887,0.0,0.0,0.0,0.5083333333333333,0.0,0.0,0.13888888888888887,0.13888888888888887,0.0,0.18181818181818182,0.0,0.18181818181818182,0.5083333333333333,0.06898677129268802,0.03703703703703709,0.033723052591085434,0.0,0.0,0.0,0.18181818181818182,0.4,0.0,0.0,0.0,0.0,0.08333333333333337,0.08333333333333337,0.5069444444444444,0.0,0.13888888888888887,0.5416666666666666,0.1333333333333333,0.06655919551849365,0.5083333333333333,0.4666666666666666,0.0,0.4666666666666666,0.0
http://conference#was_a_track-workshop_chair_of,=,http://sigkdd#award,op,FF,0.21209887463757435,0.5011111111111111,0.0,0.5011111111111111,0.21209887463757435,0.4579365079365079,0.05827372880699636,0.0,0.08564814814814814,0.0,0.0,0.4775925925925925,0.4579365079365079,0.4579365079365079,0.15073126413465865,0.4775925925925925,0.4,0.0,0.0,0.5011111111111111,0.0,0.0,0.4775925925925925,0.4731481481481481,0.08564814814814814,0.21209887463757435,0.0,0.21209887463757435,0.5011111111111111,0.05827372880699636,0.07843137254901966,0.0904151014983654,0.0,0.0,0.0,0.21209887463757435,0.52,0.0,0.21209887463757435,0.0,0.0,0.16666666666666663,0.0,0.4579365079365079,0.0,0.4775925925925925,0.4775925925925925,0.13793103448275867,0.0986599400639534,0.5011111111111111,0.4579365079365079,0.0,0.4579365079365079,0.0
http://conference#Conference_volume,=,http://sigkdd#Deadline_Abstract_Submission,c,FF,0.9704609116373821,0.35750000000000004,0.0,0.35750000000000004,0.9704609116373821,0.0,0.01647326874992093,0.0,0.2777777777777778,0.24991916574881412,0.0,0.5226190476190476,0.0,0.0,0.27421690259238934,0.5226190476190476,0.038461538461538464,0.0,0.0,0.35750000000000004,0.125,0.0,0.5226190476190476,0.5226190476190476,0.025641025641025644,0.9704609116373821,0.0,0.9704609116373821,0.35750000000000004,0.12930917641423037,0.07692307692307687,0.05531369832654794,0.0,0.0,0.0,0.0,0.18823529411764706,0.0,0.047619047619047616,0.0,0.0,0.11538461538461542,0.0,0.0,0.0,0.5226190476190476,0.5226190476190476,0.09523809523809523,0.0076756165362894535,0.0,0.0,0.0,0.0,0.0
http://conference#has_a_degree,=,http://sigkdd#Name,dp,FF,0.2361111111111111,0.5277777777777778,0.0,0.5277777777777778,0.46153846153846156,0.4444444444444444,0.0,0.0,0.125,0.1171611117546199,0.0,0.337037037037037,0.4444444444444444,0.4444444444444444,0.07123521543450005,0.337037037037037,0.0,0.0,0.0,0.5277777777777778,0.25,0.0,0.337037037037037,0.337037037037037,0.0,0.46153846153846156,0.0,0.46153846153846156,0.5277777777777778,0.08513384608251139,0.09999999999999998,0.0,0.0,0.0,0.0,0.46153846153846156,0.25,0.0,0.0,0.0,0.0,0.19999999999999996,0.09999999999999998,0.31699346405228757,0.0,0.337037037037037,0.49444444444444435,0.1428571428571428,0.0,0.5277777777777778,0.4444444444444444,0.0,0.4444444444444444,0.0
http://conference#Contribution_co-author,=,http://sigkdd#Best_Applications_Paper_Award,c,FF,0.9049707602339182,0.5333333333333333,0.09523809523809523,0.5333333333333333,0.9049707602339182,0.513161168333582,0.05192726273843764,0.022612373198171474,0.28781471796177677,0.26167849829571627,0.0,0.41037037037037044,0.513161168333582,0.513161168333582,0.307902521281311,0.41037037037037044,0.05,0.09523809523809523,0.0,0.5333333333333333,0.038461538461538464,0.09523809523809523,0.41037037037037044,0.39629629629629637,0.1540006153976742,0.9049707602339182,0.24427739401327364,0.9049707602339182,0.5333333333333333,0.126830120603326,0.21621621621621623,0.0,0.0,0.0,0.0,0.0,0.26666666666666666,0.0,0.458187134502924,0.0,0.0,0.3076923076923077,0.07692307692307687,0.513161168333582,0.0,0.0,0.41037037037037044,0.17391304347826086,0.028128674253821373,0.5333333333333333,0.513161168333582,0.09523809523809523,0.513161168333582,0.09523809523809523
http://conference#was_a_program_committee_of,=,http://sigkdd#presentation,op,FF,0.45,0.3952380952380953,0.0,0.3952380952380953,0.4019607843137255,0.4239028944911298,0.04313422662680865,0.05926873360934564,0.08846153846153847,0.1563674770215316,0.0,0.28941798941798946,0.40299145299145306,0.40299145299145306,0.15192288032785448,0.28941798941798946,0.09090909090909091,0.0,0.0,0.3952380952380953,0.0,0.0,0.28941798941798946,0.27037037037037037,0.07142857142857142,0.4019607843137255,0.0,0.4019607843137255,0.3952380952380953,0.07202130120890507,0.09999999999999998,0.08816074952483177,0.0,0.0,0.0,0.4019607843137255,0.21666666666666667,0.0,0.21428571428571427,0.0,0.0,0.18181818181818177,0.0,0.411764705882353,0.0,0.28941798941798946,0.5625,0.11764705882352944,0.17793069779872894,0.3952380952380953,0.40299145299145306,0.0,0.40299145299145306,0.0
http://conference#Committee_member,=,http://sigkdd#Best_Research_Paper_Award,c,FF,0.5413681261978476,0.25,0.0,0.25,0.5413681261978476,0.42964285714285716,0.06677894380665711,0.021436258406677823,0.13589025353731235,0.09600965267768735,0.0,0.46851851851851856,0.42964285714285716,0.42964285714285716,0.15515458052766137,0.46851851851851856,0.13333333333333333,0.0,0.0,0.25,0.09090909090909091,0.0,0.46851851851851856,0.46851851851851856,0.06171442936148818,0.5413681261978476,0.0,0.5413681261978476,0.25,0.1374415756677512,0.11764705882352944,0.06870822620112449,0.0,0.0,0.0,0.5413681261978476,0.1625,0.0,0.2334733893557423,0.0,0.0,0.13636363636363635,0.045454545454545414,0.42964285714285716,0.0,0.46851851851851856,0.46851851851851856,0.10810810810810811,0.0497378408908844,0.25,0.42964285714285716,0.0,0.42964285714285716,0.0
