left,relation,right,owl_type,match_type,ngramDistance,wuPalmer,jaroWinklerMeasuredeunimadwsoamatchingmatcherstructurallevelGraphBasedUsedClassMatcher,jiangConrath_stemmed,lin_stemmed,path,lin,equalSimilarityStemmed,level2_jara_winklerdeunimadwsoamatchingmatcherstructurallevelGraphBasedUsedPropertyMatcher,jaroWinklerMeasuredeunimadwsoamatchingmatcherstructurallevelGraphBasedUsedPropertyMatcher,esaSim_stemmed,jaroWinklerMeasure,word2Vec,level2_jara_winkler,prefix,ngramDistancedeunimadwsoamatchingmatcherstructurallevelGraphBasedUsedPropertyMatcher,word2VecStemmed,jaccard,level2_monge_elkan,suffix,esaSim,level2_jara_winklerdeunimadwsoamatchingmatcherstructurallevelGraphBasedUsedClassMatcher,level2_jaro,path_stemmed,wuPalmerdeunimadwsoamatchingmatcherstructurallevelGraphBasedUsedPropertyMatcher,smoaDistance,wuPalmerdeunimadwsoamatchingmatcherstructurallevelGraphBasedUsedClassMatcher,jiangConrath,needlemanWunsch2Distance,umbcSim,soft_tfidf_jaro,mongeElkan,simple_tfidf,wuPalmer_stemmed,jaro_winkler_tfidf,levenshteinDistance,hammingDistance,equalDistance,subStringDistance,ngramDistancedeunimadwsoamatchingmatcherstructurallevelGraphBasedUsedClassMatcher,jaroMeasure
http://cmt#AssociatedChair,=,http://sigkdd#Best_Paper_Awards_Committee,c,FF,0.0,0.18823529411764706,0.0,0.04756844030560042,0.020630592626796528,0.07373366013071896,0.020630592626796528,0.0,0.6208333333333333,0.0,0.036924436500000005,0.0,0.21086026820440398,0.6208333333333333,0.041666666666666664,0.0,0.24585195450201136,0.0,0.36,0.06666666666666667,0.036924436500000005,0.6208333333333333,0.6208333333333333,0.0798611111111111,0.18823529411764706,0.0,0.18823529411764706,0.048757255601311944,0.15384615384615385,0.10983738143113442,0.0,0.16,0.0,0.18585434173669468,0.0,0.20833333333333337,0.04166666666666663,0.0,0.10256410256410253,0.0,0.0
http://cmt#ProgramCommitteeChair,=,http://sigkdd#Sponzor_fee,c,FF,0.0,0.2793372319688109,0.5548340548340548,0.04449644767035058,0.03458919009908961,0.1115079365079365,0.06650321614044104,0.0,0.49488536155202817,0.5548340548340548,0.005488221666666667,0.5548340548340548,0.13121724844916346,0.49488536155202817,0.1,0.0,0.10960753559781934,0.0,0.37333333333333335,0.1,0.005488221666666667,0.49488536155202817,0.49488536155202817,0.08928571428571429,0.2793372319688109,0.0,0.2793372319688109,0.06713712930901418,0.12903225806451613,0.0177948457809786,0.0,0.18181818181818182,0.0,0.1793372319688109,0.0,0.19047619047619047,0.04761904761904767,0.0,0.12903225806451613,0.0,0.5548340548340548
http://cmt#User,=,http://sigkdd#Silver_Supporter,c,FF,0.0,0.5043859649122807,0.6458333333333334,0.05906406119368528,0.03309846283650946,0.17045454545454547,0.15433174904617367,0.0,0.75,0.6458333333333334,0.01284555115,0.6458333333333334,0.0,0.75,0.25,0.0,0.0939216244962028,0.0,0.55,0.5,0.01284555115,0.75,0.75,0.08116883116883117,0.5043859649122807,0.0,0.5043859649122807,0.07088863411681703,0.1071428571428571,0.054813072085380554,0.0,0.55,0.0,0.20098039215686275,0.0,0.19999999999999996,0.0,0.0,0.21052631578947367,0.0,0.6458333333333334
http://cmt#finalizePaperAssignment,=,http://sigkdd#award,op,FF,0.0,0.34393939393939393,0.4144927536231884,0.0490193819836949,0.10010004616889635,0.1074074074074074,0.10010004616889635,0.0,0.5172222222222221,0.4144927536231884,0.006601076033333333,0.4144927536231884,0.13004208069545667,0.5172222222222221,0.043478260869565216,0.0,0.04940737740363754,0.0,0.3066666666666667,0.0,0.006601076033333333,0.5172222222222221,0.49907407407407406,0.1074074074074074,0.34393939393939393,0.0,0.34393939393939393,0.0490193819836949,0.07317073170731703,0.04723799228668213,0.0,0.4,0.0,0.4587719298245614,0.0,0.13043478260869568,0.0,0.0,0.0714285714285714,0.0,0.4144927536231884
http://cmt#Author,=,http://sigkdd#General_Chair,c,FF,0.0,0.5457875457875458,0.41452991452991456,0.04257134898254401,0.0945577396222462,0.10555555555555556,0.22633485825212177,0.0,0.5888888888888889,0.41452991452991456,0.0214857574,0.41452991452991456,0.20895281839693663,0.5888888888888889,0.08333333333333333,0.0,0.33005836718496284,0.0,0.32,0.16666666666666666,0.0214857574,0.5888888888888889,0.5888888888888889,0.05,0.5457875457875458,0.0,0.5457875457875458,0.08957822529941165,0.15000000000000002,0.0379844531416893,0.0,0.26666666666666666,0.0,0.23809523809523808,0.0,0.25,0.0,0.0,0.11111111111111116,0.0,0.41452991452991456
http://cmt#ExternalReviewer,=,http://sigkdd#Paper,c,FF,0.0,0.27554179566563464,0.5083333333333333,0.028777739123958368,0.0,0.06666666666666667,0.03274715368490511,0.0,0.5027777777777778,0.5083333333333333,0.009577742,0.5083333333333333,0.11047111788375752,0.5027777777777778,0.2,0.0,0.05519238375943984,0.0,0.38,0.4,0.009577742,0.5027777777777778,0.5027777777777778,0.13333333333333333,0.27554179566563464,0.0,0.27554179566563464,0.028519104693820276,0.11111111111111116,0.028010008856654167,0.0,0.4,0.0,0.28431372549019607,0.0,0.1875,0.125,0.0,0.19047619047619047,0.0,0.5083333333333333
http://cmt#Paper,=,http://sigkdd#Organizator,c,FF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003176295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.2,0.003176295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11764705882352944,0.0,0.0,0.4,0.0,0.0,0.0,0.18181818181818177,0.0,0.0,0.125,0.0,0.0
http://cmt#hasDecision,=,http://sigkdd#holded_by,op,FF,0.0,0.0,0.5818181818181818,0.0,0.0,0.0,0.0,0.0,0.275,0.5818181818181818,0.0096279889,0.5818181818181818,0.0,0.275,0.125,0.0,0.13664857118822238,0.0,0.5166666666666666,0.0,0.0096279889,0.275,0.25,0.0,0.0,0.050000000000000044,0.31932773109243695,0.0,0.23076923076923073,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.2727272727272727,0.2727272727272727,0.0,0.21052631578947367,0.0,0.5353535353535354
http://cmt#email,=,http://sigkdd#Name,dp,FF,0.0,0.35294117647058826,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.38012735972660644,0.0,0.25,0.0,0.4516076672083901,0.0,0.55,0.2,0.0,0.0,0.0,0.1111111111111111,0.35294117647058826,0.0,0.35294117647058826,0.0,0.16666666666666663,0.0,0.0,0.55,0.0,0.35294117647058826,0.0,0.19999999999999996,0.0,0.0,0.2222222222222222,0.0,0.0
http://cmt#Person,=,http://sigkdd#Exhibitor,c,FF,0.0,0.6956521739130435,0.5185185185185185,0.0,0.0,0.125,0.0,0.0,0.5185185185185185,0.5185185185185185,0.0,0.5185185185185185,0.14722089492229465,0.5185185185185185,0.16666666666666666,0.0,0.23189996213883138,0.0,0.26666666666666666,0.16666666666666666,0.0,0.5185185185185185,0.5185185185185185,0.125,0.6956521739130435,0.0,0.6956521739130435,0.0,0.08333333333333337,0.3032500147819519,0.0,0.26666666666666666,0.0,0.6956521739130435,0.0,0.11111111111111116,0.0,0.0,0.1333333333333333,0.0,0.5185185185185185
http://cmt#Rejection,=,http://sigkdd#Main_office,c,FF,0.0,0.2714932126696833,0.5353535353535354,0.0,0.0,0.08571428571428572,0.0,0.0,0.45555555555555555,0.5353535353535354,0.0029994208000000003,0.5353535353535354,0.0,0.45555555555555555,0.0,0.0,0.16935772070238725,0.0,0.32,0.1111111111111111,0.0029994208000000003,0.45555555555555555,0.45555555555555555,0.041666666666666664,0.2714932126696833,0.0,0.2714932126696833,0.03021731681962419,0.07692307692307687,0.0027376264333724976,0.0,0.24444444444444444,0.0,0.13333333333333333,0.0,0.09999999999999998,0.0,0.0,0.10526315789473684,0.0,0.5353535353535354
http://cmt#AssociatedChair,=,http://sigkdd#Place,c,FF,0.0,0.2222222222222222,0.5111111111111111,0.041166599796739305,0.0807226235823351,0.0625,0.0807226235823351,0.0,0.26666666666666666,0.5111111111111111,9.990197E-4,0.5111111111111111,0.0,0.26666666666666666,0.2,0.0,0.0,0.0,0.32,0.06666666666666667,9.990197E-4,0.26666666666666666,0.26666666666666666,0.0625,0.2222222222222222,0.0,0.2222222222222222,0.041166599796739305,0.07999999999999996,0.055636215955019,0.0,0.44,0.0,0.2222222222222222,0.0,0.1333333333333333,0.0,0.0,0.09999999999999998,0.0,0.5111111111111111
http://cmt#addedBy,=,http://sigkdd#designed_by,op,FF,0.3076923076923077,0.0,0.4546911421911422,0.062131288642178,0.08830025718939813,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.3046785671025518,0.5,0.2857142857142857,0.3076923076923077,0.42781285098106486,0.3333333333333333,0.7,0.5714285714285714,0.0042075242,0.5127865961199294,0.5,0.08333333333333333,0.0,0.5937846836847946,0.2949579831932773,0.0,0.2666666666666667,0.03491918742656708,0.5000000000000001,0.2857142857142857,0.5000000000000001,0.35294117647058826,0.5000000000000001,0.4,0.0,0.0,0.47058823529411764,0.3076923076923077,0.0
http://cmt#ConferenceChair,=,http://sigkdd#Deadline_Abstract_Submission,c,FF,0.0,0.626890756302521,0.0,0.03889801914739576,0.0,0.17977392977392978,0.08542996857182628,0.0,0.5166666666666666,0.0,0.0056552237,0.0,0.18745903740941436,0.5166666666666666,0.038461538461538464,0.0,0.24847909644059116,0.0,0.2575,0.13333333333333333,0.0056552237,0.5166666666666666,0.5166666666666666,0.055944055944055944,0.626890756302521,0.0,0.626890756302521,0.11879756854538133,0.07317073170731703,0.08258151635527611,0.0,0.14666666666666667,0.0,0.11428571428571428,0.0,0.11538461538461542,0.0,0.0,0.09756097560975607,0.0,0.0
http://cmt#detailsEnteredBy,=,http://sigkdd#submit_until,op,FF,0.0,0.0,0.5346153846153846,0.025066275178895713,0.0,0.0,0.0,0.0,0.41269841269841273,0.5138888888888888,0.0055557737,0.5138888888888888,0.14613219952748321,0.41269841269841273,0.0625,0.0,0.12774436955908897,0.0,0.5533333333333333,0.125,0.0055557737,0.41269841269841273,0.41269841269841273,0.038461538461538464,0.0,0.0,0.3111111111111111,0.0,0.15000000000000002,0.12341118790209293,0.0,0.31666666666666665,0.0,0.07142857142857142,0.0,0.1875,0.0625,0.0,0.14814814814814814,0.0,0.5138888888888888
http://cmt#runPaperAssignmentTools,=,http://sigkdd#payed_by,op,FF,0.0,0.0,0.5018115942028986,0.0,0.0,0.0,0.0,0.0,0.30500000000000005,0.5018115942028986,0.0037875184000000003,0.5018115942028986,0.013855084024736182,0.30500000000000005,0.08695652173913043,0.0,0.036194140747435814,0.0,0.42500000000000004,0.0,0.0037875184000000003,0.5120370370370371,0.2916666666666667,0.0,0.0,0.0,0.25535429482797906,0.0,0.07894736842105265,0.01931992103345692,0.0,0.3,0.0,0.0,0.0,0.13043478260869568,0.0,0.0,0.1333333333333333,0.26190476190476186,0.5018115942028986
http://cmt#AssociatedChair,=,http://sigkdd#Sponzor_fee,c,FF,0.0,0.1111111111111111,0.4909090909090909,0.029607294826579644,0.0,0.0625,0.0,0.0,0.4714285714285714,0.4909090909090909,0.00137312645,0.4909090909090909,0.05445339103401989,0.4714285714285714,0.06666666666666667,0.0,0.016537318313488678,0.0,0.41000000000000003,0.1,0.00137312645,0.4714285714285714,0.4714285714285714,0.0625,0.1111111111111111,0.0,0.1111111111111111,0.029607294826579644,0.10526315789473684,0.02797521324828267,0.0,0.14545454545454545,0.0,0.1111111111111111,0.0,0.1333333333333333,0.06666666666666665,0.0,0.07999999999999996,0.0,0.4909090909090909
http://cmt#assignReviewer,=,http://sigkdd#award,op,FF,0.0,0.18695652173913044,0.1,0.06459178804382172,0.09442306942686085,0.08055555555555555,0.0,0.0,0.255,0.1,0.008992241,0.1,0.16257997383168588,0.255,0.2,0.0,0.2734861140307481,0.0,0.26,0.2,0.008992241,0.255,0.22777777777777777,0.1111111111111111,0.18695652173913044,0.050000000000000044,0.18695652173913044,0.05659897825651773,0.08695652173913049,0.08443214744329453,0.0,0.64,0.0,0.30000000000000004,0.0,0.1428571428571429,0.0714285714285714,0.0,0.10526315789473684,0.0,0.0
http://cmt#AssociatedChair,=,http://sigkdd#Document,c,FF,0.0,0.1111111111111111,0.5055555555555555,0.03695739468126601,0.0,0.045454545454545456,0.0,0.0,0.4958333333333333,0.5055555555555555,0.0,0.5055555555555555,0.06798287617507179,0.4958333333333333,0.06666666666666667,0.0,0.0,0.0,0.2625,0.06666666666666667,0.0,0.4958333333333333,0.4958333333333333,0.045454545454545456,0.1111111111111111,0.0,0.1111111111111111,0.03695739468126601,0.13636363636363635,0.0,0.0,0.325,0.0,0.1111111111111111,0.0,0.19999999999999996,0.06666666666666665,0.0,0.17391304347826086,0.0,0.5055555555555555
http://cmt#startReviewerBidding,=,http://sigkdd#notification_until,op,FF,0.0,0.4919786096256685,0.5286324786324786,0.0,0.0,0.11476608187134503,0.1726035670781342,0.0,0.30277777777777776,0.48439153439153443,0.0018545541,0.48439153439153443,0.1619855481796755,0.30277777777777776,0.05,0.0,0.24785846463208802,0.0,0.36000000000000004,0.0,0.0018545541,0.5611111111111111,0.30277777777777776,0.0,0.4919786096256685,0.0,0.49206349206349204,0.06256677493854611,0.045454545454545414,0.07028001298507054,0.0,0.12222222222222222,0.0,0.0,0.0,0.09999999999999998,0.0,0.0,0.05405405405405406,0.0,0.48439153439153443
http://cmt#Reviewer,=,http://sigkdd#Registration_SIGMOD_Member,c,FF,0.0,0.2801932367149758,0.641025641025641,0.018817073831788867,0.0,0.0537037037037037,0.06643045741251417,0.0,0.6666666666666667,0.641025641025641,0.0029581097666666663,0.641025641025641,0.24601496885633165,0.6666666666666667,0.25,0.0,0.2067895598003502,0.0,0.43333333333333335,0.25,0.0029581097666666663,0.6666666666666667,0.5833333333333334,0.018518518518518517,0.2801932367149758,0.09999999999999998,0.2801932367149758,0.0373334104643067,0.13636363636363635,0.017097198714812595,0.0,0.325,0.0,0.06349206349206349,0.0,0.25,0.125,0.0,0.125,0.0,0.5512820512820512
http://cmt#SubjectArea,=,http://sigkdd#Author_of_paper_student,c,FF,0.0,0.7453494218200101,0.4906455862977602,0.16986582848910478,0.16092059641916132,0.22656695156695153,0.16092059641916132,0.0,0.5803571428571428,0.4906455862977602,0.04325548123333333,0.4906455862977602,0.12091840243347657,0.5803571428571428,0.09090909090909091,0.0,0.37865227520145067,0.0,0.35,0.09090909090909091,0.04325548123333333,0.5803571428571428,0.5337301587301587,0.22656695156695153,0.7453494218200101,0.0,0.7453494218200101,0.16986582848910478,0.11428571428571432,0.14535583183169365,0.0,0.18181818181818182,0.0,0.7453494218200101,0.0,0.19999999999999996,0.050000000000000044,0.0,0.06451612903225801,0.0,0.4906455862977602
