left,relation,right,owl_type,ngramDistance,level2_monge_elkandeunimadwsoamatchingmatcherstructurallevelGraphBasedUsedPropertyMatcher,wuPalmer,wuPalmerdeunimadwsoamatchingmatcherstructurallevelSimilarityFloodingMatcher,path,lin,level2_jara_winklerdeunimadwsoamatchingmatcherstructurallevelGraphBasedUsedPropertyMatcher,jaroWinklerMeasuredeunimadwsoamatchingmatcherstructurallevelGraphBasedUsedPropertyMatcher,jaroWinklerMeasure,word2Vec,level2_jara_winkler,prefix,level2_jara_winklerdeunimadwsoamatchingmatcherstructurallevelSimilarityFloodingMatcher,ngramDistancedeunimadwsoamatchingmatcherstructurallevelGraphBasedUsedPropertyMatcher,word2VecStemmed,jaccard,level2_monge_elkan,suffix,esaSim,level2_jaro,wuPalmerdeunimadwsoamatchingmatcherstructurallevelGraphBasedUsedPropertyMatcher,smoaDistance,level2_monge_elkandeunimadwsoamatchingmatcherstructurallevelSimilarityFloodingMatcher,jiangConrath,needlemanWunsch2Distance,umbcSim,soft_tfidf_jaro,mongeElkan,simple_tfidf,jaro_winkler_tfidf,levenshteinDistance,hammingDistance,equalDistance,subStringDistance,ngramDistancedeunimadwsoamatchingmatcherstructurallevelSimilarityFloodingMatcher,jaroWinklerMeasuredeunimadwsoamatchingmatcherstructurallevelSimilarityFloodingMatcher,jaroMeasure
http://confOf#Reviewing_event,=,http://ekaw#Workshop,c,0.0,0.2725,0.14285714285714285,0.0,0.045454545454545456,0.0,0.22916666666666666,0.0,0.0,0.2720973762751928,0.22916666666666666,0.125,0.0,0.0,0.19016998729246645,0.0,0.2725,0.0,0.0037624476,0.22916666666666666,0.14285714285714285,0.0,0.0,0.04302187369761189,0.045454545454545414,0.09249795135110617,0.0,0.2,0.0,0.0,0.06666666666666665,0.0,0.0,0.08695652173913038,0.0,0.0,0.0
http://confOf#Registration_of_participants_event,=,http://ekaw#Conference_Paper,c,0.04347826086956519,0.4666666666666667,0.23475135975135974,0.0,0.06407712657712658,0.036638230269130316,0.4515277777777778,0.0,0.0,0.1478214449992172,0.4515277777777778,0.125,0.0,0.04347826086956519,0.0,0.0,0.4666666666666667,0.029411764705882353,0.005869391983333333,0.4319444444444444,0.23475135975135974,0.0,0.0,0.054638939228870746,0.13461538461538458,0.07665645269056161,0.12140510549321959,0.225,0.0,0.0,0.20588235294117652,0.0,0.0,0.12,0.0,0.0,0.0
http://confOf#Member_PC,=,http://ekaw#Submitted_Paper,c,0.0,0.3925,0.1715686274509804,0.0,0.03708791208791209,0.021436258406677823,0.29694444444444446,0.562962962962963,0.562962962962963,0.05230441025003882,0.29694444444444446,0.06666666666666667,0.0,0.0,0.051064531661620824,0.0,0.3925,0.2222222222222222,0.006806991375,0.2861111111111111,0.1715686274509804,0.0,0.0,0.019082089843082524,0.19047619047619047,0.0,0.0,0.3111111111111111,0.0,0.0,0.2666666666666667,0.0,0.0,0.16666666666666663,0.0,0.0,0.562962962962963
http://confOf#Student,=,http://ekaw#Late-Registered_Participant,c,0.0,0.45,0.25396825396825395,0.0,0.05555555555555555,0.0711337337258857,0.1984126984126984,0.5146520146520146,0.5146520146520146,0.20579396150355125,0.1984126984126984,0.07692307692307693,0.0,0.0,0.0,0.0,0.45,0.2857142857142857,0.011772253033333333,0.1984126984126984,0.25396825396825395,0.0,0.0,0.02375661059678863,0.11111111111111116,0.11426736072947581,0.0,0.42857142857142855,0.0,0.0,0.1923076923076923,0.0,0.0,0.12121212121212122,0.0,0.0,0.5146520146520146
http://confOf#hasFax,=,http://ekaw#locationOf,dp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
http://confOf#hasStreet,=,http://ekaw#hasUpdatedVersion,dp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
http://confOf#Conference,=,http://ekaw#Agency_Staff_Member,c,0.07999999999999996,0.5,0.47458720330237364,0.0,0.11011904761904762,0.2749771313131954,0.48888888888888893,0.4535087719298246,0.4535087719298246,0.2041054307147244,0.48888888888888893,0.05263157894736842,0.0,0.07999999999999996,0.0,0.0,0.5,0.2,0.022995974899999997,0.48888888888888893,0.47458720330237364,0.3166399572649572,0.0,0.08682659295632911,0.1428571428571429,0.06061683471004168,0.0,0.3,0.0,0.0,0.21052631578947367,0.0,0.0,0.2068965517241379,0.0,0.0,0.4535087719298246
http://confOf#Participant,=,http://ekaw#Review,c,0.0,0.25,0.19047619047619047,0.0,0.05555555555555555,0.0,0.16835016835016836,0.5050505050505051,0.5050505050505051,0.11707227511623416,0.16835016835016836,0.09090909090909091,0.0,0.0,0.008279228596550808,0.0,0.25,0.0,0.0,0.16835016835016836,0.19047619047619047,0.0,0.0,0.04751358319474256,0.125,0.0,0.0,0.3,0.0,0.0,0.18181818181818177,0.0,0.0,0.11764705882352944,0.0,0.0,0.5050505050505051
http://confOf#writtenBy,=,http://ekaw#references,op,0.0,0.24642857142857144,0.0,0.0,0.0,0.0,0.2565476190476191,0.5444444444444444,0.5444444444444444,0.18923554599832962,0.2565476190476191,0.1111111111111111,0.0,0.0,0.0,0.0,0.24642857142857144,0.0,0.0083433653,0.2565476190476191,0.0,0.0,0.0,0.0,0.18181818181818177,0.01706206239759922,0.0,0.2222222222222222,0.0,0.0,0.19999999999999996,0.19999999999999996,0.0,0.21052631578947367,0.0,0.0,0.5444444444444444
http://confOf#Reception,=,http://ekaw#Evaluated_Paper,c,0.0,0.32,0.14285714285714285,0.0,0.041666666666666664,0.0,0.4444444444444444,0.39999999999999997,0.39999999999999997,0.01980878461637999,0.4444444444444444,0.1111111111111111,0.0,0.0,0.0,0.0,0.32,0.1111111111111111,0.0,0.4444444444444444,0.14285714285714285,0.0,0.0,0.02997351504636081,0.09523809523809523,0.002020491985604167,0.0,0.17777777777777778,0.0,0.0,0.1333333333333333,0.0,0.0,0.08333333333333337,0.0,0.0,0.39999999999999997
