left,relation,right,equalDistance_matcher,needlemanWunsch2Distance_matcher,subStringDistance_matcher,jaroWinklerMeasure_matcher,ngramDistance_matcher,levenshteinDistance_matcher,smoaDistance_matcher,soft_tfidf_jaro,simple_tfidf,jaroMeasure_matcher,hammingDistance_matcher
http://cmt#maxPapers,=,http://edas#hasAttendee,,,,0.35757575757575755,,,,,,0.5959595959595959,
http://cmt#reviewerBiddingStartedBy,=,http://edas#registrationDueOn,,,,,,,,,,,0.16666666666666663
http://cmt#hasCo-author,=,http://edas#hasTopic,,,,,,,,0.1836599139748634,0.1836599139748634,,
http://cmt#Co-author,=,http://edas#Country,,,,0.3853968253968254,,,,,,0.6423280423280423,
http://cmt#hasDecision,=,http://edas#hasCostAmount,,,,0.434965034965035,,,,,,0.724941724941725,
http://cmt#SubjectArea,=,http://edas#RejectRating,,,0.34782608695652173,,0.21052631578947367,,0.45098310717252843,,,,
http://cmt#hardcopyMailingManifestsPrintedBy,=,http://edas#hasSubmissionDeadline,,,,,,,,,,,0.1515151515151515
http://cmt#finalizePaperAssignment,=,http://edas#hasRelatedDocument,,0.2857142857142857,,,,0.34782608695652173,,,,,
http://cmt#writePaper,=,http://edas#paperDueOn,,,0.5,,0.375,,0.6111111111111112,,,,
http://cmt#logoURL,=,http://edas#hasCall,,,,,,,,,,,0.1428571428571429
http://cmt#hasAuthor,=,http://edas#hasAttendee,,,0.4,,0.25,0.4545454545454546,0.6310151187904968,,,,0.4545454545454546
http://cmt#detailsEnteredBy,=,http://edas#attendeeAt,,,,0.42500000000000004,,,,,,0.7083333333333334,
http://cmt#PaperAbstract,=,http://edas#Paper,,,0.5555555555555556,0.4769230769230769,0.4285714285714286,,0.8666666666666667,0.3999989963532421,0.3999989963532421,0.7948717948717948,0.3846153846153846
http://cmt#detailsEnteredBy,=,http://edas#providedBy,,,0.3076923076923077,,0.18181818181818188,,0.41947115384615385,0.13364311376396973,0.13364311376396973,,
http://cmt#writeReview,=,http://edas#hasReviewHistory,,,,,,,,,0.29957421073537366,,
http://cmt#writtenBy,=,http://edas#isWrittenBy,,0.6923076923076923,0.9,,0.875,0.8181818181818181,0.95,0.8841833340244626,,,
http://cmt#SubjectArea,=,http://edas#PublishedPaper,,0.2941176470588235,,,,,,,,,
http://cmt#Bid,=,http://edas#BreakEvent,,,,,,,0.050000000000000044,,,,
http://cmt#hasBeenAssigned,=,http://edas#hasSubmissionDeadline,,,,0.41952380952380963,,0.4285714285714286,0.5421157684630739,,,0.6992063492063493,
http://cmt#rejectPaper,=,http://edas#hasRelatedPaper,,,,,,,,,0.16846310593874114,,
http://cmt#reviewCriteriaEnteredBy,=,http://edas#registrationDueOn,,,,,,,,,,,0.17391304347826086
http://cmt#enterReviewCriteria,=,http://edas#attendeeAt,,,,,,,,,,,0.1578947368421053
http://cmt#markConflictOfInterest,=,http://edas#relatesTo,,,0.19354838709677424,,0.07407407407407407,,0.3035643170051773,,,,
http://cmt#PaperFullVersion,=,http://edas#PaperPresentation,,0.4444444444444444,,,,0.47058823529411764,,,,,
http://cmt#acceptsHardcopySubmissions,=,http://edas#hasSubmissionDeadline,,,0.42553191489361697,,,,0.5388529139685476,,,,
http://cmt#date,=,http://edas#hasEmail,,,,,,,,,,,0.25
http://cmt#acceptedBy,=,http://edas#isInitiatedBy,,,0.4347826086956521,,0.3157894736842105,,0.5507246376811594,,,,
http://cmt#AuthorNotReviewer,=,http://edas#Author,,,,0.45378151260504196,,,0.8565217391304347,0.5456930014421072,0.5456930014421072,0.7563025210084033,0.3529411764705882
http://cmt#AssociatedChair,=,http://edas#SocialEvent,,,0.3846153846153846,,0.2727272727272727,,0.49875930521091816,,,,
http://cmt#Decision,=,http://edas#Excursion,,,0.47058823529411764,,0.3076923076923077,,0.582855093256815,,,,
http://cmt#setMaxPapers,=,http://edas#isInitiatedBy,,,,,,,,,,,0.15384615384615385
http://cmt#Meta-Reviewer,=,http://edas#RejectedPaper,,,,,,,,,,,0.3076923076923077
http://cmt#siteURL,=,http://edas#isWrittenBy,,0.2666666666666667,,,,0.36363636363636365,,,,,
http://cmt#enableVirtualMeeting,=,http://edas#hasRating,,,0.27586206896551724,,0.16000000000000003,0.35,,,,,
http://cmt#User,=,http://edas#Person,,,,0.3999999999999999,,,,,,0.6666666666666666,
http://cmt#paperAssignmentToolsRunBy,=,http://edas#hasReviewHistory,,0.20588235294117652,,,,,,,,,
http://cmt#acceptPaper,=,http://edas#isInitiatedBy,,,,,,,,,,,0.23076923076923073
http://cmt#detailsEnteredBy,=,http://edas#isReviewedBy,,0.35,,,,0.4375,,,,,
http://cmt#Bid,=,http://edas#CADTopic,,,,0.29166666666666674,,,,,,0.48611111111111116,0.125
http://cmt#Administrator,=,http://edas#ActivePaper,,0.2666666666666667,,,,,,,,,
http://cmt#maxPapers,=,http://edas#relatedToPaper,,,,,,0.3571428571428571,,,,,
http://cmt#acceptsHardcopySubmissions,=,http://edas#attendeeAt,,,,,,,,,,,0.11538461538461542
http://cmt#hardcopyMailingManifestsPrintedBy,=,http://edas#providedBy,,,,,,,,0.09707210105256042,0.09707210105256042,,
http://cmt#maxPapers,=,http://edas#paperDueOn,,,0.5263157894736842,,0.4,,0.638157894736842,0.31898174471869073,,,
http://cmt#markConflictOfInterest,=,http://edas#manuscriptDueOn,,0.24137931034482762,,,,,,,,,
http://cmt#date,=,http://edas#endDate,,0.4,0.7272727272727273,,0.5714285714285714,0.5714285714285714,0.8636363636363636,,,,
http://cmt#email,=,http://edas#hasCity,,,,0.3371428571428572,,,,,,0.5619047619047619,
http://cmt#Preference,=,http://edas#Conference,,0.7,0.7,,0.625,0.7,0.7940298507462686,,,,0.7
http://cmt#SubjectArea,=,http://edas#BreakEvent,,,,0.3309090909090908,,,,,,0.5515151515151514,
http://cmt#ConferenceChair,=,http://edas#ConferenceChair,1.0,1.0,1.0,0.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0
http://cmt#enableVirtualMeeting,=,http://edas#endDate,,,,,,,,,,,0.09999999999999998
http://cmt#Rejection,=,http://edas#Reception,,0.7777777777777778,,0.5055555555555555,,0.7777777777777778,,0.9074074074074073,,0.8425925925925926,0.7777777777777778
http://cmt#reviewCriteriaEnteredBy,=,http://edas#forEvent,,,,0.36847826086956526,,,,,,0.6141304347826088,
http://cmt#readByReviewer,=,http://edas#isReviewedBy,,,0.5384615384615384,,0.5454545454545454,0.3571428571428571,0.8533653846153846,0.5531299566666846,,,
http://cmt#hasBeenAssigned,=,http://edas#hasTopic,,,,,,,,0.16185415939969044,0.16185415939969044,,
http://cmt#Acceptance,=,http://edas#AcceptRating,,0.5,0.5454545454545454,0.4849999999999999,0.4444444444444444,0.5833333333333333,0.75,,,0.8083333333333332,0.5
http://cmt#startReviewerBidding,=,http://edas#isReviewedBy,,,0.4375,,,,,,,,
http://cmt#markConflictOfInterest,=,http://edas#isReviewHistoryOf,,,,,,,,,,,0.18181818181818177
http://cmt#paperAssignmentFinalizedBy,=,http://edas#paperDueOn,,,0.2777777777777778,,0.1875,,0.5733333333333334,0.27028925077403354,0.27028925077403354,,0.1923076923076923
http://cmt#AuthorNotReviewer,=,http://edas#CallForReviews,,0.35,,,,0.47058823529411764,,,,,
http://cmt#readByMeta-Reviewer,=,http://edas#isReviewedBy,,,0.4516129032258065,,0.4444444444444444,,0.7747083047357584,0.44424797167318875,,,
http://cmt#Document,=,http://edas#Document,1.0,1.0,1.0,0.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0
http://cmt#finalizePaperAssignment,=,http://edas#paperDueOn,,,0.303030303030303,,0.2068965517241379,,0.446969696969697,0.18192954885405058,,,
http://cmt#runPaperAssignmentTools,=,http://edas#hasSubmissionInstructions,,,,0.3321304347826086,,,,,,0.5535507246376811,
http://cmt#hasBeenAssigned,=,http://edas#hasRelatedPaper,,0.33333333333333337,,,,,,,,,0.33333333333333337
http://cmt#adjustBid,=,http://edas#hasTopic,,,0.23529411764705888,0.38888888888888884,,,,,,0.6481481481481481,
http://cmt#rejectPaper,=,http://edas#relatedToPaper,,0.5294117647058824,,0.4096681096681096,,0.6428571428571428,,,,0.6827801827801828,
http://cmt#submitPaper,=,http://edas#hasRelatedPaper,,0.368421052631579,,,,0.4666666666666667,,,0.16846310593874114,,
http://cmt#addedBy,=,http://edas#providedBy,,0.3846153846153846,0.5882352941176471,,0.46153846153846156,0.5,0.7107843137254902,0.1707747861545529,0.1707747861545529,,
http://cmt#hasBeenAssigned,=,http://edas#hasStreet,,,,,0.19999999999999996,,,,,,
http://cmt#assignedTo,=,http://edas#relatedToPaper,,,0.33333333333333326,,0.19999999999999996,,0.4421157684630739,0.38812064242468053,0.38812064242468053,,
http://cmt#finalizePaperAssignment,=,http://edas#hasRelatedPaper,,,,,,,,,0.13899146436215049,,
http://cmt#readByMeta-Reviewer,=,http://edas#hasRelatedPaper,,0.26086956521739135,,,,,,,,,
http://cmt#rejectedBy,=,http://edas#isReviewedBy,,0.4285714285714286,,0.45666666666666667,,0.5,,,,0.7611111111111111,
http://cmt#hasConflictOfInterest,=,http://edas#hasRelatedDocument,,0.29166666666666663,,,,,,,,,
http://cmt#readByMeta-Reviewer,=,http://edas#relatedToPaper,,,,,,,,,,,0.1578947368421053
http://cmt#co-writePaper,=,http://edas#isWrittenBy,,,,0.36806526806526807,,,,0.4487723762484494,,0.6134421134421135,
http://cmt#hasAuthor,=,http://edas#hasStreet,,,,0.4555555555555555,,,,,,0.7592592592592592,
http://cmt#reviewCriteriaEnteredBy,=,http://edas#isInitiatedBy,,0.303030303030303,,,,0.4347826086956522,,,,,
http://cmt#logoURL,=,http://edas#hasCountry,,0.23076923076923073,0.23529411764705888,0.31714285714285717,,0.30000000000000004,,,,0.5285714285714286,
http://cmt#Decision,=,http://edas#Document,,,,,,,,,,,0.25
http://cmt#AuthorNotReviewer,=,http://edas#Reviewer,,,0.64,,0.5714285714285714,,,,,,
http://cmt#Reviewer,=,http://edas#Reviewer,1.0,1.0,1.0,0.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0
