left,relation,right,equalDistance_matcher,needlemanWunsch2Distance_matcher,subStringDistance_matcher,jaroWinklerMeasure_matcher,ngramDistance_matcher,levenshteinDistance_matcher,smoaDistance_matcher,soft_tfidf_jaro,simple_tfidf,jaroMeasure_matcher,hammingDistance_matcher
http://confOf#Working_event,=,http://iasted#Hotel_presenter,,,,,,,,,,,0.33333333333333337
http://confOf#maxChoice,=,http://iasted#go_through,,0.18181818181818177,,,,,,,,,
http://confOf#Event,=,http://iasted#Renting,,,0.5,,0.25,,0.6226114649681529,,,,
http://confOf#has_title,=,http://iasted#has_amount_of,,0.2941176470588235,0.36363636363636365,,0.2222222222222222,0.3846153846153846,0.5577700174607134,0.17437600454078533,0.17437600454078533,,0.3076923076923077
http://confOf#Assistant,=,http://iasted#Listener,,,,,,0.33333333333333337,,,,,
http://confOf#reviewes,=,http://iasted#write,,0.18181818181818177,,0.37,,,,,,0.6166666666666667,
http://confOf#hasTitle,=,http://iasted#has_amount_of,,,,0.351923076923077,0.11764705882352944,,0.523559491144924,0.15685588672218395,0.15685588672218395,0.5865384615384616,0.23076923076923073
http://confOf#Regular,=,http://iasted#Departure,,,,0.39682539682539686,,,,,,0.6613756613756614,
http://confOf#hasStreet,=,http://iasted#need,,,0.3076923076923077,,,,,,,,
http://confOf#Poster,=,http://iasted#Hotel_room,,,,0.41333333333333333,,,,,,0.6888888888888888,
http://confOf#Volunteer,=,http://iasted#Non_speaker,,,,0.40202020202020206,,,,,,0.6700336700336701,
http://confOf#Person,=,http://iasted#Person,1.0,1.0,1.0,0.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0
http://confOf#earlyRegistration,=,http://iasted#give,,,0.19047619047619047,,,,,,,,
http://confOf#Short_paper,=,http://iasted#Shuttle_bus,,,,,,,,,,,0.2727272727272727
http://confOf#Regular,=,http://iasted#Lecturer,,0.33333333333333337,,,,0.375,,,,,
http://confOf#Member,=,http://iasted#Review,,,,,,,,,,,0.33333333333333337
http://confOf#remark,=,http://iasted#send,,,,,,,,,,,0.16666666666666663
http://confOf#parallel_with,=,http://iasted#is_paid_with,,0.3571428571428571,0.4,0.43141025641025643,0.2857142857142857,0.3846153846153846,0.470550576184379,0.4294150485432502,0.4294150485432502,0.719017094017094,
http://confOf#has_short_title,=,http://iasted#is_sent_after,,0.3529411764705882,,,,0.4,,,,,
http://confOf#Working_event,=,http://iasted#Worker_non_speaker,,,,0.3829059829059829,,,,,,0.6381766381766382,
http://confOf#expertOn,=,http://iasted#done_till,,,,,,,,,,,0.2222222222222222
http://confOf#Scholar,=,http://iasted#Hotel_room,,,,0.39428571428571435,,,,,,0.6571428571428571,
http://confOf#Member_PC,=,http://iasted#Lecturer,,,,,,,,,,,0.2222222222222222
http://confOf#Workshop,=,http://iasted#Worker_lecturer,,,0.34782608695652173,,0.21052631578947367,,0.6196969696969697,,,,0.2666666666666667
http://confOf#hasHomePage,=,http://iasted#prepare,,0.2666666666666667,0.33333333333333326,,0.1428571428571428,0.36363636363636365,,,,,
http://confOf#hasTitle,=,http://iasted#write,,0.2727272727272727,0.3076923076923077,,,0.375,,,,,
http://confOf#starts_on,=,http://iasted#sign,,,,,,,0.050000000000000044,,,,
http://confOf#defaultChoice,=,http://iasted#done_till,,0.17647058823529416,,,,0.23076923076923073,,,,,
http://confOf#Tutorial,=,http://iasted#Tutorial,1.0,1.0,1.0,0.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0
http://confOf#expertOn,=,http://iasted#is_dated_on,,,,,,,,0.4223529832434466,,,
http://confOf#reviewes,=,http://iasted#prepare,,,0.2666666666666666,,,0.25,,,,,0.125
http://confOf#Reviewing_results_event,=,http://iasted#Reviewer,,,,0.4445652173913044,,,,,,0.7409420289855072,
http://confOf#hasEmail,=,http://iasted#send,,,0.33333333333333326,,,,,,,,
http://confOf#Banquet,=,http://iasted#Dinner_banquet,,,0.6666666666666666,,0.5882352941176471,0.5,0.85,0.7071067811865475,,,
http://confOf#Topic,=,http://iasted#Trip_city,,,,,,,0.050000000000000044,,,,
http://confOf#Short_paper,=,http://iasted#Tutorial_speaker,,0.33333333333333337,,,,0.4375,,,,,
http://confOf#minChoice,=,http://iasted#sign,,,,0.34444444444444444,,,,,,0.5740740740740741,
http://confOf#Trip,=,http://iasted#Trip_city,,,,,,,,,0.7303582962566587,,
http://confOf#hasFax,=,http://iasted#has_amount_of,,0.19999999999999996,0.3157894736842105,0.3948717948717948,0.1333333333333333,0.3076923076923077,0.5812217194570136,0.15685588672218395,0.15685588672218395,0.6581196581196581,0.3076923076923077
http://confOf#Reception,=,http://iasted#Presentation,,0.4666666666666667,,0.4277777777777778,,0.5833333333333333,,,,0.7129629629629629,
http://confOf#Company,=,http://iasted#Sponsor_company_house,,,,,0.41666666666666674,,0.7692307692307692,0.6554445678499679,,,
http://confOf#Contribution,=,http://iasted#Publication,,,0.34782608695652173,,,,,,,,
