left,relation,right,equalDistance_matcher,needlemanWunsch2Distance_matcher,subStringDistance_matcher,jaroWinklerMeasure_matcher,ngramDistance_matcher,levenshteinDistance_matcher,smoaDistance_matcher,soft_tfidf_jaro,simple_tfidf,jaroMeasure_matcher,hammingDistance_matcher
http://conference#has_a_track-workshop-tutorial_topic,=,http://ekaw#hasUpdatedVersion,,0.15094339622641506,,,,,,,,,
http://conference#belongs_to_a_review_reference,=,http://ekaw#reviewOfPaper,,,,,,,,,0.26316940583282245,,
http://conference#belongs_to_reviewers,=,http://ekaw#heldIn,,,,0.32999999999999996,,,,,,0.5499999999999999,
http://conference#Review_preference,=,http://ekaw#Conference,,0.29166666666666663,,,0.4347826086956521,0.4117647058823529,,,,,
http://conference#Regular_author,=,http://ekaw#Regular_Paper,,0.6,,0.4746253746253746,,0.6428571428571428,0.7580293255131965,,0.6191343716832339,0.7910422910422911,0.5714285714285714
http://conference#invited_by,=,http://ekaw#paperInVolume,,,0.26086956521739135,,0.10526315789473684,,,,,,
http://conference#was_a_member_of,=,http://ekaw#hasUpdatedVersion,,0.3157894736842105,,0.37568627450980396,,0.3529411764705882,,,,0.6261437908496732,
http://conference#is_an_abstract_submission_date,=,http://ekaw#hasUpdatedVersion,,0.16279069767441856,,,,0.23333333333333328,,,,,
http://conference#has_gender,=,http://ekaw#hasEvent,,,,,,0.5,,,,,0.5
http://conference#has_the_last_name,=,http://ekaw#hasEvent,,0.1923076923076923,,0.38725490196078427,,0.2941176470588235,,,,0.6454248366013072,
http://conference#Written_contribution,=,http://ekaw#Academic_Institution,,0.35,,,,0.4,,,,,0.35
http://conference#Presentation,=,http://ekaw#Organisation,,0.5,,,,,,,,,
http://conference#was_a_committee_of,=,http://ekaw#reviewWrittenBy,,0.19047619047619047,,,,,,,,,
http://conference#has_a_degree,=,http://ekaw#hasReviewer,,0.3846153846153846,,,,0.41666666666666663,,,,,0.33333333333333337
http://conference#has_contributions,=,http://ekaw#hasReview,,,,,,,,0.1377201262984805,0.1377201262984805,,
http://conference#has_been_assigned_a_review_reference,=,http://ekaw#hasUpdatedVersion,,0.18181818181818177,,,,,,,,,
http://conference#Workshop,=,http://ekaw#Workshop,1.0,1.0,1.0,0.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0
http://conference#Conference_volume,=,http://ekaw#Conference_Banquet,,0.631578947368421,,,,0.6666666666666667,,,,,0.6666666666666667
http://conference#has_a_submitted_contribution,=,http://ekaw#hasUpdatedVersion,,0.28205128205128205,,,0.14634146341463417,0.3928571428571429,0.636984207845135,,,,
http://conference#was_a_member_of,=,http://ekaw#hasReviewer,,,,,,,,,,,0.19999999999999996
http://conference#has_a_volume,=,http://ekaw#paperInVolume,,0.5,0.48,,0.38095238095238093,0.5384615384615384,0.6397622987814051,0.5353968196420708,,,
http://conference#has_a_date_of_issue,=,http://ekaw#hasPart,,,,0.3393483709273183,,,,,,0.5655806182121972,
http://conference#Poster,=,http://ekaw#Poster_Paper,,,0.6666666666666666,0.5,0.5714285714285714,,0.911764705882353,0.8672004968579012,0.8672004968579012,0.8333333333333334,0.5
http://conference#Accepted_contribution,=,http://ekaw#Accepted_Paper,,,0.5142857142857142,0.44999999999999996,,0.47619047619047616,0.7174681973316785,0.7387615948047157,0.7387615948047157,0.75,0.47619047619047616
http://conference#Topic,=,http://ekaw#Tutorial,,0.2727272727272727,,,,0.375,,,,,
http://conference#has_a_commtitee,=,http://ekaw#hasReview,,0.23809523809523814,,,,0.33333333333333337,,0.13060093032588632,0.13060093032588632,,
http://conference#was_a_committee_chair_of,=,http://ekaw#partOf,,,,,,,,0.27484359101499256,,,
http://conference#Rejected_contribution,=,http://ekaw#Academic_Institution,,0.36363636363636365,,,,,,,,,
http://conference#Extended_abstract,=,http://ekaw#Invited_Talk_Abstract,,,,0.4781162464985995,,,,,,0.7968604108309991,
http://conference#Important_dates,=,http://ekaw#Evaluated_Paper,,,0.19999999999999996,,,,,,,,
http://conference#Conference_proceedings,=,http://ekaw#Conference_Proceedings,1.0,1.0,1.0,0.6,1.0,1.0,1.0,0.9958021714541587,,1.0,1.0
http://conference#has_important_dates,=,http://ekaw#hasUpdatedVersion,,,,0.3508255933952529,0.1875,,0.6085200227084152,,,0.5847093223254214,
http://conference#Conference_fees,=,http://ekaw#Conference_Trip,,0.7333333333333334,,,,,,,,,0.7333333333333334
http://conference#was_a_committe_co-chair_of,=,http://ekaw#hasPart,,,,0.3087912087912088,,,,,,0.5146520146520146,0.11538461538461542
http://conference#is_a_date_of_acceptance_announcement,=,http://ekaw#partOf,,,,,,,,0.19336593480437975,,,
http://conference#has_gender,=,http://ekaw#hasPart,,,0.3529411764705883,,0.15384615384615385,,0.579229797979798,,,,
http://conference#was_a_track-workshop_chair_of,=,http://ekaw#hasUpdatedVersion,,0.1707317073170732,,,,,,,,,
http://conference#Steering_committee,=,http://ekaw#Submitted_Paper,,,0.303030303030303,,0.2068965517241379,,0.4583191850594227,,,,
http://conference#is_a_starting_date,=,http://ekaw#updatedVersionOf,,,,,0.1333333333333333,,,,,,
http://conference#Contribution_1th-author,=,http://ekaw#Multi-author_Volume,,,,,,,,,0.19781638545033225,,
http://conference#has_parts,=,http://ekaw#partOf,,,0.5333333333333333,,,,,,,,
http://conference#was_an_organizing_committee_of,=,http://ekaw#presentationOfPaper,,0.14634146341463417,,,,,,,,,
http://conference#is_a_topis_of_conference_parts,=,http://ekaw#topicCoveredBy,,0.19565217391304346,,,,0.30000000000000004,,,,,
http://conference#contributes,=,http://ekaw#coversTopic,,0.2727272727272727,,,,,,,,,0.2727272727272727
http://conference#Conference_fees,=,http://ekaw#Conference,,,0.8,,0.7619047619047619,,0.95,0.4164925298085818,0.4164925298085818,,
http://conference#has_a_steering_committee,=,http://ekaw#hasPart,,,,0.3845238095238095,,,0.4739539748953976,,,0.6408730158730159,
