left,relation,right,equalDistance_matcher,needlemanWunsch2Distance_matcher,subStringDistance_matcher,jaroWinklerMeasure_matcher,ngramDistance_matcher,levenshteinDistance_matcher,smoaDistance_matcher,soft_tfidf_jaro,simple_tfidf,jaroMeasure_matcher,hammingDistance_matcher
http://cmt#Meta-Review,=,http://iasted#Lecturer,,,,0.37590909090909097,,,,,,0.6265151515151516,0.2727272727272727
http://cmt#co-writePaper,=,http://iasted#write,,,0.5555555555555556,,0.4285714285714286,,0.7777777777777778,0.5493696108791193,0.5493696108791193,,
http://cmt#hasConflictOfInterest,=,http://iasted#has_amount_of,,,,,,,0.6081198060941828,0.42164309430656255,0.16006967110851292,,0.23809523809523814
http://cmt#acceptedBy,=,http://iasted#is_dated_on,,,,,0.11764705882352944,,,,,,
http://cmt#enterReviewCriteria,=,http://iasted#is_sent_after,,,,,0.2142857142857143,,,,,,
http://cmt#ExternalReviewer,=,http://iasted#Tutorial_speaker,,0.375,,,,,,,,,0.375
http://cmt#Rejection,=,http://iasted#Activity,,,,0.3916666666666666,,,,,,0.6527777777777778,
http://cmt#ProgramCommitteeMember,=,http://iasted#Social_program,,,0.38888888888888884,,0.3125,,0.5310810810810811,,,,
http://cmt#printHardcopyMailingManifests,=,http://iasted#write,,,0.11764705882352944,0.3406896551724139,,,,,,0.567816091954023,
http://cmt#detailsEnteredBy,=,http://iasted#is_signed_by,,,,0.39583333333333326,,,,,,0.6597222222222222,
http://cmt#PaperFullVersion,=,http://iasted#Full_day_tour,,,,,,,,0.3486996606165761,0.3486996606165761,,
http://cmt#addProgramCommitteeMember,=,http://iasted#send,,,,0.258,,,,,,0.42999999999999994,
http://cmt#enterConferenceDetails,=,http://iasted#obtain,,,0.2142857142857143,,,,0.3851802403204272,,,,
http://cmt#enableVirtualMeeting,=,http://iasted#is_situated_in,,0.2692307692307693,0.17647058823529416,,0.06666666666666665,0.35,,,,,
http://cmt#adjustedBy,=,http://iasted#is_dated_on,,,,,0.11764705882352944,,,,,,
http://cmt#name,=,http://iasted#need,,,,0.3999999999999999,,,0.050000000000000044,,,0.6666666666666666,
http://cmt#paperID,=,http://iasted#pay,,,0.4,0.3904761904761904,,,0.09999999999999998,,,0.6507936507936508,0.2857142857142857
http://cmt#paperAssignmentFinalizedBy,=,http://iasted#sign,,,0.2666666666666666,,0.15384615384615385,,,,,,
http://cmt#memberOfConference,=,http://iasted#go_through,,,,,,,,,,,0.11111111111111116
http://cmt#reviewsPerPaper,=,http://iasted#is_designed_for,,,,,,,,,,,0.1333333333333333
http://cmt#Rejection,=,http://iasted#Research,,,,,,,,,,,0.33333333333333337
http://cmt#hasConferenceMember,=,http://iasted#is_present,,,,0.30796992481203,,,,,,0.5132832080200501,
http://cmt#hasBid,=,http://iasted#has_amount_of,,,0.3157894736842105,0.3615384615384616,0.1333333333333333,,0.5812217194570136,0.2514029172031973,0.2514029172031973,0.6025641025641025,0.23076923076923073
http://cmt#detailsEnteredBy,=,http://iasted#is_paid_by,,,,,,,,0.2012684422193084,,,
http://cmt#AuthorNotReviewer,=,http://iasted#Reviewer,,,0.64,,0.5714285714285714,0.47058823529411764,,,,,
http://cmt#reviewerBiddingStartedBy,=,http://iasted#is_situated_in,,,,,,,,,,,0.125
http://cmt#enterConferenceDetails,=,http://iasted#is_present_in,,,,,,,,,,,0.09090909090909094
http://cmt#addedBy,=,http://iasted#is_paid_by,,,,,,,,0.28309996960279366,,,
http://cmt#Meta-Review,=,http://iasted#Review,,0.375,0.7058823529411765,,0.6153846153846154,0.5454545454545454,0.8529411764705883,0.6457997626293305,0.6457997626293305,,
http://cmt#addedBy,=,http://iasted#need,,,0.36363636363636365,,,,,,,,
http://cmt#maxPapers,=,http://iasted#prepare,,0.2727272727272727,,0.34539682539682537,,0.33333333333333337,,,,0.5756613756613757,0.33333333333333337
http://cmt#hasDecision,=,http://iasted#is_designed_for,,,,,,,0.6139191290824262,,,,
http://cmt#hardcopyMailingManifestsPrintedBy,=,http://iasted#is_connected_with,,0.1428571428571429,,,,,,,,,
http://cmt#reviewCriteriaEnteredBy,=,http://iasted#is_paid_by,,,,,,,,0.17135566013655712,,,
http://cmt#date,=,http://iasted#give,,,,,,,,,,,0.25
http://cmt#title,=,http://iasted#sign,,,,,,,,,,,0.19999999999999996
http://cmt#hasBeenAssigned,=,http://iasted#sign,,,,,,,0.7105263157894737,,,,
http://cmt#assignedByAdministrator,=,http://iasted#is_needed_for,,0.18181818181818177,,,,,,,,,
http://cmt#Author,=,http://iasted#Author,1.0,1.0,1.0,0.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0
http://cmt#reviewerBiddingStartedBy,=,http://iasted#is_paid_by,,,,,,,,0.16463393771342794,,,
http://cmt#PaperFullVersion,=,http://iasted#Presentation,,,,0.3583333333333334,,,,,,0.5972222222222222,
http://cmt#logoURL,=,http://iasted#done_till,,,,0.2857142857142856,,,,,,0.47619047619047605,
http://cmt#enableVirtualMeeting,=,http://iasted#is_present_in,,,,,,,,,,,0.09999999999999998
http://cmt#paperAssignmentToolsRunBy,=,http://iasted#is_designed_for,,0.19999999999999996,,,,,,,,,
http://cmt#hasProgramCommitteeMember,=,http://iasted#has_amount_of,,0.18918918918918914,0.1578947368421053,,0.05882352941176472,0.28,0.3840886760009826,0.18780516422266752,0.18780516422266752,,0.16000000000000003
http://cmt#memberOfConference,=,http://iasted#send,,,0.18181818181818188,,,,,,,,
http://cmt#submitPaper,=,http://iasted#pay,,,0.2857142857142857,,,,,,,,
http://cmt#markConflictOfInterest,=,http://iasted#is_present,,,0.1875,,0.0714285714285714,,0.3035643170051773,,,,
http://cmt#addedBy,=,http://iasted#is_used_by,,0.3076923076923077,,0.3371428571428572,,0.4,0.6456989247311828,,,0.5619047619047619,
http://cmt#hardcopyMailingManifestsPrintedBy,=,http://iasted#is_visited_by,,,,,,0.24242424242424243,,,,,
http://cmt#Acceptance,=,http://iasted#Deadline_for_notification_of_acceptance,,,0.40816326530612246,,0.3555555555555556,,0.7222222222222222,0.5243584775799386,,,
http://cmt#submitPaper,=,http://iasted#sign,,,,,,,0.050000000000000044,,,,
http://cmt#ConferenceChair,=,http://iasted#Conference_hall,,0.8,,,,0.8,,,,,0.8
http://cmt#AssociatedChair,=,http://iasted#Tutorial_speaker,,,,,,,,,,,0.25
http://cmt#readByMeta-Reviewer,=,http://iasted#is_designed_for,,0.17391304347826086,,,,,,,,,
http://cmt#Review,=,http://iasted#Review,1.0,1.0,1.0,0.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0
http://cmt#assignReviewer,=,http://iasted#is_sent_before,,,,0.30952380952380953,,,,,,0.5158730158730159,
http://cmt#assignExternalReviewer,=,http://iasted#is_sent_after,,0.19354838709677424,,,,0.2727272727272727,,,,,
http://cmt#startReviewerBidding,=,http://iasted#prepare,,,,,,,,,,,0.09999999999999998
http://cmt#startReviewerBidding,=,http://iasted#is_paid_in,,,,,,0.25,0.3354037267080745,,,,
http://cmt#reviewCriteriaEnteredBy,=,http://iasted#write,,,0.2857142857142857,0.34608695652173904,,,0.5553801631149697,,,0.5768115942028985,
http://cmt#hardcopyMailingManifestsPrintedBy,=,http://iasted#is_paid_by,,,,,,,,0.1494384236805568,,,
http://cmt#writtenBy,=,http://iasted#is_writen_by,,0.4,,,,0.5833333333333333,0.9055246812683884,0.9215523769068432,,,
http://cmt#co-writePaper,=,http://iasted#is_writen_by,,0.3571428571428571,,,,0.3846153846153846,,,,,0.3846153846153846
http://cmt#hasBeenAssigned,=,http://iasted#is_sent_after,,0.23529411764705888,,0.298974358974359,,,,,,0.4982905982905983,
http://cmt#hasBid,=,http://iasted#send,,0.25,,,,0.33333333333333337,,,,,
http://cmt#name,=,http://iasted#prepare,,,,,,0.2857142857142857,,,,,
http://cmt#virtualMeetingEnabledBy,=,http://iasted#is_paid_by,,,,,,,,0.16463393771342794,,,
http://cmt#memberOfConference,=,http://iasted#is_connected_with,,,,,0.06451612903225801,,0.253071253071253,,,,
http://cmt#hasConflictOfInterest,=,http://iasted#is_present,,,0.19354838709677424,,0.07407407407407407,,,,,,
