left,relation,right,equalDistance_matcher,needlemanWunsch2Distance_matcher,subStringDistance_matcher,jaroWinklerMeasure_matcher,ngramDistance_matcher,levenshteinDistance_matcher,smoaDistance_matcher,soft_tfidf_jaro,simple_tfidf,jaroMeasure_matcher,hammingDistance_matcher
http://cmt#setMaxPapers,=,http://sigkdd#pay,,,0.2666666666666666,,,,,,,,
http://cmt#assignedTo,=,http://sigkdd#Nation,,,,0.36,,,,,,0.6,
http://cmt#ExternalReviewer,=,http://sigkdd#General_Chair,,0.26315789473684215,,0.32346153846153847,,,,,,0.5391025641025641,0.1875
http://cmt#enterConferenceDetails,=,http://sigkdd#Nation,,,,0.36969696969696964,,,,,,0.6161616161616161,
http://cmt#assignedByAdministrator,=,http://sigkdd#designed_by,,0.17142857142857137,0.3529411764705883,,0.2666666666666666,0.30434782608695654,0.6690387238332444,,,,0.26086956521739135
http://cmt#markConflictOfInterest,=,http://sigkdd#Name_of_conference,,0.23076923076923073,,,,,,0.20960814548784695,,,0.18181818181818177
http://cmt#title,=,http://sigkdd#submit,,,0.36363636363636365,,,,,,,,
http://cmt#hasCo-author,=,http://sigkdd#holded_by,,,,,,,0.050000000000000044,,,,
http://cmt#readPaper,=,http://sigkdd#search,,,,,,,,,,,0.2222222222222222
http://cmt#Co-author,=,http://sigkdd#Committee,,,,0.3555555555555555,,,,,,0.5925925925925926,0.33333333333333337
http://cmt#writePaper,=,http://sigkdd#pay,,,0.3076923076923077,,,,,,,,
http://cmt#Decision,=,http://sigkdd#Deadline_Paper_Submission,,,,,0.13793103448275867,,0.4892618424876489,,,,
http://cmt#memberOfProgramCommittee,=,http://sigkdd#Name_of_conference,,0.19999999999999996,,0.3214285714285714,,0.25,,0.28383751424483683,,0.5357142857142857,
http://cmt#hardcopyMailingManifestsPrintedBy,=,http://sigkdd#awarded_by,,,,,,,0.5729391973083393,,,,
http://cmt#adjustedBy,=,http://sigkdd#designed_by,,,,0.4290909090909092,,,,,,0.7151515151515152,
http://cmt#hasConflictOfInterest,=,http://sigkdd#notification_until,,,,0.37142857142857144,,,,,,0.6190476190476191,
