left,relation,right,equalDistance_matcher,needlemanWunsch2Distance_matcher,subStringDistance_matcher,jaroWinklerMeasure_matcher,ngramDistance_matcher,levenshteinDistance_matcher,smoaDistance_matcher,soft_tfidf_jaro,simple_tfidf,jaroMeasure_matcher,hammingDistance_matcher
http://confOf#hasCity,=,http://ekaw#hasReview,,,,,,0.4444444444444444,,,,,
http://confOf#hasPostalCode,=,http://ekaw#hasEvent,,,,,,,,0.153960345459891,0.153960345459891,,
http://confOf#hasSurname,=,http://ekaw#hasPart,,,0.3529411764705883,0.3961904761904762,0.15384615384615385,,0.56268603827073,,,0.6603174603174603,
http://confOf#Member,=,http://ekaw#PC_Member,,0.5,0.8,0.3999999999999999,0.7272727272727273,0.6666666666666667,0.9285714285714286,0.6662764123507824,0.6662764123507824,0.6666666666666666,
http://confOf#expertOn,=,http://ekaw#partOf,,0.4,0.4285714285714286,0.43333333333333335,0.19999999999999996,0.5,0.5453667953667953,,,0.7222222222222222,
http://confOf#University,=,http://ekaw#University,1.0,1.0,1.0,0.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0
http://confOf#Working_event,=,http://ekaw#Workshop_Session,,,,0.3730769230769231,,,,,,0.6217948717948718,0.3125
http://confOf#ends_on,=,http://ekaw#eventOnList,,0.19999999999999996,,,,,0.050000000000000044,0.39311562426766405,,,0.2727272727272727
http://confOf#City,=,http://ekaw#Tutorial,,,,,,,,,,,0.125
http://confOf#Trip,=,http://ekaw#Track,,0.33333333333333337,0.4444444444444444,0.38,,0.4,,,,0.6333333333333333,0.4
http://confOf#hasAdministrativeEvent,=,http://ekaw#heldIn,,,,0.36969696969696964,,,,,,0.6161616161616161,
http://confOf#Science_Worker,=,http://ekaw#Workshop,,,0.36363636363636365,,,,,,,,
http://confOf#has_short_title,=,http://ekaw#hasReviewer,,,,,,0.33333333333333337,,,,,0.19999999999999996
http://confOf#Trip,=,http://ekaw#Conference_Trip,,,,,0.2666666666666666,,0.7222222222222222,0.822340770262375,0.822340770262375,,
http://confOf#Reviewing_results_event,=,http://ekaw#Scientific_Event,,0.30000000000000004,,,,0.3913043478260869,,,,,
http://confOf#earlyRegistration,=,http://ekaw#eventOnList,,,,,,,,,,,0.23529411764705888
http://confOf#hasCity,=,http://ekaw#hasPart,,0.4285714285714286,0.4285714285714286,,0.19999999999999996,,0.6237885462555066,,,,0.4285714285714286
http://confOf#maxChoice,=,http://ekaw#authorOf,,0.30000000000000004,0.23529411764705888,0.3666666666666667,,0.33333333333333337,,,,0.611111111111111,
http://confOf#Organization,=,http://ekaw#Organisation,,0.9166666666666666,,0.5666666666666667,0.7,0.9166666666666666,0.9697698744769874,0.9666666666666666,,0.9444444444444443,0.9166666666666666
http://confOf#Company,=,http://ekaw#Paper,,,0.33333333333333326,,,,,,,,
http://confOf#parallel_with,=,http://ekaw#partOf,,,0.3157894736842105,,0.1333333333333333,,0.5692982456140351,,,,
http://confOf#Reviewing_results_event,=,http://ekaw#Review,,,0.4137931034482758,0.4322981366459627,0.32000000000000006,,0.8333333333333333,0.560277701588564,,0.7204968944099379,0.26086956521739135
http://confOf#Submission_event,=,http://ekaw#Social_Event,,,,,,0.5,,,,,
