left,relation,right,equalDistance_matcher,needlemanWunsch2Distance_matcher,subStringDistance_matcher,jaroWinklerMeasure_matcher,ngramDistance_matcher,levenshteinDistance_matcher,smoaDistance_matcher,soft_tfidf_jaro,simple_tfidf,jaroMeasure_matcher,hammingDistance_matcher
http://ekaw#Demo_Paper,=,http://sigkdd#Author_of_paper,,0.35,,,,,,,,,
http://ekaw#Regular_Session,=,http://sigkdd#Registration_fee,,,,0.3848717948717949,,,0.6107785064522954,,,0.6414529914529915,0.25
http://ekaw#scientificallyOrganisedBy,=,http://sigkdd#presentationed_by,,,,,,,0.45779795337385554,0.25880392890941445,,,
http://ekaw#hasEvent,=,http://sigkdd#payed_by,,0.25,,,,,,,,,0.25
http://ekaw#Positive_Review,=,http://sigkdd#Invited_Speaker,,0.2666666666666667,,,,,,,,,0.2666666666666667
http://ekaw#Paper_Author,=,http://sigkdd#Paper,,,,0.4833333333333334,,,,,,0.8055555555555557,0.41666666666666663
http://ekaw#eventOnList,=,http://sigkdd#presentation,,,0.26086956521739135,0.4034632034632034,0.10526315789473684,,0.3500609508329947,,,0.6724386724386724,
http://ekaw#Demo_Chair,=,http://sigkdd#General_Chair,,0.4375,,,,0.5384615384615384,,,,,
http://ekaw#Conference_Paper,=,http://sigkdd#Conference,,,0.7692307692307693,0.5193181818181818,0.7272727272727273,,0.94,0.8342886854654565,0.8342886854654565,0.8655303030303031,
http://ekaw#partOf,=,http://sigkdd#pay,,,0.4444444444444444,0.3999999999999999,,0.33333333333333337,,,,0.6666666666666666,0.33333333333333337
http://ekaw#Individual_Presentation,=,http://sigkdd#Invited_Speaker,,,,,,,,,,,0.21739130434782605
http://ekaw#Social_Event,=,http://sigkdd#Sponzor_fee,,,,,,,,,,,0.16666666666666663
http://ekaw#Presenter,=,http://sigkdd#Document,,,0.3529411764705883,,0.15384615384615385,,0.45717234262125905,,,,
http://ekaw#PC_Member,=,http://sigkdd#Speaker,,,,0.4031746031746032,,,,,,0.671957671957672,
http://ekaw#Multi-author_Volume,=,http://sigkdd#Deadline_Author_notification,,0.2432432432432432,,,,0.3214285714285714,,,,,
http://ekaw#Neutral_Review,=,http://sigkdd#General_Chair,,0.4,,,,,,,,,0.4285714285714286
http://ekaw#topicCoveredBy,=,http://sigkdd#City_of_conference,,0.2727272727272727,,0.3507936507936509,,0.33333333333333337,,,,0.5846560846560848,
http://ekaw#Proceedings,=,http://sigkdd#Program_Committee,,,,,,0.2941176470588235,,,,,
http://ekaw#organisedBy,=,http://sigkdd#search,,,0.23529411764705888,,,,,,,,
http://ekaw#Assigned_Paper,=,http://sigkdd#Deadline_Paper_Submission,,,,,,,,,,,0.24
