left,relation,right,equalDistance_matcher,needlemanWunsch2Distance_matcher,subStringDistance_matcher,jaroWinklerMeasure_matcher,ngramDistance_matcher,levenshteinDistance_matcher,smoaDistance_matcher,soft_tfidf_jaro,simple_tfidf,jaroMeasure_matcher,hammingDistance_matcher
http://edas#isProviderOf,=,http://sigkdd#awarded_by,,,,0.32999999999999996,,,,,,0.5499999999999999,
http://edas#GovernmentOrganization,=,http://sigkdd#General_Chair,,,,,,,,,,,0.13636363636363635
http://edas#DiningPlace,=,http://sigkdd#Main_office,,,,,,,,,,,0.18181818181818177
http://edas#AcademiaOrganization,=,http://sigkdd#Deadline_Abstract_Submission,,,,,,,,,,,0.1071428571428571
http://edas#FreeTimeBreak,=,http://sigkdd#Registration_fee,,,,0.33012820512820507,,,,,,0.5502136752136751,
http://edas#hasPostalCode,=,http://sigkdd#can_stay_in,,0.2666666666666667,0.25,,0.09999999999999998,,0.3718133718133718,,,,
http://edas#BreakEvent,=,http://sigkdd#Speaker,,0.3076923076923077,0.47058823529411764,0.37428571428571433,0.3076923076923077,0.4,0.5937846836847946,,,0.6238095238095238,0.4
http://edas#PersonalReviewHistory,=,http://sigkdd#Bronze_Supporter,,0.23076923076923073,,,,,,,,,
http://edas#Excursion,=,http://sigkdd#Person,,0.33333333333333337,0.2666666666666666,,,0.4444444444444444,,,,,
http://edas#WirelessCommunicationsTopic,=,http://sigkdd#Registration_Student,,,,,,0.2962962962962963,0.408963536067394,,,,
http://edas#hasPostalCode,=,http://sigkdd#presentationed_by,,,,,,,,,,,0.23529411764705888
http://edas#Programme,=,http://sigkdd#Program_Chair,,0.4117647058823529,0.6363636363636364,,0.5555555555555556,0.5384615384615384,0.8434389140271493,,,,0.5384615384615384
http://edas#relatedToPaper,=,http://sigkdd#presentation,,,,0.355952380952381,,,,,,0.5932539682539683,
http://edas#registrationDueOn,=,http://sigkdd#notification_until,,0.368421052631579,,,,,,,,,0.38888888888888884
http://edas#AcademicEvent,=,http://sigkdd#Award,,,,,,,,,,,0.15384615384615385
http://edas#ClosingTalk,=,http://sigkdd#Deadline,,,0.21052631578947367,,,,,,,,
http://edas#hasRelatedDocument,=,http://sigkdd#Date,,,0.2727272727272727,,0.11111111111111116,,0.5267145135566188,,,,
http://edas#isMenuOf,=,http://sigkdd#Name,,,0.33333333333333326,,,,,,,,0.25
http://edas#registrationDueOn,=,http://sigkdd#presentationed_by,,,,,,0.4117647058823529,,,,,
http://edas#ComputerNetworksSwitchingTopic,=,http://sigkdd#Organizing_Committee,,,,,0.08695652173913038,,,,,,
http://edas#manuscriptDueOn,=,http://sigkdd#submit_until,,,,0.3861904761904762,,,,,,0.6436507936507937,
